num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,anio
1448,2023,13,17,12:00 a 17:59,Tarde,Febrero,Lunes,Baja Verapaz,Salamá,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2023
1449,2023,13,12,12:00 a 17:59,Tarde,Febrero,Lunes,Izabal,Morales,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,TVS Apache,Amarillo,Ignorado,Ignorado,Derrape,2023
1450,2023,13,15,12:00 a 17:59,Tarde,Febrero,Lunes,Sacatepéquez,Antigua Guatemala,Ignorado,Mujer,85,80 y más,60 y más,80 o m?s,Ignorado,Mayor,Camioneta,Toyota,Blanco,Ignorado,Ignorado,Colisión,2023
1451,2023,13,15,12:00 a 17:59,Tarde,Febrero,Lunes,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Colisión,2023
1452,2023,14,11,06:00 a 11:59,Mañana,Febrero,Martes,Guatemala,Fraijanes,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Azul,2007,2000-2009,Choque,2023
1453,2023,14,17,12:00 a 17:59,Tarde,Febrero,Martes,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,47,45-49,45-49,45 - 49,Ignorado,Mayor,Bus urbano,Internacional,Azul,1995,1990-1999,Colisión,2023
1454,2023,14,17,12:00 a 17:59,Tarde,Febrero,Martes,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Negro,2018,2010-2019,Colisión,2023
1455,2023,14,19,18:00 a 23:59,Noche,Febrero,Martes,Guatemala,Santa Catarina Pinula,Ignorado,Mujer,45,45-49,45-49,45 - 49,Ignorado,Mayor,Pick up,Toyota,Gris,2015,2010-2019,Colisión,2023
1456,2023,14,19,18:00 a 23:59,Noche,Febrero,Martes,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Azul,2017,2010-2019,Colisión,2023
1457,2023,14,20,18:00 a 23:59,Noche,Febrero,Martes,Guatemala,Guatemala,5,Mujer,39,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Mahindra,Blanco,2014,2010-2019,Colisión,2023
1458,2023,14,20,18:00 a 23:59,Noche,Febrero,Martes,Guatemala,Guatemala,5,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Toyota,Gris,2015,2010-2019,Colisión,2023
1459,2023,14,20,18:00 a 23:59,Noche,Febrero,Martes,Guatemala,Guatemala,5,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Honda,Negro,2016,2010-2019,Colisión,2023
1460,2023,14,20,18:00 a 23:59,Noche,Febrero,Martes,Guatemala,Guatemala,5,Mujer,49,45-49,45-49,45 - 49,Ignorado,Mayor,Automóvil,Honda,Corinto,2015,2010-2019,Colisión,2023
1461,2023,14,6,06:00 a 11:59,Mañana,Febrero,Martes,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Cuatrimoto,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1462,2023,14,16,12:00 a 17:59,Tarde,Febrero,Martes,Guatemala,Guatemala,11,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Cabezal,Freightliner,Blanco,1995,1990-1999,Colisión,2023
1463,2023,14,16,12:00 a 17:59,Tarde,Febrero,Martes,Guatemala,Guatemala,11,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Haojue,Azul,2023,2020-2029,Colisión,2023
1464,2023,14,17,12:00 a 17:59,Tarde,Febrero,Martes,Guatemala,Guatemala,11,Hombre,61,60-64,60 y más,60 - 64,Ignorado,Mayor,Automóvil,Suzuki,Negro,2019,2010-2019,Colisión,2023
1465,2023,14,17,12:00 a 17:59,Tarde,Febrero,Martes,Guatemala,Guatemala,11,Mujer,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2020,2020-2029,Colisión,2023
1466,2023,14,1,00:00 a 05:59,Mañana,Febrero,Martes,Guatemala,Guatemala,21,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Hero Hunk,Rojo,2018,2010-2019,Colisión,2023
1467,2023,14,1,00:00 a 05:59,Mañana,Febrero,Martes,Guatemala,Guatemala,21,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Vento,Negro,2022,2020-2029,Colisión,2023
1468,2023,14,9,06:00 a 11:59,Mañana,Febrero,Martes,Guatemala,Villa Nueva,5,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,AHM,Negro,2023,2020-2029,Colisión,2023
1469,2023,14,9,06:00 a 11:59,Mañana,Febrero,Martes,Guatemala,Villa Nueva,5,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2016,2010-2019,Colisión,2023
1470,2023,14,18,18:00 a 23:59,Noche,Febrero,Martes,Guatemala,Mixco,8,Hombre,50,50-54,50-54,50 - 54,Ignorado,Mayor,Microbús,Nissan,Beige,Ignorado,Ignorado,Colisión,2023
1471,2023,14,18,18:00 a 23:59,Noche,Febrero,Martes,Guatemala,Mixco,8,Hombre,46,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Serpento,Azul,Ignorado,Ignorado,Colisión,2023
1472,2023,14,14,12:00 a 17:59,Tarde,Febrero,Martes,Jutiapa,Atescatempa,Ignorado,Hombre,52,50-54,50-54,50 - 54,Ignorado,Mayor,Cabezal,Peter Bilt,Blanco,Ignorado,Ignorado,Colisión,2023
1473,2023,14,14,12:00 a 17:59,Tarde,Febrero,Martes,Jutiapa,Atescatempa,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Serpento,Ignorado,2021,2020-2029,Colisión,2023
1474,2023,14,6,06:00 a 11:59,Mañana,Febrero,Martes,Zacapa,Zacapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1475,2023,14,6,06:00 a 11:59,Mañana,Febrero,Martes,Zacapa,Zacapa,Ignorado,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1476,2023,14,16,12:00 a 17:59,Tarde,Febrero,Martes,Escuintla,Escuintla,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Pick up,Toyota,Blanco,Ignorado,Ignorado,Colisión,2023
1477,2023,14,16,12:00 a 17:59,Tarde,Febrero,Martes,Escuintla,Escuintla,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Hero Hunk,Negro,Ignorado,Ignorado,Colisión,2023
1478,2023,14,14,12:00 a 17:59,Tarde,Febrero,Martes,El Progreso,San Agustín Acasaguastlán,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Pick up,Toyota,Blanco,Ignorado,Ignorado,Colisión,2023
1479,2023,14,14,12:00 a 17:59,Tarde,Febrero,Martes,El Progreso,San Agustín Acasaguastlán,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisión,2023
1480,2023,14,9,06:00 a 11:59,Mañana,Febrero,Martes,Petén,La Libertad,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Derrape,2023
1481,2023,14,14,12:00 a 17:59,Tarde,Febrero,Martes,Chimaltenango,Patzicía,Ignorado,Hombre,50,50-54,50-54,50 - 54,Ignorado,Mayor,Pick up,Toyota,Corinto,Ignorado,Ignorado,Vuelco,2023
1482,2023,14,23,18:00 a 23:59,Noche,Febrero,Martes,Guatemala,Guatemala,2,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Camioneta,Toyota,Gris,2013,2010-2019,Colisión,2023
1483,2023,14,23,18:00 a 23:59,Noche,Febrero,Martes,Guatemala,Guatemala,2,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Hero Hunk,Rojo,2021,2020-2029,Colisión,2023
1484,2023,15,18,18:00 a 23:59,Noche,Febrero,Miércoles,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Pick up,GMC,Gris,2019,2010-2019,Colisión,2023
1485,2023,15,18,18:00 a 23:59,Noche,Febrero,Miércoles,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,65,65-69,60 y más,65 - 69,Ignorado,Mayor,Automóvil,Volkswagen,Beige,Ignorado,Ignorado,Colisión,2023
1486,2023,15,18,18:00 a 23:59,Noche,Febrero,Miércoles,Guatemala,Guatemala,7,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,TVS Apache,Verde,2014,2010-2019,Colisión,2023
1487,2023,15,12,12:00 a 17:59,Tarde,Febrero,Miércoles,Guatemala,Mixco,8,Hombre,55,55-59,55-59,55 - 59,Ignorado,Mayor,Automóvil,Chevrolet,Gris,2017,2010-2019,Choque,2023
1488,2023,15,20,18:00 a 23:59,Noche,Febrero,Miércoles,Guatemala,Mixco,6,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Asia Hero,Café,2021,2020-2029,Derrape,2023
1489,2023,15,23,18:00 a 23:59,Noche,Febrero,Miércoles,Escuintla,Escuintla,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,2023
1490,2023,15,20,18:00 a 23:59,Noche,Febrero,Miércoles,Huehuetenango,Huehuetenango,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Suzuki,Ignorado,Ignorado,Ignorado,Colisión,2023
1491,2023,15,10,06:00 a 11:59,Mañana,Febrero,Miércoles,Totonicapán,Totonicapán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Derrape,2023
1492,2023,15,11,06:00 a 11:59,Mañana,Febrero,Miércoles,Baja Verapaz,Salamá,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2023
1493,2023,15,9,06:00 a 11:59,Mañana,Febrero,Miércoles,Petén,Flores,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,2023
1494,2023,15,9,06:00 a 11:59,Mañana,Febrero,Miércoles,Petén,Flores,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,2023
1495,2023,15,2,00:00 a 05:59,Mañana,Febrero,Miércoles,Chimaltenango,Tecpán Guatemala,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Camión,Hino,Blanco,2020,2020-2029,Colisión,2023
1496,2023,16,18,18:00 a 23:59,Noche,Febrero,Jueves,Guatemala,Guatemala,9,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,2023
1497,2023,16,18,18:00 a 23:59,Noche,Febrero,Jueves,Guatemala,Guatemala,9,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Volkswagen,Gris,Ignorado,Ignorado,Colisión,2023
1498,2023,16,5,00:00 a 05:59,Mañana,Febrero,Jueves,Guatemala,San Pedro Ayampuc,Ignorado,Hombre,48,45-49,45-49,45 - 49,Ignorado,Mayor,Camioneta,Mazda,Gris,2006,2000-2009,Colisión,2023
1499,2023,16,5,00:00 a 05:59,Mañana,Febrero,Jueves,Guatemala,San Pedro Ayampuc,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Serpento,Rojo,2020,2020-2029,Colisión,2023
1500,2023,16,15,12:00 a 17:59,Tarde,Febrero,Jueves,Guatemala,Guatemala,10,Hombre,43,40-44,40-44,40 - 44,Ignorado,Mayor,Camión,Internacional,Blanco,2002,2000-2009,Colisión,2023
1501,2023,16,15,12:00 a 17:59,Tarde,Febrero,Jueves,Guatemala,Guatemala,10,Hombre,53,50-54,50-54,50 - 54,Ignorado,Mayor,Motocicleta,Hero Hunk,Rojo,2020,2020-2029,Colisión,2023
1502,2023,16,0,00:00 a 05:59,Mañana,Febrero,Jueves,Guatemala,Guatemala,7,Mujer,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1503,2023,16,9,06:00 a 11:59,Mañana,Febrero,Jueves,Guatemala,Guatemala,12,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1504,2023,16,9,06:00 a 11:59,Mañana,Febrero,Jueves,Guatemala,Guatemala,12,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Toyota,Gris,1992,1990-1999,Colisión,2023
1505,2023,16,19,18:00 a 23:59,Noche,Febrero,Jueves,Guatemala,Guatemala,21,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2023
1506,2023,16,7,06:00 a 11:59,Mañana,Febrero,Jueves,Guatemala,Amatitlán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Colisión,2023
1507,2023,16,7,06:00 a 11:59,Mañana,Febrero,Jueves,Guatemala,Amatitlán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,2023
1508,2023,16,22,18:00 a 23:59,Noche,Febrero,Jueves,Guatemala,Villa Nueva,5,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Honda,Gris,Ignorado,Ignorado,Colisión,2023
1509,2023,16,22,18:00 a 23:59,Noche,Febrero,Jueves,Guatemala,Villa Nueva,5,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisión,2023
1510,2023,16,19,18:00 a 23:59,Noche,Febrero,Jueves,Guatemala,Guatemala,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1511,2023,16,19,18:00 a 23:59,Noche,Febrero,Jueves,Guatemala,Guatemala,Ignorado,Hombre,59,55-59,55-59,55 - 59,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión,2023
1512,2023,16,8,06:00 a 11:59,Mañana,Febrero,Jueves,Jutiapa,Comapa,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Scion,Azul,Ignorado,Ignorado,Colisión,2023
1513,2023,16,8,06:00 a 11:59,Mañana,Febrero,Jueves,Jutiapa,Comapa,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Freedom,Rojo,Ignorado,Ignorado,Colisión,2023
1514,2023,16,14,12:00 a 17:59,Tarde,Febrero,Jueves,Huehuetenango,Huehuetenango,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Camioneta,Honda,Amarillo,Ignorado,Ignorado,Colisión,2023
1515,2023,16,14,12:00 a 17:59,Tarde,Febrero,Jueves,Huehuetenango,Huehuetenango,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1516,2023,16,11,06:00 a 11:59,Mañana,Febrero,Jueves,Alta Verapaz,Cobán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Honda,Gris,Ignorado,Ignorado,Colisión,2023
1517,2023,16,11,06:00 a 11:59,Mañana,Febrero,Jueves,Alta Verapaz,Cobán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Blanco,Ignorado,Ignorado,Colisión,2023
1518,2023,16,7,06:00 a 11:59,Mañana,Febrero,Jueves,Baja Verapaz,Cubulco,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Pick up,Toyota,Corinto,Ignorado,Ignorado,Vuelco,2023
1519,2023,16,8,06:00 a 11:59,Mañana,Febrero,Jueves,Baja Verapaz,Rabinal,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión,2023
1520,2023,16,8,06:00 a 11:59,Mañana,Febrero,Jueves,Baja Verapaz,Rabinal,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Asia Hero,Blanco,Ignorado,Ignorado,Colisión,2023
1521,2023,16,4,00:00 a 05:59,Mañana,Febrero,Jueves,Izabal,Puerto Barrios,Ignorado,Hombre,43,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Vuelco,2023
1522,2023,16,10,06:00 a 11:59,Mañana,Febrero,Jueves,Chimaltenango,Patzicía,Ignorado,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Camión,Hino,Blanco,2014,2010-2019,Colisión,2023
1523,2023,16,10,06:00 a 11:59,Mañana,Febrero,Jueves,Chimaltenango,Patzicía,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,United Motors (UM),Ignorado,Ignorado,Ignorado,Colisión,2023
1524,2023,16,0,00:00 a 05:59,Mañana,Febrero,Jueves,Sacatepéquez,Santiago Sacatepéquez,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2023
1525,2023,17,11,06:00 a 11:59,Mañana,Febrero,Viernes,Guatemala,Guatemala,9,Mujer,30,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Ford,Negro,Ignorado,Ignorado,Colisión,2023
1526,2023,17,11,06:00 a 11:59,Mañana,Febrero,Viernes,Guatemala,Guatemala,9,Hombre,54,50-54,50-54,50 - 54,Ignorado,Mayor,Bus urbano,Volvo,Verde,Ignorado,Ignorado,Colisión,2023
1527,2023,17,15,12:00 a 17:59,Tarde,Febrero,Viernes,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Bus urbano,Internacional,Azul,1991,1990-1999,Colisión,2023
1528,2023,17,15,12:00 a 17:59,Tarde,Febrero,Viernes,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2020,2020-2029,Colisión,2023
1529,2023,17,10,06:00 a 11:59,Mañana,Febrero,Viernes,Guatemala,Guatemala,13,Mujer,27,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Toyota,Negro,Ignorado,Ignorado,Colisión,2023
1530,2023,17,10,06:00 a 11:59,Mañana,Febrero,Viernes,Guatemala,Guatemala,13,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,MRT,Negro,Ignorado,Ignorado,Colisión,2023
1531,2023,17,5,00:00 a 05:59,Mañana,Febrero,Viernes,Guatemala,Guatemala,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1532,2023,17,5,00:00 a 05:59,Mañana,Febrero,Viernes,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1533,2023,17,10,06:00 a 11:59,Mañana,Febrero,Viernes,Guatemala,Guatemala,12,Hombre,52,50-54,50-54,50 - 54,Ignorado,Mayor,Pick up,Isuzu,Rojo,1996,1990-1999,Colisión,2023
1534,2023,17,10,06:00 a 11:59,Mañana,Febrero,Viernes,Guatemala,Guatemala,12,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Haojue,Negro,2018,2010-2019,Colisión,2023
1535,2023,17,12,12:00 a 17:59,Tarde,Febrero,Viernes,Guatemala,Guatemala,11,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Negro,2020,2020-2029,Colisión,2023
1536,2023,17,12,12:00 a 17:59,Tarde,Febrero,Viernes,Guatemala,Guatemala,11,Hombre,60,60-64,60 y más,60 - 64,Ignorado,Mayor,Camión,Isuzu,Blanco,2022,2020-2029,Colisión,2023
1537,2023,17,12,12:00 a 17:59,Tarde,Febrero,Viernes,Guatemala,Guatemala,11,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión,2023
1538,2023,17,0,00:00 a 05:59,Mañana,Febrero,Viernes,Guatemala,Villa Nueva,5,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión,2023
1539,2023,17,0,00:00 a 05:59,Mañana,Febrero,Viernes,Guatemala,Villa Nueva,5,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1540,2023,17,6,06:00 a 11:59,Mañana,Febrero,Viernes,Guatemala,Villa Nueva,5,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Hero Hunk,Rojo,Ignorado,Ignorado,Colisión,2023
1541,2023,17,6,06:00 a 11:59,Mañana,Febrero,Viernes,Guatemala,Villa Nueva,5,Hombre,47,45-49,45-49,45 - 49,Ignorado,Mayor,Microbús,Hyundai,Azul,2002,2000-2009,Colisión,2023
1542,2023,17,8,06:00 a 11:59,Mañana,Febrero,Viernes,Guatemala,Petapa,6,Hombre,56,55-59,55-59,55 - 59,Ignorado,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1543,2023,17,8,06:00 a 11:59,Mañana,Febrero,Viernes,Guatemala,Petapa,6,Mujer,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,2023
1544,2023,17,15,12:00 a 17:59,Tarde,Febrero,Viernes,Guatemala,Villa Canales,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Nissan,Beige,Ignorado,Ignorado,Colisión,2023
1545,2023,17,15,12:00 a 17:59,Tarde,Febrero,Viernes,Guatemala,Villa Canales,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisión,2023
1546,2023,17,20,18:00 a 23:59,Noche,Febrero,Viernes,Guatemala,Petapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1547,2023,17,20,18:00 a 23:59,Noche,Febrero,Viernes,Guatemala,Petapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1548,2023,17,1,00:00 a 05:59,Mañana,Febrero,Viernes,Guatemala,Mixco,6,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Colisión,2023
1549,2023,17,1,00:00 a 05:59,Mañana,Febrero,Viernes,Guatemala,Mixco,6,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Serpento,Rojo,Ignorado,Ignorado,Colisión,2023
1550,2023,17,11,06:00 a 11:59,Mañana,Febrero,Viernes,Guatemala,Mixco,3,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Suzuki,Negro,2020,2020-2029,Colisión,2023
1551,2023,17,11,06:00 a 11:59,Mañana,Febrero,Viernes,Guatemala,Mixco,3,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Toyota,Gris,Ignorado,Ignorado,Colisión,2023
1552,2023,17,16,12:00 a 17:59,Tarde,Febrero,Viernes,Jutiapa,Jutiapa,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Camión,Kia,Blanco,2009,2000-2009,Colisión,2023
1553,2023,17,16,12:00 a 17:59,Tarde,Febrero,Viernes,Jutiapa,Jutiapa,Ignorado,Hombre,48,45-49,45-49,45 - 49,Ebrio,Mayor,Motocicleta,Italika,Negro,2003,2000-2009,Colisión,2023
1554,2023,17,19,18:00 a 23:59,Noche,Febrero,Viernes,Chiquimula,Quezaltepeque,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,2023
1555,2023,17,19,18:00 a 23:59,Noche,Febrero,Viernes,Chiquimula,Quezaltepeque,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Honda,Azul,Ignorado,Ignorado,Colisión,2023
1556,2023,17,18,18:00 a 23:59,Noche,Febrero,Viernes,Escuintla,Siquinalá,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ebrio,Mayor,Automóvil,Nissan,Café,2006,2000-2009,Colisión,2023
1557,2023,17,18,18:00 a 23:59,Noche,Febrero,Viernes,Escuintla,Siquinalá,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,X-bow KRM,Negro,Ignorado,Ignorado,Colisión,2023
1558,2023,17,20,18:00 a 23:59,Noche,Febrero,Viernes,Suchitepéquez,Río Bravo,Ignorado,Hombre,74,70-74,60 y más,70 - 74,Ignorado,Mayor,Camión,Ford,Blanco,Ignorado,Ignorado,Colisión,2023
1559,2023,17,20,18:00 a 23:59,Noche,Febrero,Viernes,Suchitepéquez,Río Bravo,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Mazda,Negro,Ignorado,Ignorado,Colisión,2023
1560,2023,17,20,18:00 a 23:59,Noche,Febrero,Viernes,Huehuetenango,La Democracia,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Toyota,Negro,Ignorado,Ignorado,Colisión,2023
1561,2023,17,20,18:00 a 23:59,Noche,Febrero,Viernes,Huehuetenango,La Democracia,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Cuatrimoto,Ignorado,Rojo,Ignorado,Ignorado,Colisión,2023
