num_corre,ano_ocu,dia_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,dia_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,anio
1562,2023,17,8,06:00 a 11:59,Mañana,Febrero,Viernes,Alta Verapaz,Santa Cruz Verapaz,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Mazda,Rojo,2018,2010-2019,Colisión,2023
1563,2023,17,8,06:00 a 11:59,Mañana,Febrero,Viernes,Alta Verapaz,Santa Cruz Verapaz,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,TVS Apache,Ignorado,Ignorado,Ignorado,Colisión,2023
1564,2023,17,0,00:00 a 05:59,Mañana,Febrero,Viernes,El Progreso,Sansare,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Cabezal,Freightliner,Rojo,Ignorado,Ignorado,Colisión,2023
1565,2023,17,0,00:00 a 05:59,Mañana,Febrero,Viernes,El Progreso,Sansare,Ignorado,Hombre,51,50-54,50-54,50 - 54,Ignorado,Mayor,Camión,Hino,Blanco,Ignorado,Ignorado,Colisión,2023
1566,2023,17,10,06:00 a 11:59,Mañana,Febrero,Viernes,Petén,La Libertad,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Camión,Ignorado,Blanco,Ignorado,Ignorado,Colisión,2023
1567,2023,17,10,06:00 a 11:59,Mañana,Febrero,Viernes,Petén,La Libertad,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión,2023
1568,2023,17,23,18:00 a 23:59,Noche,Febrero,Viernes,Petén,Las Cruces,2,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape,2023
1569,2023,17,15,12:00 a 17:59,Tarde,Febrero,Viernes,Chimaltenango,San Martín Jilotepeque,Ignorado,Hombre,52,50-54,50-54,50 - 54,Ignorado,Mayor,Pick up,Toyota,Gris,Ignorado,Ignorado,Choque,2023
1570,2023,18,23,18:00 a 23:59,Noche,Febrero,Sábado,Guatemala,Guatemala,1,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Mitsubishi,Blanco,2018,2010-2019,Colisión,2023
1571,2023,18,23,18:00 a 23:59,Noche,Febrero,Sábado,Guatemala,Guatemala,1,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Freedom,Negro,2022,2020-2029,Colisión,2023
1572,2023,18,5,00:00 a 05:59,Mañana,Febrero,Sábado,Guatemala,Guatemala,25,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Derrape,2023
1573,2023,18,19,18:00 a 23:59,Noche,Febrero,Sábado,Guatemala,Palencia,6,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Asia Hero,Negro,Ignorado,Ignorado,Derrape,2023
1574,2023,18,15,12:00 a 17:59,Tarde,Febrero,Sábado,Guatemala,Guatemala,18,Mujer,41,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Mazda,Negro,Ignorado,Ignorado,Colisión,2023
1575,2023,18,15,12:00 a 17:59,Tarde,Febrero,Sábado,Guatemala,Guatemala,18,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Hyundai,Amarillo,Ignorado,Ignorado,Colisión,2023
1576,2023,18,4,00:00 a 05:59,Mañana,Febrero,Sábado,Guatemala,Fraijanes,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Movesa,Rojo,2020,2020-2029,Derrape,2023
1577,2023,18,6,06:00 a 11:59,Mañana,Febrero,Sábado,Guatemala,Guatemala,12,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Benelli,Azul,2022,2020-2029,Colisión,2023
1578,2023,18,6,06:00 a 11:59,Mañana,Febrero,Sábado,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1579,2023,18,16,12:00 a 17:59,Tarde,Febrero,Sábado,Guatemala,Guatemala,11,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Serpento,Verde,2022,2020-2029,Derrape,2023
1580,2023,18,19,18:00 a 23:59,Noche,Febrero,Sábado,Guatemala,Guatemala,11,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Azul,2022,2020-2029,Derrape,2023
1581,2023,18,21,18:00 a 23:59,Noche,Febrero,Sábado,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2017,2010-2019,Choque,2023
1582,2023,18,4,00:00 a 05:59,Mañana,Febrero,Sábado,Guatemala,Villa Nueva,12,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Suzuki,Gris,Ignorado,Ignorado,Choque,2023
1583,2023,18,3,00:00 a 05:59,Mañana,Febrero,Sábado,Guatemala,Mixco,6,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Derrape,2023
1584,2023,18,20,18:00 a 23:59,Noche,Febrero,Sábado,Jalapa,Mataquescuintla,4,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,2023
1585,2023,18,20,18:00 a 23:59,Noche,Febrero,Sábado,Jalapa,Mataquescuintla,4,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Mitsubishi,Rojo,Ignorado,Ignorado,Colisión,2023
1586,2023,18,21,18:00 a 23:59,Noche,Febrero,Sábado,Chiquimula,Chiquimula,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Derrape,2023
1587,2023,18,11,06:00 a 11:59,Mañana,Febrero,Sábado,Escuintla,Palín,Ignorado,Mujer,31,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Honda,Gris,Ignorado,Ignorado,Choque,2023
1588,2023,18,8,06:00 a 11:59,Mañana,Febrero,Sábado,Retalhuleu,Retalhuleu,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Ignorado,Beige,Ignorado,Ignorado,Colisión,2023
1589,2023,18,8,06:00 a 11:59,Mañana,Febrero,Sábado,Retalhuleu,Retalhuleu,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1590,2023,18,20,18:00 a 23:59,Noche,Febrero,Sábado,Retalhuleu,Retalhuleu,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ebrio,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,2023
1591,2023,18,20,18:00 a 23:59,Noche,Febrero,Sábado,Retalhuleu,Retalhuleu,Ignorado,Mujer,56,55-59,55-59,55 - 59,Ignorado,Mayor,Camioneta,Toyota,Azul,Ignorado,Ignorado,Colisión,2023
1592,2023,18,12,12:00 a 17:59,Tarde,Febrero,Sábado,Alta Verapaz,San Pedro Carchá,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Microbús,Toyota,Blanco,Ignorado,Ignorado,Colisión,2023
1593,2023,18,12,12:00 a 17:59,Tarde,Febrero,Sábado,Alta Verapaz,San Pedro Carchá,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Pick up,Toyota,Ignorado,Ignorado,Ignorado,Colisión,2023
1594,2023,18,6,06:00 a 11:59,Mañana,Febrero,Sábado,Alta Verapaz,Raxruhá,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1595,2023,18,6,06:00 a 11:59,Mañana,Febrero,Sábado,Alta Verapaz,Raxruhá,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1596,2023,18,18,18:00 a 23:59,Noche,Febrero,Sábado,Alta Verapaz,Cobán,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Isuzu,Blanco,Ignorado,Ignorado,Colisión,2023
1597,2023,18,18,18:00 a 23:59,Noche,Febrero,Sábado,Alta Verapaz,Cobán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Toyota,Ignorado,Ignorado,Ignorado,Colisión,2023
1598,2023,18,18,18:00 a 23:59,Noche,Febrero,Sábado,Alta Verapaz,Cobán,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Azul,Ignorado,Ignorado,Colisión,2023
1599,2023,18,2,00:00 a 05:59,Mañana,Febrero,Sábado,Quiché,Chiché,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Choque,2023
1600,2023,19,1,00:00 a 05:59,Mañana,Febrero,Domingo,Guatemala,Guatemala,1,Mujer,34,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Kia,Gris,2021,2020-2029,Choque,2023
1601,2023,19,2,00:00 a 05:59,Mañana,Febrero,Domingo,Guatemala,Guatemala,25,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Italika,Gris,Ignorado,Ignorado,Derrape,2023
1602,2023,19,2,00:00 a 05:59,Mañana,Febrero,Domingo,Guatemala,Guatemala,25,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Pick up,Nissan,Verde,1994,1990-1999,Colisión,2023
1603,2023,19,2,00:00 a 05:59,Mañana,Febrero,Domingo,Guatemala,Guatemala,25,Hombre,50,50-54,50-54,50 - 54,Ignorado,Mayor,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1604,2023,19,8,06:00 a 11:59,Mañana,Febrero,Domingo,Guatemala,Palencia,5,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1605,2023,19,8,06:00 a 11:59,Mañana,Febrero,Domingo,Guatemala,Palencia,5,Mujer,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1606,2023,19,21,18:00 a 23:59,Noche,Febrero,Domingo,Guatemala,Guatemala,6,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Mitsubishi,Blanco,2007,2000-2009,Colisión,2023
1607,2023,19,21,18:00 a 23:59,Noche,Febrero,Domingo,Guatemala,Guatemala,6,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Colisión,2023
1608,2023,19,10,06:00 a 11:59,Mañana,Febrero,Domingo,Guatemala,Guatemala,11,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2022,2020-2029,Derrape,2023
1609,2023,19,20,18:00 a 23:59,Noche,Febrero,Domingo,Guatemala,Guatemala,7,Mujer,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque,2023
1610,2023,19,8,06:00 a 11:59,Mañana,Febrero,Domingo,Guatemala,Mixco,8,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Kia,Gris,2016,2010-2019,Choque,2023
1611,2023,19,14,12:00 a 17:59,Tarde,Febrero,Domingo,Guatemala,Mixco,3,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Kia,Blanco,2014,2010-2019,Colisión,2023
1612,2023,19,14,12:00 a 17:59,Tarde,Febrero,Domingo,Guatemala,Mixco,3,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,2018,2010-2019,Colisión,2023
1613,2023,19,20,18:00 a 23:59,Noche,Febrero,Domingo,Guatemala,Mixco,4,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Haojue,Negro,Ignorado,Ignorado,Colisión,2023
1614,2023,19,20,18:00 a 23:59,Noche,Febrero,Domingo,Guatemala,Mixco,4,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1615,2023,19,20,18:00 a 23:59,Noche,Febrero,Domingo,Guatemala,Mixco,3,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Blanco,2021,2020-2029,Colisión,2023
1616,2023,19,20,18:00 a 23:59,Noche,Febrero,Domingo,Guatemala,Mixco,3,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,MRT,Rojo,Ignorado,Ignorado,Colisión,2023
1617,2023,19,3,00:00 a 05:59,Mañana,Febrero,Domingo,Escuintla,Palín,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Haojue,Azul,Ignorado,Ignorado,Derrape,2023
1618,2023,19,16,12:00 a 17:59,Tarde,Febrero,Domingo,Escuintla,Nueva Concepción,Ignorado,Hombre,60,60-64,60 y más,60 - 64,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1619,2023,19,16,12:00 a 17:59,Tarde,Febrero,Domingo,Escuintla,Nueva Concepción,Ignorado,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1620,2023,19,19,18:00 a 23:59,Noche,Febrero,Domingo,Santa Rosa,Barberena,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Honda,Corinto,Ignorado,Ignorado,Colisión,2023
1621,2023,19,19,18:00 a 23:59,Noche,Febrero,Domingo,Santa Rosa,Barberena,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Colisión,2023
1622,2023,19,0,00:00 a 05:59,Mañana,Febrero,Domingo,Suchitepéquez,Río Bravo,Ignorado,Hombre,59,55-59,55-59,55 - 59,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2023
1623,2023,19,18,18:00 a 23:59,Noche,Febrero,Domingo,Suchitepéquez,San Miguel Panán,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1624,2023,19,18,18:00 a 23:59,Noche,Febrero,Domingo,Suchitepéquez,San Miguel Panán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1625,2023,19,17,12:00 a 17:59,Tarde,Febrero,Domingo,Retalhuleu,El Asintal,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Camioneta,Toyota,Celeste,1989,1980-1989,Colisión,2023
1626,2023,19,17,12:00 a 17:59,Tarde,Febrero,Domingo,Retalhuleu,El Asintal,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Toyota,Negro,Ignorado,Ignorado,Colisión,2023
1627,2023,19,15,12:00 a 17:59,Tarde,Febrero,Domingo,Huehuetenango,Colotenango,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ebrio,Mayor,Automóvil,Mazda,Gris,2000,2000-2009,Colisión,2023
1628,2023,19,15,12:00 a 17:59,Tarde,Febrero,Domingo,Huehuetenango,Colotenango,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Honda,Gris,2010,2010-2019,Colisión,2023
1629,2023,19,18,18:00 a 23:59,Noche,Febrero,Domingo,Alta Verapaz,Raxruhá,Ignorado,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Pick up,Toyota,Ignorado,1988,1980-1989,Colisión,2023
1630,2023,19,18,18:00 a 23:59,Noche,Febrero,Domingo,Alta Verapaz,Raxruhá,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Cuatrimoto,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1631,2023,19,0,00:00 a 05:59,Mañana,Febrero,Domingo,Baja Verapaz,Purulhá,Ignorado,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Camión,Internacional,Anaranjado,2000,2000-2009,Colisión,2023
1632,2023,19,0,00:00 a 05:59,Mañana,Febrero,Domingo,Baja Verapaz,Purulhá,Ignorado,Hombre,44,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Mazda,Café,1995,1990-1999,Colisión,2023
1633,2023,19,20,18:00 a 23:59,Noche,Febrero,Domingo,Chimaltenango,Tecpán Guatemala,Ignorado,Mujer,35,35-39,35-39,35 - 39,Ignorado,Mayor,Camioneta,Hyundai,Negro,2013,2010-2019,Colisión,2023
1634,2023,19,20,18:00 a 23:59,Noche,Febrero,Domingo,Chimaltenango,Tecpán Guatemala,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Kia,Gris,Ignorado,Ignorado,Colisión,2023
1635,2023,19,23,18:00 a 23:59,Noche,Febrero,Domingo,Chimaltenango,El Tejar,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Verde,Ignorado,Ignorado,Derrape,2023
1636,2023,20,11,06:00 a 11:59,Mañana,Febrero,Lunes,Guatemala,Guatemala,5,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Mazda,Gris,2010,2010-2019,Colisión,2023
1637,2023,20,11,06:00 a 11:59,Mañana,Febrero,Lunes,Guatemala,Guatemala,5,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Hero Hunk,Blanco,2022,2020-2029,Colisión,2023
1638,2023,20,18,18:00 a 23:59,Noche,Febrero,Lunes,Guatemala,Santa Catarina Pinula,5,Hombre,58,55-59,55-59,55 - 59,No Ebrio,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2023
1639,2023,20,14,12:00 a 17:59,Tarde,Febrero,Lunes,Guatemala,Guatemala,11,Hombre,59,55-59,55-59,55 - 59,Ignorado,Mayor,Bus urbano,Mercedes Benz,Verde,Ignorado,Ignorado,Colisión,2023
1640,2023,20,14,12:00 a 17:59,Tarde,Febrero,Lunes,Guatemala,Guatemala,11,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,2023
1641,2023,20,21,18:00 a 23:59,Noche,Febrero,Lunes,Guatemala,Guatemala,11,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1642,2023,20,21,18:00 a 23:59,Noche,Febrero,Lunes,Guatemala,Guatemala,11,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1643,2023,20,5,00:00 a 05:59,Mañana,Febrero,Lunes,Guatemala,Villa Nueva,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1644,2023,20,14,12:00 a 17:59,Tarde,Febrero,Lunes,Guatemala,Villa Nueva,Ignorado,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Automóvil,Volkswagen,Negro,Ignorado,Ignorado,Colisión,2023
1645,2023,20,14,12:00 a 17:59,Tarde,Febrero,Lunes,Guatemala,Villa Nueva,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Ignorado,Gris,Ignorado,Ignorado,Colisión,2023
1646,2023,20,19,18:00 a 23:59,Noche,Febrero,Lunes,Guatemala,Villa Nueva,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1647,2023,20,19,18:00 a 23:59,Noche,Febrero,Lunes,Guatemala,Villa Nueva,12,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1648,2023,20,17,12:00 a 17:59,Tarde,Febrero,Lunes,Guatemala,Petapa,9,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2023
1649,2023,20,20,18:00 a 23:59,Noche,Febrero,Lunes,Guatemala,Petapa,9,Mujer,43,40-44,40-44,40 - 44,No Ebrio,Mayor,Automóvil,Mazda,Verde,Ignorado,Ignorado,Colisión,2023
1650,2023,20,20,18:00 a 23:59,Noche,Febrero,Lunes,Guatemala,Petapa,9,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,No Ebrio,Mayor,Motocicleta,Haojue,Azul,Ignorado,Ignorado,Colisión,2023
1651,2023,20,2,00:00 a 05:59,Mañana,Febrero,Lunes,Guatemala,Mixco,8,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Honda,Rojo,2009,2000-2009,Derrape,2023
1652,2023,20,2,00:00 a 05:59,Mañana,Febrero,Lunes,Chiquimula,Chiquimula,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1653,2023,20,2,00:00 a 05:59,Mañana,Febrero,Lunes,Chiquimula,Chiquimula,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión,2023
1654,2023,20,18,18:00 a 23:59,Noche,Febrero,Lunes,Escuintla,La Democracia,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,2023
1655,2023,20,18,18:00 a 23:59,Noche,Febrero,Lunes,Escuintla,La Democracia,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión,2023
1656,2023,20,19,18:00 a 23:59,Noche,Febrero,Lunes,Santa Rosa,Barberena,Ignorado,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Bajaj,Negro,2018,2010-2019,Colisión,2023
1657,2023,20,19,18:00 a 23:59,Noche,Febrero,Lunes,Santa Rosa,Barberena,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2023
1658,2023,20,0,00:00 a 05:59,Mañana,Febrero,Lunes,Retalhuleu,Santa Cruz Muluá,Ignorado,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Mazda,Gris,2014,2010-2019,Colisión,2023
1659,2023,20,0,00:00 a 05:59,Mañana,Febrero,Lunes,Retalhuleu,Santa Cruz Muluá,Ignorado,Hombre,45,45-49,45-49,45 - 49,Ignorado,Mayor,Cabezal,Freightliner,Rojo,2000,2000-2009,Colisión,2023
1660,2023,20,14,12:00 a 17:59,Tarde,Febrero,Lunes,Quetzaltenango,Coatepeque,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,Kymco,Negro,Ignorado,Ignorado,Colisión,2023
1661,2023,20,14,12:00 a 17:59,Tarde,Febrero,Lunes,Quetzaltenango,Coatepeque,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Colisión,2023
1662,2023,20,10,06:00 a 11:59,Mañana,Febrero,Lunes,Chimaltenango,Patzicía,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,2022,2020-2029,Derrape,2023
1663,2023,20,20,18:00 a 23:59,Noche,Febrero,Lunes,Chimaltenango,San Martín Jilotepeque,Ignorado,Hombre,53,50-54,50-54,50 - 54,Ebrio,Mayor,Pick up,Nissan,Rojo,1993,1990-1999,Colisión,2023
1664,2023,20,20,18:00 a 23:59,Noche,Febrero,Lunes,Chimaltenango,San Martín Jilotepeque,Ignorado,Hombre,43,40-44,40-44,40 - 44,Ignorado,Mayor,Pick up,Toyota,Ignorado,1991,1990-1999,Colisión,2023
1665,2023,21,9,06:00 a 11:59,Mañana,Febrero,Martes,Guatemala,Guatemala,1,Hombre,35,35-39,35-39,35 - 39,No Ebrio,Mayor,Camioneta,Mazda,Gris,2018,2010-2019,Colisión,2023
1666,2023,21,9,06:00 a 11:59,Mañana,Febrero,Martes,Guatemala,Guatemala,1,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,TVS Apache,Rojo,2018,2010-2019,Colisión,2023
1667,2023,21,13,12:00 a 17:59,Tarde,Febrero,Martes,Guatemala,Guatemala,5,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Mazda,Corinto,2010,2010-2019,Colisión,2023
1668,2023,21,13,12:00 a 17:59,Tarde,Febrero,Martes,Guatemala,Guatemala,5,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,2009,2000-2009,Colisión,2023
1669,2023,21,17,12:00 a 17:59,Tarde,Febrero,Martes,Guatemala,San José Pinula,2,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Camioneta,Kia,Blanco,2012,2010-2019,Colisión,2023
1670,2023,21,17,12:00 a 17:59,Tarde,Febrero,Martes,Guatemala,San José Pinula,2,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Hero Hunk,Negro,2012,2010-2019,Colisión,2023
1671,2023,21,7,06:00 a 11:59,Mañana,Febrero,Martes,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Honda,Negro,2018,2010-2019,Colisión,2023
1672,2023,21,7,06:00 a 11:59,Mañana,Febrero,Martes,Guatemala,Guatemala,12,Hombre,47,45-49,45-49,45 - 49,Ignorado,Mayor,Automóvil,Kia,Blanco,2007,2000-2009,Colisión,2023
1673,2023,21,9,06:00 a 11:59,Mañana,Febrero,Martes,Guatemala,Guatemala,7,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Toyota,Azul,2008,2000-2009,Colisión,2023
1674,2023,21,9,06:00 a 11:59,Mañana,Febrero,Martes,Guatemala,Guatemala,7,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Honda,Rojo,2021,2020-2029,Colisión,2023
