num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,mupio_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,g_edad,edad_m1,condicion_pil,tipo_vehi,color_vehi,causa_acc,año_ocu
1.0,1.0,1.0,7.0,12.0,1.0,101.0,1.0,3.0,1.0,40.0,7.0,1.0,1.0,1.0,6.0,1.0,2012
2.0,1.0,1.0,7.0,17.0,1.0,101.0,1.0,18.0,1.0,44.0,7.0,1.0,2.0,1.0,2.0,1.0,2012
3.0,1.0,1.0,7.0,10.0,1.0,102.0,2.0,99.0,1.0,52.0,9.0,1.0,1.0,3.0,2.0,2.0,2012
4.0,1.0,1.0,7.0,17.0,1.0,101.0,1.0,11.0,2.0,35.0,6.0,1.0,1.0,1.0,2.0,1.0,2012
5.0,1.0,1.0,7.0,9.0,1.0,108.0,1.0,6.0,1.0,19.0,2.0,1.0,2.0,4.0,2.0,1.0,2012
6.0,1.0,1.0,7.0,12.0,1.0,108.0,2.0,1.0,1.0,40.0,7.0,1.0,2.0,12.0,1.0,3.0,2012
7.0,1.0,1.0,7.0,11.0,1.0,110.0,2.0,99.0,1.0,43.0,7.0,1.0,1.0,4.0,1.0,2.0,2012
8.0,1.0,1.0,7.0,10.0,22.0,2215.0,2.0,99.0,1.0,31.0,5.0,1.0,1.0,3.0,1.0,2.0,2012
9.0,1.0,1.0,7.0,16.0,21.0,2103.0,2.0,99.0,1.0,42.0,7.0,1.0,2.0,3.0,4.0,1.0,2012
10.0,1.0,1.0,7.0,2.0,20.0,2007.0,2.0,99.0,1.0,45.0,8.0,1.0,2.0,1.0,9.0,1.0,2012
11.0,1.0,1.0,7.0,0.0,19.0,1901.0,2.0,99.0,1.0,33.0,5.0,1.0,2.0,3.0,6.0,3.0,2012
12.0,1.0,1.0,7.0,19.0,19.0,1903.0,2.0,99.0,1.0,999.0,11.0,1.0,2.0,2.0,11.0,2.0,2012
13.0,1.0,1.0,7.0,22.0,19.0,1903.0,2.0,99.0,1.0,38.0,6.0,1.0,1.0,3.0,3.0,1.0,2012
14.0,1.0,1.0,7.0,17.0,5.0,501.0,2.0,99.0,1.0,35.0,6.0,1.0,2.0,3.0,7.0,3.0,2012
15.0,1.0,1.0,7.0,11.0,5.0,501.0,2.0,99.0,1.0,999.0,11.0,1.0,1.0,3.0,99.0,3.0,2012
16.0,1.0,1.0,7.0,12.0,10.0,1002.0,2.0,99.0,1.0,76.0,10.0,1.0,1.0,3.0,99.0,3.0,2012
17.0,1.0,1.0,7.0,11.0,11.0,1102.0,2.0,99.0,1.0,27.0,4.0,1.0,2.0,3.0,4.0,1.0,2012
18.0,1.0,1.0,7.0,19.0,9.0,918.0,2.0,99.0,1.0,28.0,4.0,1.0,2.0,3.0,5.0,1.0,2012
19.0,1.0,1.0,7.0,14.0,12.0,1203.0,2.0,99.0,1.0,29.0,4.0,1.0,2.0,3.0,1.0,1.0,2012
20.0,1.0,1.0,7.0,4.0,13.0,1301.0,2.0,99.0,1.0,29.0,4.0,1.0,1.0,3.0,5.0,3.0,2012
21.0,1.0,1.0,7.0,15.0,13.0,1301.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,2.0,99.0,1.0,2012
22.0,1.0,1.0,7.0,6.0,13.0,1301.0,2.0,99.0,1.0,29.0,4.0,1.0,2.0,3.0,5.0,3.0,2012
23.0,1.0,1.0,7.0,13.0,15.0,1507.0,2.0,99.0,1.0,26.0,4.0,1.0,2.0,4.0,5.0,2.0,2012
24.0,1.0,1.0,7.0,17.0,2.0,201.0,2.0,99.0,1.0,27.0,4.0,1.0,2.0,14.0,1.0,3.0,2012
25.0,1.0,1.0,7.0,2.0,18.0,1801.0,2.0,99.0,9.0,999.0,11.0,1.0,9.0,4.0,1.0,1.0,2012
26.0,1.0,1.0,7.0,2.0,17.0,1712.0,2.0,99.0,1.0,46.0,8.0,1.0,1.0,3.0,99.0,3.0,2012
27.0,1.0,1.0,7.0,14.0,7.0,701.0,2.0,99.0,9.0,999.0,11.0,1.0,9.0,3.0,1.0,2.0,2012
28.0,2.0,1.0,1.0,22.0,1.0,101.0,1.0,3.0,1.0,38.0,6.0,1.0,1.0,1.0,2.0,1.0,2012
29.0,2.0,1.0,1.0,22.0,1.0,113.0,2.0,99.0,9.0,999.0,11.0,1.0,1.0,3.0,1.0,1.0,2012
30.0,2.0,1.0,1.0,13.0,1.0,108.0,1.0,3.0,1.0,33.0,5.0,1.0,2.0,1.0,6.0,1.0,2012
31.0,2.0,1.0,1.0,22.0,1.0,108.0,1.0,4.0,1.0,30.0,5.0,1.0,1.0,4.0,1.0,3.0,2012
32.0,2.0,1.0,1.0,10.0,20.0,2010.0,2.0,99.0,9.0,999.0,11.0,1.0,9.0,3.0,99.0,3.0,2012
33.0,2.0,1.0,1.0,17.0,6.0,601.0,2.0,99.0,1.0,32.0,5.0,1.0,1.0,3.0,4.0,1.0,2012
34.0,2.0,1.0,1.0,22.0,10.0,1001.0,2.0,99.0,1.0,45.0,8.0,1.0,2.0,1.0,14.0,1.0,2012
35.0,2.0,1.0,1.0,7.0,10.0,1001.0,1.0,1.0,1.0,22.0,3.0,1.0,9.0,4.0,1.0,2.0,2012
36.0,2.0,1.0,1.0,21.0,15.0,1502.0,2.0,99.0,1.0,38.0,6.0,1.0,1.0,3.0,9.0,3.0,2012
37.0,2.0,1.0,1.0,22.0,2.0,206.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,3.0,99.0,2.0,2012
38.0,2.0,1.0,1.0,11.0,7.0,701.0,2.0,99.0,1.0,58.0,10.0,1.0,1.0,9.0,6.0,1.0,2012
39.0,2.0,1.0,1.0,16.0,7.0,710.0,2.0,99.0,1.0,56.0,10.0,1.0,1.0,3.0,9.0,1.0,2012
40.0,3.0,1.0,2.0,19.0,1.0,105.0,2.0,99.0,1.0,24.0,3.0,1.0,1.0,4.0,1.0,3.0,2012
41.0,3.0,1.0,2.0,6.0,1.0,113.0,2.0,99.0,1.0,25.0,4.0,1.0,9.0,6.0,11.0,1.0,2012
42.0,3.0,1.0,2.0,18.0,1.0,101.0,1.0,10.0,1.0,53.0,9.0,1.0,1.0,1.0,1.0,1.0,2012
43.0,3.0,1.0,2.0,9.0,10.0,1020.0,2.0,99.0,1.0,76.0,10.0,1.0,1.0,5.0,99.0,1.0,2012
44.0,3.0,1.0,2.0,8.0,14.0,1405.0,2.0,99.0,1.0,36.0,6.0,1.0,1.0,9.0,6.0,1.0,2012
45.0,3.0,1.0,2.0,15.0,14.0,1401.0,2.0,99.0,1.0,29.0,4.0,1.0,1.0,2.0,2.0,2.0,2012
46.0,3.0,1.0,2.0,9.0,10.0,1020.0,2.0,99.0,1.0,31.0,5.0,1.0,1.0,3.0,2.0,1.0,2012
47.0,4.0,1.0,3.0,16.0,1.0,115.0,2.0,99.0,1.0,37.0,6.0,1.0,1.0,5.0,3.0,1.0,2012
48.0,4.0,1.0,3.0,10.0,1.0,115.0,2.0,99.0,1.0,44.0,7.0,1.0,1.0,3.0,6.0,2.0,2012
49.0,4.0,1.0,3.0,19.0,5.0,501.0,1.0,1.0,1.0,25.0,4.0,1.0,1.0,3.0,1.0,1.0,2012
50.0,5.0,1.0,4.0,18.0,1.0,101.0,1.0,6.0,1.0,38.0,6.0,1.0,1.0,8.0,2.0,1.0,2012
51.0,5.0,1.0,4.0,21.0,1.0,102.0,2.0,99.0,1.0,20.0,3.0,1.0,2.0,1.0,2.0,1.0,2012
52.0,5.0,1.0,4.0,9.0,1.0,115.0,1.0,12.0,1.0,36.0,6.0,1.0,1.0,3.0,16.0,1.0,2012
53.0,5.0,1.0,4.0,18.0,18.0,1801.0,2.0,99.0,1.0,40.0,7.0,1.0,1.0,4.0,99.0,1.0,2012
54.0,6.0,1.0,5.0,20.0,5.0,501.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,6.0,2.0,1.0,2012
55.0,6.0,1.0,5.0,11.0,14.0,1401.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,14.0,1.0,4.0,2012
56.0,7.0,1.0,6.0,21.0,1.0,101.0,1.0,1.0,1.0,31.0,5.0,1.0,1.0,2.0,2.0,1.0,2012
57.0,7.0,1.0,6.0,22.0,1.0,101.0,1.0,17.0,1.0,25.0,4.0,1.0,1.0,1.0,2.0,1.0,2012
58.0,7.0,1.0,6.0,18.0,22.0,2201.0,2.0,99.0,1.0,36.0,6.0,1.0,9.0,4.0,1.0,1.0,2012
59.0,7.0,1.0,6.0,20.0,6.0,602.0,2.0,99.0,1.0,56.0,10.0,1.0,9.0,5.0,2.0,1.0,2012
60.0,7.0,1.0,6.0,11.0,11.0,1101.0,2.0,99.0,1.0,32.0,5.0,1.0,9.0,4.0,1.0,1.0,2012
61.0,7.0,1.0,6.0,22.0,9.0,901.0,2.0,99.0,1.0,21.0,3.0,1.0,2.0,9.0,1.0,1.0,2012
62.0,7.0,1.0,6.0,1.0,15.0,1501.0,2.0,99.0,1.0,999.0,11.0,1.0,1.0,1.0,3.0,2.0,2012
63.0,7.0,1.0,6.0,13.0,2.0,201.0,2.0,99.0,1.0,60.0,10.0,1.0,1.0,1.0,6.0,2.0,2012
64.0,7.0,1.0,6.0,12.0,3.0,301.0,2.0,99.0,1.0,32.0,5.0,1.0,1.0,1.0,4.0,1.0,2012
65.0,8.0,1.0,7.0,21.0,5.0,502.0,2.0,99.0,1.0,25.0,4.0,1.0,1.0,4.0,99.0,1.0,2012
66.0,8.0,1.0,7.0,1.0,13.0,1301.0,2.0,99.0,1.0,49.0,8.0,1.0,2.0,3.0,99.0,2.0,2012
67.0,8.0,1.0,7.0,1.0,1.0,101.0,1.0,12.0,1.0,23.0,3.0,1.0,9.0,1.0,99.0,2.0,2012
68.0,8.0,1.0,7.0,16.0,17.0,1704.0,1.0,99.0,1.0,28.0,4.0,1.0,9.0,4.0,99.0,2.0,2012
69.0,8.0,1.0,7.0,1.0,1.0,108.0,1.0,7.0,1.0,29.0,4.0,1.0,9.0,1.0,4.0,1.0,2012
70.0,9.0,1.0,1.0,0.0,1.0,102.0,2.0,99.0,1.0,22.0,3.0,1.0,9.0,4.0,99.0,3.0,2012
71.0,9.0,1.0,1.0,15.0,1.0,117.0,1.0,9.0,1.0,36.0,6.0,1.0,9.0,3.0,1.0,1.0,2012
72.0,9.0,1.0,1.0,16.0,9.0,909.0,2.0,99.0,1.0,39.0,6.0,1.0,2.0,5.0,2.0,1.0,2012
73.0,9.0,1.0,1.0,11.0,13.0,1304.0,2.0,99.0,1.0,999.0,11.0,9.0,9.0,3.0,99.0,3.0,2012
74.0,9.0,1.0,1.0,20.0,8.0,803.0,2.0,99.0,1.0,44.0,7.0,1.0,2.0,3.0,4.0,1.0,2012
75.0,9.0,1.0,1.0,7.0,7.0,718.0,2.0,99.0,1.0,34.0,5.0,1.0,1.0,5.0,14.0,3.0,2012
76.0,9.0,1.0,1.0,5.0,4.0,409.0,2.0,99.0,9.0,999.0,11.0,1.0,9.0,7.0,6.0,3.0,2012
77.0,9.0,1.0,1.0,7.0,4.0,406.0,2.0,99.0,9.0,999.0,11.0,1.0,9.0,7.0,6.0,3.0,2012
78.0,9.0,1.0,1.0,15.0,3.0,306.0,2.0,99.0,1.0,27.0,4.0,1.0,2.0,3.0,5.0,2.0,2012
79.0,9.0,1.0,1.0,11.0,3.0,308.0,2.0,99.0,1.0,999.0,11.0,9.0,9.0,1.0,2.0,3.0,2012
80.0,10.0,1.0,2.0,20.0,9.0,920.0,2.0,99.0,1.0,32.0,5.0,1.0,1.0,4.0,8.0,1.0,2012
81.0,10.0,1.0,2.0,12.0,9.0,901.0,1.0,1.0,1.0,24.0,3.0,1.0,1.0,1.0,6.0,1.0,2012
82.0,10.0,1.0,2.0,1.0,9.0,903.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,12.0,1.0,1.0,2012
83.0,10.0,1.0,2.0,19.0,12.0,1202.0,2.0,99.0,1.0,31.0,5.0,1.0,2.0,9.0,5.0,2.0,2012
84.0,11.0,1.0,3.0,9.0,1.0,115.0,2.0,4.0,1.0,23.0,3.0,1.0,1.0,4.0,5.0,1.0,2012
85.0,11.0,1.0,3.0,11.0,5.0,502.0,2.0,99.0,1.0,31.0,5.0,1.0,1.0,16.0,99.0,3.0,2012
86.0,11.0,1.0,3.0,17.0,5.0,511.0,2.0,99.0,9.0,999.0,11.0,1.0,1.0,5.0,99.0,1.0,2012
87.0,11.0,1.0,3.0,18.0,5.0,511.0,2.0,99.0,1.0,999.0,11.0,1.0,1.0,7.0,6.0,3.0,2012
88.0,11.0,1.0,3.0,18.0,9.0,901.0,2.0,2.0,1.0,35.0,6.0,1.0,1.0,3.0,2.0,1.0,2012
89.0,11.0,1.0,3.0,20.0,8.0,803.0,1.0,1.0,9.0,999.0,11.0,9.0,1.0,3.0,99.0,1.0,2012
90.0,12.0,1.0,4.0,0.0,1.0,101.0,1.0,3.0,1.0,999.0,11.0,1.0,1.0,3.0,5.0,1.0,2012
91.0,12.0,1.0,4.0,5.0,1.0,101.0,1.0,6.0,9.0,999.0,11.0,9.0,9.0,1.0,3.0,2.0,2012
92.0,12.0,1.0,4.0,21.0,1.0,117.0,1.0,99.0,1.0,23.0,3.0,1.0,1.0,1.0,3.0,1.0,2012
93.0,12.0,1.0,4.0,18.0,21.0,2102.0,2.0,99.0,1.0,19.0,2.0,1.0,2.0,4.0,1.0,2.0,2012
94.0,12.0,1.0,4.0,8.0,20.0,2007.0,2.0,99.0,1.0,51.0,9.0,1.0,1.0,1.0,9.0,1.0,2012
95.0,12.0,1.0,4.0,8.0,5.0,502.0,2.0,99.0,1.0,24.0,3.0,1.0,1.0,5.0,2.0,2.0,2012
96.0,12.0,1.0,4.0,20.0,9.0,920.0,2.0,99.0,1.0,36.0,6.0,1.0,1.0,7.0,2.0,1.0,2012
97.0,12.0,1.0,4.0,10.0,12.0,1202.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,3.0,4.0,3.0,2012
98.0,12.0,1.0,4.0,9.0,16.0,1611.0,2.0,99.0,1.0,26.0,4.0,1.0,1.0,4.0,99.0,1.0,2012
99.0,12.0,1.0,4.0,15.0,14.0,1402.0,1.0,99.0,9.0,999.0,11.0,9.0,9.0,9.0,6.0,3.0,2012
100.0,13.0,1.0,6.0,4.0,1.0,101.0,2.0,11.0,1.0,22.0,3.0,1.0,2.0,1.0,2.0,2.0,2012
101.0,13.0,1.0,6.0,17.0,21.0,2106.0,1.0,99.0,1.0,22.0,3.0,1.0,1.0,4.0,3.0,1.0,2012
102.0,13.0,1.0,6.0,23.0,19.0,1904.0,1.0,99.0,1.0,31.0,5.0,1.0,9.0,3.0,4.0,2.0,2012
103.0,13.0,1.0,6.0,20.0,5.0,501.0,1.0,99.0,1.0,13.0,1.0,2.0,9.0,4.0,3.0,1.0,2012
104.0,14.0,1.0,7.0,3.0,1.0,101.0,1.0,1.0,1.0,35.0,6.0,1.0,9.0,1.0,2.0,1.0,2012
105.0,14.0,1.0,7.0,17.0,1.0,101.0,1.0,18.0,1.0,27.0,4.0,1.0,9.0,4.0,5.0,1.0,2012
106.0,14.0,1.0,7.0,1.0,1.0,101.0,1.0,21.0,9.0,999.0,11.0,9.0,9.0,4.0,5.0,1.0,2012
107.0,14.0,1.0,7.0,7.0,5.0,501.0,2.0,99.0,1.0,38.0,6.0,1.0,9.0,6.0,1.0,1.0,2012
108.0,14.0,1.0,7.0,17.0,5.0,506.0,2.0,99.0,1.0,37.0,6.0,1.0,9.0,3.0,6.0,3.0,2012
109.0,14.0,1.0,7.0,19.0,10.0,1001.0,2.0,99.0,1.0,20.0,3.0,1.0,9.0,14.0,1.0,1.0,2012
110.0,14.0,1.0,7.0,1.0,4.0,409.0,2.0,99.0,1.0,45.0,8.0,1.0,9.0,3.0,2.0,1.0,2012
111.0,15.0,1.0,7.0,9.0,22.0,2201.0,2.0,99.0,1.0,32.0,5.0,1.0,9.0,3.0,2.0,1.0,2012
112.0,15.0,1.0,7.0,16.0,22.0,2201.0,2.0,99.0,1.0,50.0,9.0,1.0,2.0,1.0,2.0,1.0,2012
113.0,15.0,1.0,7.0,19.0,21.0,2101.0,2.0,99.0,1.0,54.0,9.0,1.0,2.0,2.0,9.0,2.0,2012
114.0,15.0,1.0,7.0,8.0,5.0,506.0,2.0,99.0,1.0,18.0,2.0,1.0,9.0,3.0,1.0,3.0,2012
115.0,15.0,1.0,7.0,13.0,5.0,501.0,2.0,99.0,1.0,26.0,4.0,1.0,1.0,3.0,3.0,3.0,2012
116.0,15.0,1.0,7.0,20.0,6.0,604.0,2.0,99.0,1.0,28.0,4.0,1.0,1.0,4.0,5.0,1.0,2012
117.0,15.0,1.0,7.0,17.0,10.0,1001.0,2.0,99.0,1.0,28.0,4.0,1.0,9.0,4.0,2.0,3.0,2012
118.0,15.0,1.0,7.0,3.0,11.0,1101.0,2.0,99.0,1.0,23.0,3.0,1.0,2.0,4.0,14.0,3.0,2012
119.0,15.0,1.0,7.0,22.0,15.0,1501.0,2.0,99.0,1.0,16.0,2.0,2.0,1.0,4.0,1.0,1.0,2012
120.0,15.0,1.0,7.0,18.0,18.0,1801.0,2.0,99.0,1.0,46.0,8.0,1.0,2.0,4.0,3.0,4.0,2012
121.0,15.0,1.0,7.0,22.0,17.0,1701.0,2.0,99.0,1.0,17.0,2.0,2.0,1.0,3.0,6.0,2.0,2012
122.0,16.0,1.0,1.0,3.0,1.0,102.0,2.0,99.0,1.0,19.0,2.0,1.0,1.0,1.0,3.0,1.0,2012
123.0,16.0,1.0,1.0,3.0,20.0,2001.0,2.0,99.0,1.0,26.0,4.0,1.0,1.0,4.0,1.0,1.0,2012
124.0,16.0,1.0,1.0,21.0,11.0,1101.0,2.0,99.0,1.0,28.0,4.0,1.0,2.0,14.0,1.0,1.0,2012
125.0,16.0,1.0,1.0,14.0,2.0,201.0,2.0,99.0,1.0,36.0,6.0,1.0,1.0,3.0,3.0,1.0,2012
126.0,16.0,1.0,1.0,22.0,17.0,1701.0,2.0,99.0,1.0,25.0,4.0,1.0,2.0,4.0,1.0,1.0,2012
127.0,17.0,1.0,2.0,21.0,1.0,101.0,1.0,1.0,1.0,22.0,3.0,1.0,1.0,3.0,4.0,1.0,2012
128.0,17.0,1.0,2.0,21.0,1.0,101.0,1.0,3.0,1.0,35.0,6.0,1.0,1.0,3.0,6.0,1.0,2012
129.0,17.0,1.0,3.0,16.0,1.0,101.0,1.0,1.0,1.0,50.0,9.0,1.0,1.0,1.0,7.0,1.0,2012
130.0,17.0,1.0,2.0,20.0,22.0,2214.0,2.0,99.0,1.0,65.0,10.0,1.0,1.0,6.0,2.0,1.0,2012
131.0,17.0,1.0,2.0,12.0,9.0,902.0,2.0,99.0,1.0,30.0,5.0,1.0,2.0,3.0,9.0,3.0,2012
132.0,18.0,1.0,3.0,21.0,1.0,101.0,1.0,1.0,1.0,24.0,3.0,1.0,1.0,1.0,5.0,1.0,2012
133.0,18.0,1.0,3.0,2.0,1.0,113.0,2.0,99.0,1.0,22.0,3.0,1.0,1.0,4.0,5.0,2.0,2012
134.0,18.0,1.0,3.0,23.0,1.0,102.0,2.0,99.0,1.0,27.0,4.0,1.0,1.0,3.0,4.0,1.0,2012
135.0,18.0,1.0,3.0,13.0,21.0,2107.0,1.0,99.0,1.0,22.0,3.0,1.0,1.0,4.0,1.0,1.0,2012
136.0,18.0,1.0,3.0,8.0,6.0,606.0,2.0,99.0,1.0,40.0,7.0,1.0,1.0,2.0,4.0,3.0,2012
137.0,18.0,1.0,3.0,18.0,6.0,601.0,2.0,99.0,2.0,50.0,9.0,1.0,9.0,2.0,2.0,4.0,2012
138.0,18.0,1.0,3.0,2.0,10.0,1001.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,4.0,5.0,2.0,2012
139.0,18.0,1.0,3.0,17.0,11.0,1103.0,2.0,99.0,1.0,19.0,2.0,1.0,2.0,14.0,1.0,1.0,2012
140.0,18.0,1.0,3.0,0.0,16.0,1609.0,2.0,99.0,1.0,39.0,6.0,1.0,1.0,8.0,1.0,2.0,2012
141.0,18.0,1.0,3.0,7.0,18.0,1801.0,2.0,99.0,1.0,33.0,5.0,1.0,1.0,4.0,99.0,2.0,2012
142.0,18.0,1.0,3.0,10.0,17.0,1701.0,1.0,99.0,9.0,999.0,11.0,9.0,9.0,4.0,7.0,1.0,2012
143.0,18.0,1.0,3.0,16.0,17.0,1708.0,1.0,99.0,9.0,999.0,11.0,9.0,9.0,14.0,1.0,4.0,2012
144.0,18.0,1.0,3.0,19.0,17.0,1705.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,5.0,99.0,1.0,2012
145.0,18.0,1.0,3.0,6.0,14.0,1409.0,2.0,99.0,1.0,19.0,2.0,1.0,9.0,5.0,1.0,3.0,2012
146.0,19.0,1.0,4.0,20.0,1.0,101.0,1.0,1.0,1.0,30.0,5.0,1.0,2.0,1.0,99.0,1.0,2012
147.0,19.0,1.0,4.0,3.0,1.0,101.0,1.0,18.0,1.0,22.0,3.0,1.0,9.0,1.0,5.0,2.0,2012
148.0,19.0,1.0,4.0,23.0,1.0,101.0,1.0,18.0,2.0,29.0,4.0,1.0,1.0,1.0,5.0,1.0,2012
149.0,19.0,1.0,4.0,16.0,1.0,101.0,1.0,6.0,1.0,999.0,11.0,1.0,1.0,4.0,3.0,1.0,2012
150.0,19.0,1.0,4.0,0.0,1.0,101.0,1.0,7.0,2.0,41.0,7.0,1.0,9.0,1.0,5.0,3.0,2012
151.0,19.0,1.0,4.0,17.0,6.0,601.0,2.0,99.0,1.0,63.0,10.0,1.0,9.0,3.0,9.0,1.0,2012
152.0,19.0,1.0,4.0,22.0,2.0,205.0,2.0,99.0,1.0,44.0,7.0,1.0,9.0,14.0,1.0,2.0,2012
153.0,19.0,1.0,4.0,18.0,18.0,1801.0,1.0,99.0,9.0,999.0,11.0,9.0,9.0,3.0,99.0,1.0,2012
154.0,20.0,1.0,5.0,18.0,1.0,108.0,1.0,4.0,1.0,38.0,6.0,1.0,1.0,12.0,1.0,1.0,2012
155.0,20.0,1.0,5.0,18.0,5.0,501.0,1.0,1.0,1.0,35.0,6.0,1.0,1.0,3.0,3.0,1.0,2012
156.0,20.0,1.0,5.0,10.0,5.0,507.0,1.0,99.0,1.0,24.0,3.0,1.0,1.0,14.0,1.0,1.0,2012
157.0,20.0,1.0,5.0,14.0,6.0,608.0,2.0,99.0,1.0,43.0,7.0,1.0,1.0,4.0,5.0,1.0,2012
158.0,20.0,1.0,5.0,14.0,10.0,1008.0,1.0,99.0,1.0,31.0,5.0,1.0,1.0,9.0,6.0,1.0,2012
159.0,20.0,1.0,5.0,22.0,13.0,1301.0,1.0,1.0,1.0,56.0,10.0,1.0,1.0,1.0,2.0,1.0,2012
160.0,20.0,1.0,5.0,11.0,16.0,1601.0,1.0,2.0,1.0,25.0,4.0,1.0,1.0,2.0,2.0,1.0,2012
161.0,20.0,1.0,5.0,17.0,14.0,1401.0,2.0,99.0,1.0,46.0,8.0,1.0,1.0,3.0,3.0,4.0,2012
162.0,20.0,1.0,5.0,14.0,4.0,406.0,1.0,2.0,1.0,46.0,8.0,1.0,2.0,3.0,11.0,1.0,2012
163.0,21.0,1.0,6.0,21.0,1.0,101.0,1.0,1.0,1.0,29.0,4.0,1.0,1.0,12.0,1.0,1.0,2012
164.0,21.0,1.0,6.0,7.0,1.0,101.0,1.0,9.0,2.0,36.0,6.0,1.0,1.0,1.0,2.0,1.0,2012
165.0,21.0,1.0,6.0,20.0,1.0,101.0,1.0,1.0,1.0,25.0,4.0,1.0,1.0,4.0,3.0,1.0,2012
166.0,21.0,1.0,6.0,18.0,1.0,101.0,1.0,1.0,1.0,32.0,5.0,1.0,1.0,4.0,5.0,2.0,2012
167.0,21.0,1.0,6.0,22.0,1.0,101.0,1.0,6.0,1.0,31.0,5.0,1.0,1.0,1.0,9.0,1.0,2012
168.0,21.0,1.0,6.0,15.0,1.0,101.0,1.0,5.0,2.0,27.0,4.0,1.0,1.0,3.0,6.0,1.0,2012
169.0,21.0,1.0,6.0,2.0,1.0,101.0,1.0,7.0,1.0,26.0,4.0,1.0,2.0,4.0,99.0,1.0,2012
170.0,21.0,1.0,6.0,2.0,1.0,101.0,1.0,11.0,1.0,25.0,4.0,1.0,9.0,3.0,2.0,1.0,2012
171.0,21.0,1.0,6.0,13.0,1.0,101.0,1.0,11.0,1.0,999.0,11.0,1.0,9.0,4.0,5.0,1.0,2012
172.0,21.0,1.0,6.0,15.0,1.0,101.0,1.0,12.0,1.0,41.0,7.0,1.0,1.0,9.0,11.0,1.0,2012
173.0,21.0,1.0,6.0,22.0,1.0,108.0,1.0,1.0,1.0,47.0,8.0,1.0,1.0,3.0,4.0,1.0,2012
174.0,21.0,1.0,6.0,23.0,5.0,501.0,1.0,1.0,1.0,23.0,3.0,1.0,2.0,4.0,1.0,1.0,2012
175.0,21.0,1.0,6.0,19.0,13.0,1303.0,2.0,99.0,1.0,19.0,2.0,1.0,2.0,1.0,4.0,1.0,2012
176.0,21.0,1.0,6.0,21.0,18.0,1801.0,1.0,99.0,1.0,40.0,7.0,1.0,9.0,4.0,99.0,1.0,2012
177.0,21.0,1.0,6.0,19.0,4.0,409.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,7.0,6.0,2.0,2012
178.0,21.0,1.0,6.0,18.0,3.0,304.0,2.0,99.0,1.0,45.0,8.0,1.0,1.0,2.0,4.0,1.0,2012
179.0,22.0,1.0,7.0,18.0,1.0,115.0,1.0,99.0,9.0,999.0,11.0,9.0,9.0,3.0,1.0,3.0,2012
180.0,22.0,1.0,7.0,4.0,5.0,505.0,2.0,99.0,1.0,21.0,3.0,1.0,2.0,1.0,4.0,2.0,2012
181.0,22.0,1.0,7.0,11.0,6.0,601.0,2.0,99.0,1.0,21.0,3.0,1.0,1.0,3.0,3.0,2.0,2012
182.0,22.0,1.0,7.0,2.0,18.0,1801.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,99.0,99.0,1.0,2012
183.0,22.0,1.0,7.0,16.0,17.0,1712.0,2.0,99.0,1.0,38.0,6.0,1.0,9.0,4.0,99.0,3.0,2012
184.0,22.0,1.0,7.0,17.0,17.0,1708.0,2.0,99.0,1.0,18.0,2.0,1.0,9.0,4.0,5.0,3.0,2012
185.0,22.0,1.0,7.0,11.0,3.0,303.0,2.0,99.0,1.0,28.0,4.0,1.0,9.0,9.0,2.0,1.0,2012
186.0,22.0,1.0,7.0,14.0,3.0,308.0,2.0,99.0,1.0,25.0,4.0,1.0,9.0,9.0,2.0,1.0,2012
187.0,23.0,1.0,1.0,0.0,1.0,101.0,1.0,1.0,2.0,28.0,4.0,1.0,9.0,1.0,2.0,1.0,2012
188.0,23.0,1.0,1.0,6.0,1.0,110.0,2.0,99.0,1.0,30.0,5.0,1.0,9.0,7.0,3.0,1.0,2012
189.0,23.0,1.0,1.0,1.0,1.0,108.0,1.0,6.0,1.0,21.0,3.0,1.0,9.0,4.0,14.0,3.0,2012
190.0,23.0,1.0,1.0,22.0,5.0,501.0,2.0,99.0,1.0,18.0,2.0,1.0,2.0,4.0,1.0,2.0,2012
191.0,23.0,1.0,1.0,16.0,13.0,1301.0,2.0,99.0,1.0,42.0,7.0,1.0,1.0,1.0,2.0,2.0,2012
192.0,23.0,1.0,1.0,18.0,16.0,1615.0,2.0,99.0,1.0,44.0,7.0,1.0,9.0,4.0,1.0,1.0,2012
193.0,24.0,1.0,2.0,15.0,1.0,101.0,1.0,11.0,1.0,35.0,6.0,1.0,9.0,7.0,1.0,1.0,2012
194.0,24.0,1.0,2.0,12.0,1.0,110.0,2.0,99.0,1.0,41.0,7.0,1.0,9.0,4.0,1.0,1.0,2012
