num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,mupio_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,g_edad,edad_m1,condicion_pil,tipo_vehi,color_vehi,causa_acc,año_ocu
1569.0,26.0,6.0,2.0,20.0,14.0,1415.0,2.0,99.0,1.0,18.0,2.0,1.0,1.0,4.0,99.0,1.0,2012
1570.0,26.0,6.0,2.0,23.0,4.0,406.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,5.0,99.0,1.0,2012
1571.0,27.0,6.0,3.0,19.0,1.0,101.0,1.0,6.0,1.0,26.0,4.0,1.0,9.0,12.0,1.0,1.0,2012
1572.0,27.0,6.0,3.0,23.0,1.0,117.0,1.0,9.0,9.0,999.0,11.0,9.0,9.0,1.0,99.0,1.0,2012
1573.0,27.0,6.0,3.0,19.0,21.0,2106.0,1.0,99.0,1.0,57.0,10.0,1.0,2.0,2.0,5.0,1.0,2012
1574.0,27.0,6.0,3.0,11.0,6.0,604.0,2.0,99.0,1.0,26.0,4.0,1.0,9.0,4.0,99.0,2.0,2012
1575.0,27.0,6.0,3.0,18.0,4.0,401.0,1.0,1.0,9.0,999.0,11.0,9.0,9.0,4.0,99.0,1.0,2012
1576.0,28.0,6.0,4.0,23.0,1.0,101.0,1.0,2.0,1.0,32.0,5.0,1.0,1.0,3.0,2.0,1.0,2012
1577.0,28.0,6.0,4.0,9.0,1.0,101.0,1.0,7.0,9.0,999.0,11.0,9.0,9.0,1.0,99.0,1.0,2012
1578.0,28.0,6.0,4.0,23.0,1.0,101.0,1.0,12.0,9.0,999.0,11.0,9.0,9.0,1.0,99.0,1.0,2012
1579.0,28.0,6.0,4.0,2.0,1.0,108.0,1.0,3.0,9.0,999.0,11.0,9.0,9.0,5.0,99.0,1.0,2012
1580.0,28.0,6.0,4.0,16.0,5.0,511.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,6.0,2.0,1.0,2012
1581.0,28.0,6.0,4.0,17.0,10.0,1001.0,1.0,99.0,1.0,49.0,8.0,1.0,1.0,4.0,99.0,3.0,2012
1582.0,28.0,6.0,4.0,15.0,13.0,1302.0,1.0,1.0,1.0,27.0,4.0,1.0,1.0,4.0,4.0,1.0,2012
1583.0,28.0,6.0,4.0,14.0,13.0,1306.0,2.0,99.0,1.0,31.0,5.0,1.0,2.0,3.0,99.0,1.0,2012
1584.0,28.0,6.0,4.0,19.0,8.0,802.0,2.0,99.0,1.0,34.0,5.0,1.0,9.0,3.0,4.0,2.0,2012
1585.0,28.0,6.0,4.0,16.0,18.0,1801.0,2.0,99.0,1.0,62.0,10.0,1.0,9.0,4.0,99.0,3.0,2012
1586.0,28.0,6.0,4.0,7.0,18.0,1801.0,2.0,99.0,1.0,29.0,4.0,1.0,9.0,1.0,4.0,1.0,2012
1587.0,29.0,6.0,5.0,23.0,1.0,101.0,1.0,9.0,1.0,26.0,4.0,1.0,2.0,1.0,1.0,1.0,2012
1588.0,29.0,6.0,5.0,6.0,1.0,102.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,5.0,99.0,1.0,2012
1589.0,29.0,6.0,5.0,0.0,1.0,117.0,2.0,99.0,1.0,26.0,4.0,1.0,9.0,1.0,1.0,1.0,2012
1590.0,29.0,6.0,5.0,20.0,9.0,901.0,2.0,99.0,1.0,28.0,4.0,1.0,9.0,3.0,3.0,1.0,2012
1591.0,29.0,6.0,5.0,18.0,12.0,1201.0,2.0,99.0,1.0,50.0,9.0,1.0,9.0,1.0,1.0,1.0,2012
1592.0,29.0,6.0,5.0,15.0,12.0,1201.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,1.0,4.0,1.0,2012
1593.0,29.0,6.0,5.0,6.0,14.0,1401.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,9.0,4.0,4.0,2012
1594.0,29.0,6.0,5.0,14.0,14.0,1401.0,2.0,99.0,1.0,30.0,5.0,1.0,9.0,14.0,1.0,1.0,2012
1595.0,30.0,6.0,6.0,8.0,1.0,101.0,1.0,1.0,1.0,28.0,4.0,1.0,9.0,4.0,5.0,1.0,2012
1596.0,30.0,6.0,6.0,2.0,1.0,101.0,1.0,6.0,2.0,55.0,10.0,1.0,9.0,1.0,1.0,1.0,2012
1597.0,30.0,6.0,6.0,10.0,1.0,105.0,2.0,99.0,1.0,55.0,10.0,1.0,9.0,6.0,2.0,1.0,2012
1598.0,30.0,6.0,6.0,2.0,1.0,102.0,2.0,99.0,1.0,21.0,3.0,1.0,9.0,1.0,14.0,2.0,2012
1599.0,30.0,6.0,6.0,3.0,1.0,101.0,1.0,10.0,1.0,39.0,6.0,1.0,9.0,4.0,1.0,1.0,2012
1600.0,30.0,6.0,6.0,12.0,1.0,101.0,1.0,13.0,1.0,20.0,3.0,1.0,9.0,5.0,2.0,4.0,2012
1601.0,30.0,6.0,6.0,10.0,1.0,102.0,2.0,99.0,1.0,30.0,5.0,1.0,9.0,12.0,1.0,2.0,2012
1602.0,30.0,6.0,6.0,14.0,1.0,115.0,2.0,99.0,2.0,38.0,6.0,1.0,9.0,1.0,5.0,1.0,2012
1603.0,30.0,6.0,6.0,15.0,19.0,1903.0,2.0,99.0,1.0,26.0,4.0,1.0,9.0,3.0,9.0,1.0,2012
1604.0,30.0,6.0,6.0,9.0,6.0,601.0,2.0,99.0,1.0,21.0,3.0,1.0,9.0,3.0,2.0,1.0,2012
1605.0,30.0,6.0,6.0,20.0,10.0,1002.0,2.0,99.0,1.0,47.0,8.0,1.0,9.0,6.0,8.0,1.0,2012
1606.0,30.0,6.0,6.0,15.0,9.0,901.0,1.0,2.0,1.0,25.0,4.0,1.0,2.0,4.0,1.0,1.0,2012
1607.0,30.0,6.0,6.0,16.0,9.0,901.0,2.0,99.0,1.0,62.0,10.0,1.0,2.0,1.0,2.0,1.0,2012
1608.0,30.0,6.0,6.0,17.0,9.0,901.0,2.0,99.0,1.0,33.0,5.0,1.0,1.0,3.0,6.0,1.0,2012
1609.0,30.0,6.0,6.0,1.0,18.0,1801.0,2.0,99.0,1.0,26.0,4.0,1.0,2.0,1.0,4.0,1.0,2012
1610.0,30.0,6.0,6.0,23.0,18.0,1801.0,2.0,99.0,1.0,18.0,2.0,1.0,9.0,4.0,2.0,2.0,2012
1611.0,30.0,6.0,6.0,16.0,17.0,1701.0,2.0,99.0,1.0,25.0,4.0,1.0,1.0,9.0,3.0,1.0,2012
1612.0,1.0,7.0,7.0,2.0,1.0,107.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,1.0,2.0,1.0,2012
1613.0,1.0,7.0,7.0,0.0,1.0,101.0,1.0,18.0,1.0,23.0,3.0,1.0,1.0,3.0,2.0,3.0,2012
1614.0,1.0,7.0,7.0,10.0,1.0,101.0,1.0,6.0,1.0,25.0,4.0,1.0,2.0,4.0,5.0,1.0,2012
1615.0,1.0,7.0,7.0,3.0,1.0,101.0,1.0,10.0,1.0,42.0,7.0,1.0,2.0,1.0,1.0,1.0,2012
1616.0,1.0,7.0,7.0,23.0,1.0,101.0,1.0,5.0,1.0,65.0,10.0,1.0,1.0,1.0,2.0,1.0,2012
1617.0,1.0,7.0,7.0,19.0,1.0,101.0,1.0,12.0,1.0,30.0,5.0,1.0,2.0,2.0,5.0,2.0,2012
1618.0,1.0,7.0,7.0,23.0,1.0,101.0,1.0,11.0,1.0,29.0,4.0,1.0,1.0,1.0,3.0,1.0,2012
1619.0,1.0,7.0,7.0,11.0,1.0,108.0,1.0,3.0,2.0,50.0,9.0,1.0,1.0,1.0,2.0,2.0,2012
1620.0,1.0,7.0,7.0,15.0,1.0,108.0,1.0,3.0,1.0,68.0,10.0,1.0,1.0,3.0,1.0,1.0,2012
1621.0,1.0,7.0,7.0,17.0,1.0,108.0,1.0,7.0,1.0,43.0,7.0,1.0,1.0,3.0,5.0,1.0,2012
1622.0,1.0,7.0,7.0,15.0,21.0,2101.0,1.0,5.0,1.0,24.0,3.0,1.0,1.0,9.0,2.0,1.0,2012
1623.0,1.0,7.0,7.0,21.0,19.0,1901.0,2.0,99.0,1.0,21.0,3.0,1.0,9.0,4.0,5.0,1.0,2012
1624.0,2.0,7.0,1.0,18.0,1.0,101.0,1.0,7.0,2.0,27.0,4.0,1.0,9.0,1.0,5.0,3.0,2012
1625.0,2.0,7.0,1.0,5.0,1.0,115.0,1.0,12.0,1.0,33.0,5.0,1.0,9.0,1.0,4.0,2.0,2012
1626.0,2.0,7.0,1.0,20.0,1.0,101.0,1.0,7.0,1.0,48.0,8.0,1.0,9.0,1.0,2.0,1.0,2012
1627.0,2.0,7.0,1.0,18.0,20.0,2001.0,2.0,99.0,1.0,25.0,4.0,1.0,9.0,1.0,2.0,1.0,2012
1628.0,2.0,7.0,1.0,11.0,5.0,501.0,2.0,99.0,1.0,22.0,3.0,1.0,9.0,2.0,3.0,1.0,2012
1629.0,2.0,7.0,1.0,18.0,8.0,801.0,2.0,99.0,1.0,23.0,3.0,1.0,9.0,9.0,1.0,3.0,2012
1630.0,2.0,7.0,1.0,21.0,8.0,801.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,9.0,99.0,4.0,2012
1631.0,2.0,7.0,1.0,9.0,16.0,1601.0,2.0,99.0,1.0,23.0,3.0,1.0,9.0,3.0,9.0,1.0,2012
1632.0,2.0,7.0,1.0,21.0,3.0,301.0,2.0,99.0,1.0,52.0,9.0,1.0,9.0,5.0,6.0,1.0,2012
1633.0,2.0,7.0,1.0,21.0,3.0,301.0,2.0,99.0,1.0,24.0,3.0,1.0,9.0,5.0,2.0,1.0,2012
1634.0,3.0,7.0,2.0,9.0,1.0,114.0,2.0,99.0,1.0,35.0,6.0,1.0,9.0,2.0,2.0,1.0,2012
1635.0,3.0,7.0,2.0,16.0,4.0,412.0,2.0,99.0,1.0,25.0,4.0,1.0,9.0,9.0,2.0,3.0,2012
1636.0,4.0,7.0,3.0,18.0,1.0,110.0,2.0,99.0,1.0,53.0,9.0,1.0,9.0,4.0,5.0,1.0,2012
1637.0,4.0,7.0,3.0,9.0,5.0,501.0,2.0,99.0,1.0,27.0,4.0,1.0,9.0,9.0,99.0,1.0,2012
1638.0,4.0,7.0,3.0,10.0,11.0,1103.0,2.0,99.0,1.0,65.0,10.0,1.0,1.0,3.0,1.0,2.0,2012
1639.0,5.0,7.0,4.0,23.0,1.0,101.0,1.0,18.0,2.0,44.0,7.0,1.0,1.0,1.0,4.0,1.0,2012
1640.0,5.0,7.0,4.0,23.0,1.0,101.0,1.0,15.0,9.0,999.0,11.0,9.0,9.0,2.0,4.0,2.0,2012
1641.0,5.0,7.0,4.0,11.0,1.0,101.0,1.0,7.0,1.0,39.0,6.0,1.0,1.0,10.0,99.0,1.0,2012
1642.0,5.0,7.0,4.0,15.0,1.0,114.0,1.0,99.0,9.0,999.0,11.0,9.0,9.0,7.0,10.0,2.0,2012
1643.0,5.0,7.0,4.0,21.0,1.0,110.0,1.0,99.0,1.0,20.0,3.0,1.0,9.0,4.0,99.0,3.0,2012
1644.0,5.0,7.0,4.0,19.0,5.0,507.0,2.0,99.0,1.0,49.0,8.0,1.0,9.0,4.0,99.0,2.0,2012
1645.0,5.0,7.0,4.0,13.0,5.0,511.0,2.0,99.0,1.0,25.0,4.0,1.0,9.0,1.0,2.0,2.0,2012
1646.0,5.0,7.0,4.0,22.0,12.0,1202.0,1.0,1.0,1.0,18.0,2.0,1.0,9.0,3.0,5.0,1.0,2012
1647.0,5.0,7.0,4.0,14.0,12.0,1225.0,2.0,99.0,1.0,15.0,2.0,2.0,9.0,2.0,5.0,3.0,2012
1648.0,5.0,7.0,4.0,9.0,12.0,1208.0,2.0,99.0,1.0,34.0,5.0,1.0,1.0,3.0,99.0,1.0,2012
1649.0,5.0,7.0,4.0,20.0,13.0,1302.0,2.0,99.0,1.0,31.0,5.0,1.0,2.0,5.0,2.0,2.0,2012
1650.0,5.0,7.0,4.0,20.0,17.0,1701.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,2.0,99.0,1.0,2012
1651.0,6.0,7.0,5.0,2.0,1.0,102.0,2.0,99.0,1.0,30.0,5.0,1.0,1.0,1.0,4.0,2.0,2012
1652.0,6.0,7.0,5.0,17.0,1.0,108.0,2.0,3.0,1.0,35.0,6.0,1.0,1.0,3.0,3.0,2.0,2012
1653.0,6.0,7.0,5.0,12.0,22.0,2201.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,3.0,2.0,1.0,2012
1654.0,6.0,7.0,5.0,11.0,21.0,2106.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,3.0,11.0,1.0,2012
1655.0,6.0,7.0,5.0,6.0,5.0,507.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,1.0,99.0,1.0,2012
1656.0,6.0,7.0,5.0,18.0,5.0,501.0,2.0,99.0,1.0,45.0,8.0,1.0,9.0,3.0,1.0,2.0,2012
1657.0,6.0,7.0,5.0,18.0,10.0,1001.0,2.0,99.0,1.0,35.0,6.0,1.0,1.0,3.0,2.0,1.0,2012
1658.0,6.0,7.0,5.0,22.0,11.0,1109.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,6.0,2.0,2.0,2012
1659.0,6.0,7.0,5.0,21.0,9.0,903.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,1.0,99.0,1.0,2012
1660.0,6.0,7.0,5.0,19.0,2.0,201.0,2.0,99.0,1.0,32.0,5.0,1.0,1.0,4.0,5.0,1.0,2012
1661.0,6.0,7.0,5.0,14.0,2.0,201.0,2.0,99.0,1.0,40.0,7.0,1.0,1.0,9.0,1.0,1.0,2012
1662.0,6.0,7.0,5.0,11.0,17.0,1712.0,2.0,99.0,1.0,22.0,3.0,1.0,1.0,4.0,5.0,1.0,2012
1663.0,6.0,7.0,5.0,19.0,17.0,1712.0,2.0,99.0,1.0,19.0,2.0,1.0,1.0,4.0,99.0,1.0,2012
1664.0,7.0,7.0,6.0,6.0,1.0,101.0,1.0,8.0,1.0,51.0,9.0,1.0,9.0,1.0,1.0,2.0,2012
1665.0,7.0,7.0,6.0,21.0,1.0,108.0,2.0,3.0,1.0,35.0,6.0,1.0,9.0,4.0,3.0,3.0,2012
1666.0,7.0,7.0,6.0,16.0,5.0,501.0,2.0,99.0,1.0,28.0,4.0,1.0,9.0,1.0,5.0,4.0,2012
1667.0,7.0,7.0,6.0,18.0,5.0,501.0,2.0,99.0,1.0,35.0,6.0,1.0,9.0,9.0,1.0,1.0,2012
1668.0,8.0,7.0,7.0,0.0,1.0,101.0,1.0,13.0,1.0,34.0,5.0,1.0,1.0,1.0,2.0,1.0,2012
1669.0,8.0,7.0,7.0,21.0,1.0,103.0,1.0,2.0,1.0,26.0,4.0,1.0,9.0,1.0,11.0,2.0,2012
1670.0,8.0,7.0,7.0,3.0,1.0,117.0,1.0,99.0,1.0,35.0,6.0,1.0,2.0,1.0,2.0,1.0,2012
1671.0,8.0,7.0,7.0,19.0,1.0,111.0,1.0,1.0,1.0,17.0,2.0,2.0,9.0,1.0,4.0,1.0,2012
1672.0,8.0,7.0,7.0,19.0,22.0,2217.0,2.0,99.0,1.0,27.0,4.0,1.0,1.0,4.0,99.0,3.0,2012
1673.0,8.0,7.0,7.0,15.0,21.0,2101.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,1.0,99.0,1.0,2012
1674.0,8.0,7.0,7.0,6.0,5.0,511.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,1.0,2.0,4.0,2012
1675.0,8.0,7.0,7.0,11.0,6.0,601.0,2.0,99.0,1.0,52.0,9.0,1.0,9.0,5.0,7.0,3.0,2012
1676.0,8.0,7.0,7.0,7.0,9.0,901.0,1.0,8.0,1.0,43.0,7.0,1.0,9.0,3.0,6.0,1.0,2012
1677.0,9.0,7.0,1.0,14.0,15.0,1501.0,2.0,99.0,1.0,15.0,2.0,2.0,9.0,3.0,3.0,3.0,2012
1678.0,9.0,7.0,1.0,3.0,2.0,203.0,2.0,99.0,1.0,32.0,5.0,1.0,9.0,2.0,2.0,4.0,2012
1679.0,10.0,7.0,2.0,0.0,1.0,101.0,1.0,6.0,1.0,19.0,2.0,1.0,1.0,4.0,5.0,1.0,2012
1680.0,10.0,7.0,2.0,9.0,1.0,115.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,6.0,11.0,1.0,2012
1681.0,10.0,7.0,2.0,22.0,13.0,1301.0,1.0,4.0,1.0,19.0,2.0,1.0,9.0,2.0,6.0,2.0,2012
1682.0,11.0,7.0,3.0,20.0,1.0,101.0,1.0,16.0,1.0,47.0,8.0,1.0,9.0,2.0,11.0,1.0,2012
1683.0,11.0,7.0,3.0,17.0,22.0,2214.0,2.0,99.0,1.0,44.0,7.0,1.0,9.0,3.0,2.0,1.0,2012
1684.0,11.0,7.0,3.0,12.0,5.0,501.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,5.0,2.0,1.0,2012
1685.0,11.0,7.0,3.0,5.0,6.0,602.0,2.0,99.0,1.0,57.0,10.0,1.0,9.0,2.0,1.0,1.0,2012
1686.0,11.0,7.0,3.0,19.0,17.0,1701.0,2.0,99.0,1.0,46.0,8.0,1.0,9.0,3.0,6.0,1.0,2012
1687.0,11.0,7.0,3.0,11.0,17.0,1701.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,3.0,3.0,1.0,2012
1688.0,12.0,7.0,4.0,23.0,1.0,101.0,1.0,13.0,1.0,26.0,4.0,1.0,9.0,8.0,1.0,2.0,2012
1689.0,12.0,7.0,4.0,18.0,22.0,2201.0,2.0,99.0,1.0,29.0,4.0,1.0,2.0,1.0,14.0,1.0,2012
1690.0,12.0,7.0,4.0,13.0,19.0,1901.0,2.0,99.0,1.0,17.0,2.0,2.0,9.0,3.0,6.0,1.0,2012
1691.0,12.0,7.0,4.0,21.0,5.0,501.0,2.0,99.0,1.0,31.0,5.0,1.0,9.0,5.0,7.0,1.0,2012
1692.0,12.0,7.0,4.0,22.0,10.0,1001.0,2.0,99.0,1.0,19.0,2.0,1.0,9.0,3.0,3.0,3.0,2012
1693.0,12.0,7.0,4.0,13.0,13.0,1301.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,3.0,6.0,3.0,2012
1694.0,12.0,7.0,4.0,13.0,13.0,1301.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,3.0,6.0,3.0,2012
1695.0,12.0,7.0,4.0,17.0,4.0,401.0,2.0,99.0,1.0,40.0,7.0,1.0,9.0,1.0,4.0,1.0,2012
1696.0,13.0,7.0,5.0,3.0,1.0,101.0,1.0,9.0,1.0,25.0,4.0,1.0,9.0,1.0,3.0,1.0,2012
1697.0,13.0,7.0,5.0,7.0,1.0,101.0,1.0,5.0,1.0,25.0,4.0,1.0,9.0,1.0,4.0,1.0,2012
1698.0,13.0,7.0,5.0,2.0,7.0,710.0,2.0,99.0,2.0,35.0,6.0,1.0,9.0,2.0,3.0,2.0,2012
1699.0,14.0,7.0,6.0,1.0,1.0,101.0,1.0,13.0,9.0,999.0,11.0,9.0,9.0,1.0,99.0,1.0,2012
1700.0,14.0,7.0,6.0,12.0,20.0,2005.0,2.0,99.0,1.0,26.0,4.0,1.0,9.0,3.0,9.0,4.0,2012
1701.0,14.0,7.0,6.0,12.0,19.0,1901.0,2.0,99.0,1.0,24.0,3.0,1.0,1.0,3.0,5.0,1.0,2012
1702.0,14.0,7.0,6.0,16.0,12.0,1217.0,2.0,99.0,1.0,23.0,3.0,1.0,9.0,9.0,99.0,1.0,2012
1703.0,14.0,7.0,6.0,16.0,12.0,1201.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,99.0,99.0,1.0,2012
1704.0,14.0,7.0,6.0,22.0,13.0,1312.0,2.0,99.0,1.0,30.0,5.0,1.0,9.0,4.0,99.0,2.0,2012
1705.0,14.0,7.0,6.0,7.0,16.0,1601.0,2.0,99.0,1.0,63.0,10.0,1.0,9.0,1.0,2.0,1.0,2012
1706.0,14.0,7.0,6.0,22.0,18.0,1801.0,1.0,99.0,1.0,20.0,3.0,1.0,9.0,4.0,5.0,1.0,2012
1707.0,15.0,7.0,7.0,11.0,21.0,2104.0,2.0,99.0,1.0,22.0,3.0,1.0,9.0,4.0,1.0,2.0,2012
1708.0,15.0,7.0,7.0,20.0,6.0,602.0,2.0,99.0,1.0,32.0,5.0,1.0,9.0,4.0,2.0,1.0,2012
1709.0,15.0,7.0,7.0,16.0,13.0,1301.0,1.0,11.0,9.0,999.0,11.0,9.0,9.0,5.0,99.0,1.0,2012
1710.0,15.0,7.0,7.0,15.0,13.0,1301.0,1.0,3.0,9.0,999.0,11.0,9.0,9.0,99.0,99.0,1.0,2012
1711.0,15.0,7.0,7.0,4.0,1.0,101.0,1.0,2.0,1.0,19.0,2.0,1.0,9.0,1.0,4.0,1.0,2012
1712.0,15.0,7.0,7.0,14.0,1.0,105.0,2.0,99.0,1.0,48.0,8.0,1.0,1.0,7.0,2.0,1.0,2012
1713.0,16.0,7.0,1.0,16.0,1.0,101.0,1.0,4.0,1.0,31.0,5.0,1.0,9.0,3.0,99.0,1.0,2012
1714.0,16.0,7.0,1.0,14.0,10.0,1015.0,1.0,4.0,1.0,26.0,4.0,1.0,9.0,3.0,6.0,3.0,2012
1715.0,16.0,7.0,1.0,11.0,7.0,704.0,2.0,99.0,1.0,23.0,3.0,1.0,1.0,3.0,4.0,3.0,2012
1716.0,17.0,7.0,2.0,3.0,1.0,102.0,2.0,99.0,2.0,33.0,5.0,1.0,9.0,2.0,2.0,2.0,2012
1717.0,17.0,7.0,2.0,1.0,1.0,101.0,1.0,12.0,1.0,28.0,4.0,1.0,1.0,1.0,5.0,1.0,2012
1718.0,17.0,7.0,2.0,19.0,1.0,115.0,1.0,6.0,9.0,999.0,11.0,9.0,9.0,9.0,7.0,1.0,2012
1719.0,17.0,7.0,2.0,1.0,1.0,108.0,1.0,11.0,1.0,26.0,4.0,1.0,9.0,4.0,5.0,1.0,2012
1720.0,17.0,7.0,2.0,17.0,22.0,2214.0,2.0,99.0,1.0,24.0,3.0,1.0,9.0,5.0,99.0,1.0,2012
1721.0,17.0,7.0,2.0,21.0,5.0,501.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,99.0,99.0,1.0,2012
1722.0,17.0,7.0,2.0,1.0,18.0,1801.0,2.0,99.0,1.0,36.0,6.0,1.0,9.0,1.0,1.0,1.0,2012
1723.0,17.0,7.0,2.0,20.0,3.0,301.0,2.0,99.0,1.0,47.0,8.0,1.0,9.0,14.0,99.0,1.0,2012
1724.0,18.0,7.0,3.0,13.0,1.0,106.0,1.0,6.0,1.0,18.0,2.0,1.0,9.0,4.0,1.0,1.0,2012
1725.0,18.0,7.0,3.0,10.0,5.0,509.0,2.0,99.0,1.0,30.0,5.0,1.0,9.0,4.0,99.0,1.0,2012
1726.0,18.0,7.0,3.0,17.0,10.0,1014.0,2.0,99.0,1.0,24.0,3.0,1.0,9.0,3.0,1.0,3.0,2012
1727.0,18.0,7.0,3.0,9.0,9.0,920.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,6.0,99.0,1.0,2012
1728.0,18.0,7.0,3.0,23.0,12.0,1202.0,2.0,99.0,1.0,20.0,3.0,1.0,9.0,3.0,8.0,2.0,2012
1729.0,18.0,7.0,3.0,13.0,16.0,1601.0,2.0,99.0,1.0,23.0,3.0,1.0,9.0,4.0,5.0,1.0,2012
1730.0,18.0,7.0,3.0,15.0,16.0,1612.0,2.0,99.0,1.0,27.0,4.0,1.0,9.0,5.0,3.0,1.0,2012
1731.0,19.0,7.0,4.0,21.0,1.0,101.0,1.0,7.0,9.0,999.0,11.0,9.0,9.0,1.0,5.0,1.0,2012
1732.0,19.0,7.0,4.0,21.0,1.0,108.0,1.0,6.0,1.0,30.0,5.0,9.0,9.0,7.0,7.0,1.0,2012
1733.0,19.0,7.0,4.0,19.0,20.0,2007.0,2.0,99.0,1.0,27.0,4.0,1.0,9.0,5.0,2.0,1.0,2012
1734.0,19.0,7.0,4.0,4.0,10.0,1001.0,2.0,99.0,1.0,38.0,6.0,1.0,9.0,1.0,14.0,1.0,2012
1735.0,19.0,7.0,4.0,16.0,16.0,1601.0,1.0,2.0,1.0,24.0,3.0,1.0,2.0,1.0,1.0,1.0,2012
1736.0,19.0,7.0,4.0,17.0,17.0,1712.0,2.0,99.0,9.0,999.0,11.0,9.0,9.0,4.0,99.0,1.0,2012
1737.0,19.0,7.0,4.0,20.0,7.0,701.0,2.0,99.0,1.0,999.0,11.0,9.0,9.0,3.0,2.0,1.0,2012
1738.0,20.0,7.0,5.0,0.0,1.0,101.0,1.0,8.0,1.0,999.0,11.0,1.0,9.0,2.0,5.0,2.0,2012
1739.0,20.0,7.0,5.0,10.0,1.0,101.0,1.0,19.0,1.0,44.0,7.0,1.0,9.0,1.0,3.0,1.0,2012
1740.0,20.0,7.0,5.0,7.0,10.0,1010.0,2.0,99.0,1.0,58.0,10.0,1.0,9.0,1.0,3.0,1.0,2012
1741.0,20.0,7.0,5.0,2.0,7.0,701.0,2.0,99.0,1.0,999.0,11.0,9.0,9.0,5.0,99.0,1.0,2012
1742.0,21.0,7.0,6.0,21.0,1.0,101.0,1.0,1.0,1.0,58.0,10.0,1.0,9.0,1.0,6.0,1.0,2012
1743.0,21.0,7.0,6.0,5.0,1.0,101.0,1.0,2.0,1.0,23.0,3.0,1.0,9.0,1.0,1.0,1.0,2012
1744.0,21.0,7.0,6.0,3.0,1.0,101.0,1.0,1.0,1.0,24.0,3.0,1.0,9.0,4.0,1.0,1.0,2012
1745.0,21.0,7.0,6.0,20.0,1.0,106.0,2.0,99.0,1.0,28.0,4.0,1.0,9.0,1.0,1.0,1.0,2012
1746.0,21.0,7.0,6.0,1.0,1.0,101.0,1.0,5.0,1.0,28.0,4.0,1.0,9.0,1.0,11.0,1.0,2012
1747.0,21.0,7.0,6.0,2.0,1.0,103.0,1.0,3.0,1.0,49.0,8.0,1.0,9.0,3.0,4.0,2.0,2012
1748.0,21.0,7.0,6.0,20.0,1.0,101.0,1.0,5.0,1.0,22.0,3.0,1.0,9.0,1.0,10.0,1.0,2012
1749.0,21.0,7.0,6.0,23.0,1.0,103.0,2.0,99.0,1.0,38.0,6.0,1.0,9.0,5.0,7.0,1.0,2012
1750.0,21.0,7.0,6.0,4.0,1.0,115.0,1.0,12.0,1.0,33.0,5.0,1.0,2.0,1.0,3.0,1.0,2012
1751.0,21.0,7.0,6.0,12.0,1.0,101.0,1.0,12.0,9.0,999.0,11.0,9.0,9.0,1.0,14.0,1.0,2012
1752.0,21.0,7.0,6.0,19.0,20.0,2007.0,2.0,99.0,1.0,39.0,6.0,1.0,9.0,14.0,1.0,4.0,2012
1753.0,21.0,7.0,6.0,1.0,5.0,501.0,2.0,99.0,1.0,52.0,9.0,1.0,2.0,2.0,1.0,2.0,2012
1754.0,21.0,7.0,6.0,13.0,5.0,508.0,2.0,99.0,1.0,20.0,3.0,1.0,9.0,4.0,1.0,2.0,2012
1755.0,21.0,7.0,6.0,19.0,5.0,506.0,2.0,99.0,1.0,48.0,8.0,1.0,9.0,4.0,1.0,4.0,2012
1756.0,21.0,7.0,6.0,19.0,6.0,608.0,2.0,99.0,1.0,30.0,5.0,1.0,9.0,4.0,1.0,1.0,2012
1757.0,21.0,7.0,6.0,3.0,10.0,1001.0,2.0,99.0,1.0,31.0,5.0,1.0,9.0,1.0,2.0,2.0,2012
1758.0,21.0,7.0,6.0,20.0,10.0,1013.0,2.0,99.0,1.0,24.0,3.0,1.0,2.0,3.0,1.0,1.0,2012
1759.0,21.0,7.0,6.0,0.0,9.0,901.0,2.0,99.0,1.0,23.0,3.0,1.0,2.0,6.0,2.0,1.0,2012
