num_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
1350,2022,2,3,00:00 a 05:59,Ma?ana,Marzo,Miercoles,Chiquimula,Esquipulas,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
1351,2022,2,1,00:00 a 05:59,Ma?ana,Marzo,Miercoles,Suchitep?quez,Mazatenango,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisi?n
1352,2022,2,12,12:00 a 17:59,Tarde,Marzo,Miercoles,Suchitep?quez,Cuyotenango,Ignorada,Autom?vil,Toyota,Beige,Ignorado,Ignorado,Colisi?n
1353,2022,2,20,18:00 a 23:59,Noche,Marzo,Miercoles,Retalhuleu,Champerico,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
1354,2022,2,0,00:00 a 05:59,Ma?ana,Marzo,Miercoles,Alta Verapaz,Cob?n,4,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
1355,2022,2,13,12:00 a 17:59,Tarde,Marzo,Miercoles,Baja Verapaz,San Miguel Chicaj,Ignorada,Pick up,Toyota,Rojo,1995,1990-1999,Colisi?n
1356,2022,2,23,18:00 a 23:59,Noche,Marzo,Miercoles,Izabal,Morales,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
1357,2022,2,8,06:00 a 11:59,Ma?ana,Marzo,Miercoles,Quich?,Ixc?n,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisi?n
1358,2022,2,23,18:00 a 23:59,Noche,Marzo,Miercoles,Sacatep?quez,Antigua Guatemala,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisi?n
1359,2022,3,23,18:00 a 23:59,Noche,Marzo,Jueves,Guatemala,Guatemala,3,Camioneta,Honda,Azul,2010,2010-2019,Colisi?n
1360,2022,3,2,00:00 a 05:59,Ma?ana,Marzo,Jueves,Guatemala,Guatemala,17,Motocicleta,Italika,Rojo,2021,2020-2029,Derrape
1361,2022,3,17,12:00 a 17:59,Tarde,Marzo,Jueves,Guatemala,San Pedro Ayampuc,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
1362,2022,3,9,06:00 a 11:59,Ma?ana,Marzo,Jueves,Guatemala,Villa Nueva,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
1363,2022,3,20,18:00 a 23:59,Noche,Marzo,Jueves,Guatemala,Mixco,4,Camioneta,Honda,Beige,2008,2000-2009,Colisi?n
1364,2022,3,7,06:00 a 11:59,Ma?ana,Marzo,Jueves,Guatemala,San Pedro Sacatep?quez,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
1365,2022,3,7,06:00 a 11:59,Ma?ana,Marzo,Jueves,Guatemala,San Pedro Sacatep?quez,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
1366,2022,3,18,18:00 a 23:59,Noche,Marzo,Jueves,Zacapa,Teculut?n,Ignorada,Autom?vil,Acura,Ignorado,Ignorado,Ignorado,Colisi?n
1367,2022,3,20,18:00 a 23:59,Noche,Marzo,Jueves,Escuintla,La Democracia,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape
1368,2022,3,8,06:00 a 11:59,Ma?ana,Marzo,Jueves,Suchitep?quez,San Jos? el ?dolo,Ignorada,Cami?n,Hino,Blanco,2016,2010-2019,Colisi?n
1369,2022,3,17,12:00 a 17:59,Tarde,Marzo,Jueves,San Marcos,Pajapita,Ignorada,Autom?vil,Isuzu,Verde,Ignorado,Ignorado,Choque
1370,2022,3,12,12:00 a 17:59,Tarde,Marzo,Jueves,Baja Verapaz,Rabinal,1,Motocicleta,Bajaj,Rojo,2020,2020-2029,Colisi?n
1371,2022,3,0,00:00 a 05:59,Ma?ana,Marzo,Jueves,Baja Verapaz,San Miguel Chicaj,Ignorada,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Derrape
1372,2022,3,10,06:00 a 11:59,Ma?ana,Marzo,Jueves,El Progreso,San Antonio la Paz,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisi?n
1373,2022,3,14,12:00 a 17:59,Tarde,Marzo,Jueves,Izabal,Los Amates,Ignorada,Pick up,Mazda,Gris,Ignorado,Ignorado,Colisi?n
1374,2022,3,5,00:00 a 05:59,Ma?ana,Marzo,Jueves,Sacatep?quez,Pastores,Ignorada,Autom?vil,Honda,Gris,2003,2000-2009,Choque
1375,2022,4,19,18:00 a 23:59,Noche,Marzo,Viernes,Guatemala,Guatemala,1,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
1376,2022,4,19,18:00 a 23:59,Noche,Marzo,Viernes,Guatemala,Guatemala,10,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
1377,2022,4,22,18:00 a 23:59,Noche,Marzo,Viernes,Guatemala,Guatemala,12,Autom?vil,Toyota,Blanco,2012,2010-2019,Colisi?n
1378,2022,4,1,00:00 a 05:59,Ma?ana,Marzo,Viernes,Guatemala,Villa Canales,Ignorada,Motocicleta,Hyosung,Rojo,Ignorado,Ignorado,Choque
1379,2022,4,1,00:00 a 05:59,Ma?ana,Marzo,Viernes,Guatemala,Villa Canales,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Derrape
1380,2022,4,15,12:00 a 17:59,Tarde,Marzo,Viernes,Guatemala,Villa Nueva,3,Motocicleta,Yamaha,Azul,Ignorado,Ignorado,Colisi?n
1381,2022,4,10,06:00 a 11:59,Ma?ana,Marzo,Viernes,Guatemala,Villa Nueva,6,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
1382,2022,4,18,18:00 a 23:59,Noche,Marzo,Viernes,Guatemala,Villa Nueva,Ignorada,Cami?n,Isuzu,Blanco,Ignorado,Ignorado,Vuelco
1383,2022,4,23,18:00 a 23:59,Noche,Marzo,Viernes,Guatemala,Villa Nueva,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape
1384,2022,4,23,18:00 a 23:59,Noche,Marzo,Viernes,Guatemala,Amatitl?n,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape
1385,2022,4,8,06:00 a 11:59,Ma?ana,Marzo,Viernes,Chiquimula,Chiquimula,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
1386,2022,4,19,18:00 a 23:59,Noche,Marzo,Viernes,Suchitep?quez,Mazatenango,Ignorada,Motocicleta,Honda,Azul,Ignorado,Ignorado,Colisi?n
1387,2022,4,12,12:00 a 17:59,Tarde,Marzo,Viernes,Escuintla,Pal?n,Ignorada,Motocicleta,MRT,Azul,2016,2010-2019,Derrape
1388,2022,4,8,06:00 a 11:59,Ma?ana,Marzo,Viernes,Escuintla,Guanagazapa,Ignorada,Pick up,Toyota,Blanco,Ignorado,Ignorado,Colisi?n
1389,2022,4,8,06:00 a 11:59,Ma?ana,Marzo,Viernes,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Sanyang,Azul,Ignorado,Ignorado,Colisi?n
1390,2022,4,22,18:00 a 23:59,Noche,Marzo,Viernes,El Progreso,Guastatoya,Ignorada,Cami?n,Kia,Blanco,Ignorado,Ignorado,Colisi?n
1391,2022,4,4,00:00 a 05:59,Ma?ana,Marzo,Viernes,Izabal,Livingston,Ignorada,Cabezal,Ignorado,Blanco,Ignorado,Ignorado,Colisi?n
1392,2022,4,9,06:00 a 11:59,Ma?ana,Marzo,Viernes,Pet?n,La Libertad,Ignorada,Motocicleta,Bajaj,Negro,2007,2000-2009,Derrape
1393,2022,4,0,00:00 a 05:59,Ma?ana,Marzo,Viernes,Chimaltenango,Patzic?a,Ignorada,Pick up,Isuzu,Verde,1991,1990-1999,Colisi?n
1394,2022,4,0,00:00 a 05:59,Ma?ana,Marzo,Viernes,Sacatep?quez,Ciudad Vieja,Ignorada,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
1395,2022,5,0,00:00 a 05:59,Ma?ana,Marzo,Sabado,Guatemala,Guatemala,6,Motocicleta,Honda,Negro,2018,2010-2019,Colisi?n
1396,2022,5,7,06:00 a 11:59,Ma?ana,Marzo,Sabado,Guatemala,Guatemala,5,Cami?n,Isuzu,Blanco,1994,1990-1999,Colisi?n
1397,2022,5,22,18:00 a 23:59,Noche,Marzo,Sabado,Guatemala,Guatemala,5,Motocicleta,Avanti,Negro,2021,2020-2029,Derrape
1398,2022,5,5,00:00 a 05:59,Ma?ana,Marzo,Sabado,Guatemala,Guatemala,11,Autom?vil,Toyota,Gris,2017,2010-2019,Colisi?n
1399,2022,5,18,18:00 a 23:59,Noche,Marzo,Sabado,Guatemala,Guatemala,7,Motocicleta,Haojue,Ignorado,Ignorado,Ignorado,Derrape
1400,2022,5,22,18:00 a 23:59,Noche,Marzo,Sabado,Guatemala,Guatemala,12,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
1401,2022,5,22,18:00 a 23:59,Noche,Marzo,Sabado,Guatemala,Guatemala,12,Motocicleta,Freedom,Blanco,Ignorado,Ignorado,Derrape
1402,2022,5,10,06:00 a 11:59,Ma?ana,Marzo,Sabado,Guatemala,Villa Canales,Ignorada,Autom?vil,Ford,Verde,1994,1990-1999,Colisi?n
1403,2022,5,1,00:00 a 05:59,Ma?ana,Marzo,Sabado,Guatemala,Villa Canales,Ignorada,Motocicleta,Honda,Negro,2015,2010-2019,Derrape
1404,2022,5,5,00:00 a 05:59,Ma?ana,Marzo,Sabado,Guatemala,Villa Canales,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque
1405,2022,5,18,18:00 a 23:59,Noche,Marzo,Sabado,Guatemala,Amatitl?n,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Derrape
1406,2022,5,21,18:00 a 23:59,Noche,Marzo,Sabado,Guatemala,Villa Canales,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
1407,2022,5,11,06:00 a 11:59,Ma?ana,Marzo,Sabado,Guatemala,Mixco,4,Autom?vil,Hyundai,Blanco,2008,2000-2009,Colisi?n
1408,2022,5,21,18:00 a 23:59,Noche,Marzo,Sabado,Guatemala,San Juan Sacatep?quez,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
1409,2022,5,4,00:00 a 05:59,Ma?ana,Marzo,Sabado,Guatemala,Mixco,6,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
1410,2022,5,18,18:00 a 23:59,Noche,Marzo,Sabado,Jutiapa,Yupiltepeque,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
1411,2022,5,17,12:00 a 17:59,Tarde,Marzo,Sabado,Quetzaltenango,Coatepeque,Ignorada,Pick up,Ignorado,Azul,Ignorado,Ignorado,Colisi?n
1412,2022,5,12,12:00 a 17:59,Tarde,Marzo,Sabado,Quetzaltenango,Colomba,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Choque
1413,2022,5,16,12:00 a 17:59,Tarde,Marzo,Sabado,Baja Verapaz,Salam?,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisi?n
1414,2022,5,18,18:00 a 23:59,Noche,Marzo,Sabado,El Progreso,Sanarate,Ignorada,Pick up,Toyota,Azul,Ignorado,Ignorado,Colisi?n
1415,2022,5,16,12:00 a 17:59,Tarde,Marzo,Sabado,Izabal,Morales,Ignorada,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisi?n
1416,2022,5,10,06:00 a 11:59,Ma?ana,Marzo,Sabado,Pet?n,El Chal,Ignorada,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Derrape
1417,2022,5,22,18:00 a 23:59,Noche,Marzo,Sabado,Chimaltenango,Patzic?a,Ignorada,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisi?n
1418,2022,6,16,12:00 a 17:59,Tarde,Marzo,Domingo,Guatemala,Guatemala,1,Autom?vil,Nissan,Azul,2015,2010-2019,Colisi?n
1419,2022,6,18,18:00 a 23:59,Noche,Marzo,Domingo,Guatemala,Guatemala,9,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisi?n
1420,2022,6,10,06:00 a 11:59,Ma?ana,Marzo,Domingo,Guatemala,Guatemala,8,Bus extraurbano,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
1421,2022,6,4,00:00 a 05:59,Ma?ana,Marzo,Domingo,Guatemala,Guatemala,18,Motocicleta,TVS Apache,Rojo,Ignorado,Ignorado,Derrape
1422,2022,6,1,00:00 a 05:59,Ma?ana,Marzo,Domingo,Guatemala,Guatemala,17,Motocicleta,Italika,Negro,Ignorado,Ignorado,Derrape
1423,2022,6,2,00:00 a 05:59,Ma?ana,Marzo,Domingo,Guatemala,Guatemala,13,Camioneta,Mazda,Gris,2012,2010-2019,Colisi?n
1424,2022,6,0,00:00 a 05:59,Ma?ana,Marzo,Domingo,Guatemala,Villa Canales,Ignorada,Motocicleta,X-bow KRM,Blanco,Ignorado,Ignorado,Derrape
1425,2022,6,14,12:00 a 17:59,Tarde,Marzo,Domingo,Guatemala,Amatitl?n,Ignorada,Autom?vil,Toyota,Blanco,1997,1990-1999,Colisi?n
1426,2022,6,12,12:00 a 17:59,Tarde,Marzo,Domingo,Guatemala,Mixco,4,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
1427,2022,6,14,12:00 a 17:59,Tarde,Marzo,Domingo,Guatemala,Mixco,8,Motocicleta,Italika,Negro,Ignorado,Ignorado,Derrape
1428,2022,6,18,18:00 a 23:59,Noche,Marzo,Domingo,Jutiapa,El Progreso,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisi?n
1429,2022,6,0,00:00 a 05:59,Ma?ana,Marzo,Domingo,Escuintla,Escuintla,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
1430,2022,6,20,18:00 a 23:59,Noche,Marzo,Domingo,Escuintla,Pal?n,Ignorada,Microb?s,Suzuki,Azul,Ignorado,Ignorado,Colisi?n
1431,2022,6,18,18:00 a 23:59,Noche,Marzo,Domingo,Santa Rosa,San Rafael las Flores,Ignorada,Motocicleta,Ignorado,Azul,Ignorado,Ignorado,Colisi?n
1432,2022,6,22,18:00 a 23:59,Noche,Marzo,Domingo,Alta Verapaz,San Pedro Carch?,Ignorada,Camioneta,Hyundai,Gris,Ignorado,Ignorado,Colisi?n
1433,2022,6,12,12:00 a 17:59,Tarde,Marzo,Domingo,Quich?,San Pedro Jocopilas,Ignorada,Pick up,Ignorado,Beige,Ignorado,Ignorado,Choque
1434,2022,6,22,18:00 a 23:59,Noche,Marzo,Domingo,Chimaltenango,El Tejar,Ignorada,Cami?n,Kia,Blanco,Ignorado,Ignorado,Colisi?n
1435,2022,6,13,12:00 a 17:59,Tarde,Marzo,Domingo,Sacatep?quez,San Bartolom? Milpas Altas,Ignorada,Pick up,Toyota,Blanco,1990,1990-1999,Colisi?n
1436,2022,7,18,18:00 a 23:59,Noche,Marzo,Lunes,Guatemala,Guatemala,13,Autom?vil,Volkswagen,Rojo,Ignorado,Ignorado,Colisi?n
1437,2022,7,3,00:00 a 05:59,Ma?ana,Marzo,Lunes,Guatemala,Villa Nueva,3,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n
1438,2022,7,8,06:00 a 11:59,Ma?ana,Marzo,Lunes,Guatemala,Petapa,9,Autom?vil,Mazda,Verde,2003,2000-2009,Colisi?n
