núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
167,2023,10,2,00:00 a 05:59,Mañana,Enero,Martes,Guatemala,Guatemala,6,Pick up,Isuzu,Verde,1993,1990-1999,Colisión
168,2023,10,21,18:00 a 23:59,Noche,Enero,Martes,Guatemala,Palencia,Ignorada,Pick up,Isuzu,Blanco,1995,1990-1999,Colisión
169,2023,10,7,06:00 a 11:59,Mañana,Enero,Martes,Guatemala,Guatemala,5,Camioneta,Mazda,Negro,2013,2010-2019,Colisión
170,2023,10,8,06:00 a 11:59,Mañana,Enero,Martes,Guatemala,Mixco,6,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
171,2023,10,15,12:00 a 17:59,Tarde,Enero,Martes,Escuintla,Escuintla,Ignorada,Cabezal,Otros,Gris,1980,1980-1989,Colisión
172,2023,10,21,18:00 a 23:59,Noche,Enero,Martes,Escuintla,Escuintla,Ignorada,Motocicleta,Haojue,Rojo,2022,2020-2029,Colisión
173,2023,10,20,18:00 a 23:59,Noche,Enero,Martes,Escuintla,Escuintla,Ignorada,Cabezal,Freightliner,Verde,1996,1990-1999,Vuelco
174,2023,10,20,18:00 a 23:59,Noche,Enero,Martes,San Marcos,Tejutla,Ignorada,Motocicleta,Bajaj,Gris,Ignorado,Ignorado,Derrape
175,2023,10,11,06:00 a 11:59,Mañana,Enero,Martes,Izabal,Puerto Barrios,Ignorada,Pick up,Toyota,Verde,Ignorado,Ignorado,Colisión
176,2023,10,20,18:00 a 23:59,Noche,Enero,Martes,Petén,San Luis,Ignorada,Camioneta,Toyota,Gris,Ignorado,Ignorado,Colisión
177,2023,10,11,06:00 a 11:59,Mañana,Enero,Martes,Chimaltenango,Patzicía,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
178,2023,10,19,18:00 a 23:59,Noche,Enero,Martes,Chimaltenango,Tecpán Guatemala,Ignorada,Cabezal,Freightliner,Azul,Ignorado,Ignorado,Choque
179,2023,10,0,00:00 a 05:59,Mañana,Enero,Martes,Sacatepequez,Santiago Sacatepéquez,Ignorada,Automóvil,Chevrolet,Blanco,Ignorado,Ignorado,Colisión
180,2023,11,8,06:00 a 11:59,Mañana,Enero,Miércoles,Guatemala,Guatemala,1,Automóvil,Volvo,Negro,2022,2020-2029,Colisión
181,2023,11,11,06:00 a 11:59,Mañana,Enero,Miércoles,Guatemala,Guatemala,1,Camioneta,Scion,Gris,2006,2000-2009,Colisión
182,2023,11,9,06:00 a 11:59,Mañana,Enero,Miércoles,Guatemala,Guatemala,2,Motocicleta,Bajaj,Negro,2022,2020-2029,Derrape
183,2023,11,20,18:00 a 23:59,Noche,Enero,Miércoles,Guatemala,Guatemala,13,Camioneta,Toyota,Café,1999,1990-1999,Colisión
184,2023,11,16,12:00 a 17:59,Tarde,Enero,Miércoles,Guatemala,Guatemala,12,Camión,Internacional,Amarillo,1985,1980-1989,Colisión
185,2023,11,15,12:00 a 17:59,Tarde,Enero,Miércoles,Guatemala,Villa Canales,Ignorada,Camión,Hyundai,Ignorado,Ignorado,Ignorado,Colisión
186,2023,11,22,18:00 a 23:59,Noche,Enero,Miércoles,Guatemala,Mixco,2,Automóvil,Toyota,Gris,2021,2020-2029,Colisión
187,2023,11,10,06:00 a 11:59,Mañana,Enero,Miércoles,Zacapa,Teculután,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
188,2023,11,10,06:00 a 11:59,Mañana,Enero,Miércoles,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Pick up,Peugeot,Gris,2022,2020-2029,Colisión
189,2023,11,19,18:00 a 23:59,Noche,Enero,Miércoles,Escuintla,Siquinalá,Ignorada,Camioneta,Hyundai,Celeste,Ignorado,Ignorado,Colisión
190,2023,11,11,06:00 a 11:59,Mañana,Enero,Miércoles,Escuintla,Escuintla,Ignorada,Motocicleta,Honda,Ignorado,Ignorado,Ignorado,Colisión
191,2023,11,13,12:00 a 17:59,Tarde,Enero,Miércoles,Escuintla,Iztapa,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
192,2023,11,19,18:00 a 23:59,Noche,Enero,Miércoles,Escuintla,Masagua,Ignorada,Motocicleta,MRT,Rojo,2019,2010-2019,Colisión
193,2023,11,20,18:00 a 23:59,Noche,Enero,Miércoles,Quetzaltenango,Coatepeque,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión
194,2023,11,0,00:00 a 05:59,Mañana,Enero,Miércoles,San Marcos,San Pedro Sacatepéquez,Ignorada,Pick up,Toyota,Negro,2022,2020-2029,Colisión
195,2023,11,0,00:00 a 05:59,Mañana,Enero,Miércoles,San Marcos,Malacatán,Ignorada,Camioneta,Mazda,Blanco,Ignorado,Ignorado,Colisión
196,2023,11,19,18:00 a 23:59,Noche,Enero,Miércoles,San Marcos,El Tumbador,Ignorada,Pick up,Toyota,Blanco,1998,1990-1999,Colisión
197,2023,11,10,06:00 a 11:59,Mañana,Enero,Miércoles,Baja Verapaz,Salamá,Ignorada,Pick up,Chevrolet,Blanco,2022,2020-2029,Colisión
198,2023,11,18,18:00 a 23:59,Noche,Enero,Miércoles,Sololá,Sololá,Ignorada,Automóvil,Toyota,Beige,2002,2000-2009,Colisión
199,2023,11,9,06:00 a 11:59,Mañana,Enero,Miércoles,Chimaltenango,Chimaltenango,3,Motocicleta,Italika,Negro,2017,2010-2019,Colisión
200,2023,11,15,12:00 a 17:59,Tarde,Enero,Miércoles,Chimaltenango,Yepocapa,Ignorada,Cabezal,Ignorado,Blanco,1993,1990-1999,Colisión
201,2023,12,20,18:00 a 23:59,Noche,Enero,Jueves,Guatemala,Guatemala,6,Automóvil,Toyota,Rojo,Ignorado,Ignorado,Colisión
202,2023,12,19,18:00 a 23:59,Noche,Enero,Jueves,Guatemala,Guatemala,17,Camioneta,Honda,Gris,2007,2000-2009,Colisión
203,2023,12,23,18:00 a 23:59,Noche,Enero,Jueves,Guatemala,Guatemala,18,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Colisión
204,2023,12,1,00:00 a 05:59,Mañana,Enero,Jueves,Guatemala,Guatemala,17,Motocicleta,Asia Hero,Gris,2016,2010-2019,Colisión
205,2023,12,15,12:00 a 17:59,Tarde,Enero,Jueves,Guatemala,Villa Canales,Ignorada,Camión,Sterling,Blanco,Ignorado,Ignorado,Vuelco
206,2023,12,21,18:00 a 23:59,Noche,Enero,Jueves,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
207,2023,12,0,00:00 a 05:59,Mañana,Enero,Jueves,Santa Rosa,Cuilapa,Ignorada,Camioneta,Hyundai,Gris,2004,2000-2009,Colisión
208,2023,12,10,06:00 a 11:59,Mañana,Enero,Jueves,Santa Rosa,Taxisco,Ignorada,Pick up,Isuzu,Gris,2010,2010-2019,Colisión
209,2023,12,21,18:00 a 23:59,Noche,Enero,Jueves,Retalhuleu,San Sebastián,Ignorada,Automóvil,Toyota,Azul,2004,2000-2009,Colisión
210,2023,12,13,12:00 a 17:59,Tarde,Enero,Jueves,San Marcos,San Pedro Sacatepéquez,Ignorada,Camioneta,Ignorado,Negro,Ignorado,Ignorado,Colisión
211,2023,12,20,18:00 a 23:59,Noche,Enero,Jueves,Petén,San Benito,Ignorada,Motocicleta,Italika,Negro,2022,2020-2029,Colisión
212,2023,12,19,18:00 a 23:59,Noche,Enero,Jueves,Sololá,Sololá,Ignorada,Camión,Freightliner,Blanco,2000,2000-2009,Colisión
213,2023,12,22,18:00 a 23:59,Noche,Enero,Jueves,Guatemala,Guatemala,12,Motocicleta,Yamaha,Azul,2022,2020-2029,Colisión
214,2023,12,23,18:00 a 23:59,Noche,Enero,Jueves,Escuintla,La Gomera,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
215,2023,13,8,06:00 a 11:59,Mañana,Enero,Viernes,Guatemala,Santa Catarina Pinula,5,Motocicleta,Honda,Anaranjado,2019,2010-2019,Derrape
216,2023,13,0,00:00 a 05:59,Mañana,Enero,Viernes,Guatemala,Fraijanes,Ignorada,Motocicleta,Freedom,Rojo,Ignorado,Ignorado,Derrape
217,2023,13,22,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Guatemala,11,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Colisión
218,2023,13,23,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Guatemala,21,Automóvil,Chevrolet,Verde,2014,2010-2019,Colisión
219,2023,13,7,06:00 a 11:59,Mañana,Enero,Viernes,Guatemala,Villa Nueva,Ignorada,Motocicleta,Serpento,Rojo,Ignorado,Ignorado,Colisión
220,2023,13,20,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Amatitlán,Ignorada,Motocicleta,Italika,Gris,Ignorado,Ignorado,Colisión
221,2023,13,7,06:00 a 11:59,Mañana,Enero,Viernes,Escuintla,San Vicente Pacaya,Ignorada,Automóvil,Suzuki,Beige,2008,2000-2009,Colisión
222,2023,13,1,00:00 a 05:59,Mañana,Enero,Viernes,Escuintla,Escuintla,Ignorada,Motocicleta,Serpento,Azul,2020,2020-2029,Embarrancó
223,2023,13,15,12:00 a 17:59,Tarde,Enero,Viernes,Escuintla,Escuintla,Ignorada,Pick up,Mitsubishi,Café,2019,2010-2019,Choque
224,2023,13,13,12:00 a 17:59,Tarde,Enero,Viernes,Suchitepéquez,San Bernardino,Ignorada,Camión,Internacional,Amarillo,Ignorado,Ignorado,Colisión
225,2023,13,8,06:00 a 11:59,Mañana,Enero,Viernes,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión
226,2023,13,18,18:00 a 23:59,Noche,Enero,Viernes,Retalhuleu,Champerico,Ignorada,Automóvil,Toyota,Corinto,Ignorado,Ignorado,Colisión
227,2023,13,11,06:00 a 11:59,Mañana,Enero,Viernes,Quetzaltenango,San Carlos Sija,Ignorada,Panel,Volkswagen,Blanco,Ignorado,Ignorado,Colisión
228,2023,13,11,06:00 a 11:59,Mañana,Enero,Viernes,Sololá,Sololá,Ignorada,Bus urbano,Ignorado,Rojo,Ignorado,Ignorado,Vuelco
229,2023,13,21,18:00 a 23:59,Noche,Enero,Viernes,Chimaltenango,San Andrés Itzapa,Ignorada,Motocicleta,Honda,Ignorado,Ignorado,Ignorado,Derrape
230,2023,13,21,18:00 a 23:59,Noche,Enero,Viernes,Sacatepequez,Ciudad Vieja,Ignorada,Camioneta,Hyundai,Gris,Ignorado,Ignorado,Colisión
231,2023,14,23,18:00 a 23:59,Noche,Enero,Sábado,Guatemala,Guatemala,2,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
232,2023,14,0,00:00 a 05:59,Mañana,Enero,Sábado,Guatemala,Guatemala,17,Camión,Hino,Blanco,2022,2020-2029,Colisión
233,2023,14,9,06:00 a 11:59,Mañana,Enero,Sábado,Guatemala,Guatemala,6,Motocicleta,Bajaj,Blanco,2021,2020-2029,Colisión
234,2023,14,11,06:00 a 11:59,Mañana,Enero,Sábado,Guatemala,San José Pinula,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
235,2023,14,0,00:00 a 05:59,Mañana,Enero,Sábado,Guatemala,Guatemala,7,Motocicleta,Ignorado,Azul,Ignorado,Ignorado,Colisión
236,2023,14,16,12:00 a 17:59,Tarde,Enero,Sábado,Guatemala,Guatemala,12,Motocicleta,Asia Hero,Rojo,2022,2020-2029,Colisión
237,2023,14,18,18:00 a 23:59,Noche,Enero,Sábado,Guatemala,Guatemala,18,Motocicleta,Bajaj,Gris,2021,2020-2029,Colisión
238,2023,14,18,18:00 a 23:59,Noche,Enero,Sábado,Guatemala,Guatemala,7,Automóvil,BYD,Blanco,2015,2010-2019,Colisión
239,2023,14,21,18:00 a 23:59,Noche,Enero,Sábado,Guatemala,Guatemala,12,Automóvil,Nissan,Corinto,1997,1990-1999,Colisión
240,2023,14,16,12:00 a 17:59,Tarde,Enero,Sábado,Guatemala,Villa Nueva,Ignorada,Automóvil,BMW,Blanco,2005,2000-2009,Vuelco
241,2023,14,17,12:00 a 17:59,Tarde,Enero,Sábado,Escuintla,Escuintla,Ignorada,Cabezal,Freightliner,Azul,Ignorado,Ignorado,Colisión
242,2023,14,19,18:00 a 23:59,Noche,Enero,Sábado,Escuintla,Siquinalá,Ignorada,Automóvil,Scion,Gris,2006,2000-2009,Colisión
243,2023,14,6,06:00 a 11:59,Mañana,Enero,Sábado,Escuintla,Masagua,Ignorada,Tractor,Otros,Rojo,Ignorado,Ignorado,Colisión
244,2023,14,21,18:00 a 23:59,Noche,Enero,Sábado,Escuintla,Escuintla,Ignorada,Pick up,Nissan,Blanco,Ignorado,Ignorado,Colisión
245,2023,14,7,06:00 a 11:59,Mañana,Enero,Sábado,Escuintla,Masagua,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
246,2023,14,19,18:00 a 23:59,Noche,Enero,Sábado,Escuintla,Palín,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape
247,2023,14,13,12:00 a 17:59,Tarde,Enero,Sábado,Quetzaltenango,Quetzaltenango,1,Camioneta,Toyota,Celeste,1995,1990-1999,Colisión
248,2023,14,17,12:00 a 17:59,Tarde,Enero,Sábado,Izabal,Los Amates,Ignorada,Motocicleta,Italika,Blanco,Ignorado,Ignorado,Derrape
249,2023,14,20,18:00 a 23:59,Noche,Enero,Sábado,Sololá,San Pablo la Laguna,Ignorada,Bus urbano,Ignorado,Azul,Ignorado,Ignorado,Vuelco
250,2023,14,6,06:00 a 11:59,Mañana,Enero,Sábado,Sacatepequez,Antigua Guatemala,Ignorada,Camión,Kia,Blanco,Ignorado,Ignorado,Colisión
251,2023,15,12,12:00 a 17:59,Tarde,Enero,Domingo,Guatemala,Palencia,Ignorada,Motocicleta,Bajaj,Rojo,2013,2010-2019,Choque
252,2023,15,14,12:00 a 17:59,Tarde,Enero,Domingo,Guatemala,Guatemala,7,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisión
253,2023,15,6,06:00 a 11:59,Mañana,Enero,Domingo,Jutiapa,San José Acatempa,Ignorada,Camión,Suzuki,Blanco,1989,1980-1989,Colisión
254,2023,15,0,00:00 a 05:59,Mañana,Enero,Domingo,Escuintla,Escuintla,Ignorada,Camioneta,Toyota,Verde,2001,2000-2009,Choque
255,2023,15,19,18:00 a 23:59,Noche,Enero,Domingo,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Motocicleta,Honda,Azul,Ignorado,Ignorado,Colisión
256,2023,15,20,18:00 a 23:59,Noche,Enero,Domingo,Escuintla,Iztapa,Ignorada,Motocicleta,Yamaha,Gris,Ignorado,Ignorado,Embarrancó
257,2023,15,16,12:00 a 17:59,Tarde,Enero,Domingo,Quetzaltenango,Quetzaltenango,1,Motocicleta,Ignorado,Rojo,2020,2020-2029,Colisión
258,2023,15,22,18:00 a 23:59,Noche,Enero,Domingo,Alta Verapaz,San Pedro Carchá,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Derrape
259,2023,15,8,06:00 a 11:59,Mañana,Enero,Domingo,Baja Verapaz,San Jerónimo,Ignorada,Microbús,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
260,2023,15,19,18:00 a 23:59,Noche,Enero,Domingo,Petén,La Libertad,Ignorada,Pick up,Toyota,Blanco,2016,2010-2019,Colisión
261,2023,15,21,18:00 a 23:59,Noche,Enero,Domingo,Quiché,Ixcán,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión
262,2023,15,12,12:00 a 17:59,Tarde,Enero,Domingo,Sacatepequez,Ciudad Vieja,Ignorada,Motocicleta,Suzuki,Negro,2018,2010-2019,Derrape
263,2023,15,18,18:00 a 23:59,Noche,Enero,Domingo,Sacatepequez,Antigua Guatemala,Ignorada,Automóvil,Hyundai,Rojo,Ignorado,Ignorado,Colisión
264,2023,15,17,12:00 a 17:59,Tarde,Enero,Domingo,Sacatepequez,Sumpango,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Derrape
265,2023,16,11,06:00 a 11:59,Mañana,Enero,Lunes,Guatemala,Guatemala,1,Automóvil,Hyundai,Blanco,2018,2010-2019,Colisión
266,2023,16,15,12:00 a 17:59,Tarde,Enero,Lunes,Guatemala,Guatemala,9,Camioneta,Ssangyong,Blanco,2002,2000-2009,Colisión
267,2023,16,18,18:00 a 23:59,Noche,Enero,Lunes,Guatemala,Guatemala,17,Motocicleta,Asia Hero,Ignorado,Ignorado,Ignorado,Derrape
268,2023,16,18,18:00 a 23:59,Noche,Enero,Lunes,Guatemala,Fraijanes,Ignorada,Camioneta,Jeep,Blanco,2014,2010-2019,Colisión
269,2023,16,15,12:00 a 17:59,Tarde,Enero,Lunes,Guatemala,Petapa,5,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Colisión
270,2023,16,17,12:00 a 17:59,Tarde,Enero,Lunes,Guatemala,Villa Nueva,4,Camioneta,Mazda,Beige,2006,2000-2009,Choque
271,2023,16,17,12:00 a 17:59,Tarde,Enero,Lunes,Guatemala,Petapa,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
272,2023,16,23,18:00 a 23:59,Noche,Enero,Lunes,Guatemala,Villa Nueva,5,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
273,2023,16,18,18:00 a 23:59,Noche,Enero,Lunes,Guatemala,Mixco,6,Camioneta,Scion,Gris,2006,2000-2009,Colisión
274,2023,16,20,18:00 a 23:59,Noche,Enero,Lunes,Guatemala,Mixco,6,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
275,2023,16,17,12:00 a 17:59,Tarde,Enero,Lunes,Escuintla,Escuintla,Ignorada,Bus urbano,Internacional,Azul,1998,1990-1999,Colisión
276,2023,16,17,12:00 a 17:59,Tarde,Enero,Lunes,Escuintla,Escuintla,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
277,2023,16,5,00:00 a 05:59,Mañana,Enero,Lunes,Santa Rosa,Barberena,Ignorada,Automóvil,Honda,Verde,2000,2000-2009,Colisión
278,2023,16,8,06:00 a 11:59,Mañana,Enero,Lunes,Santa Rosa,Taxisco,Ignorada,Motocicleta,Asia Hero,Rojo,2017,2010-2019,Choque
279,2023,16,17,12:00 a 17:59,Tarde,Enero,Lunes,Santa Rosa,Taxisco,Ignorada,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Derrape
280,2023,17,15,12:00 a 17:59,Tarde,Enero,Martes,Guatemala,Guatemala,1,Bus urbano,Internacional,Azul,Ignorado,Ignorado,Colisión
281,2023,17,9,06:00 a 11:59,Mañana,Enero,Martes,Guatemala,Guatemala,13,Camioneta,Suzuki,Gris,2014,2010-2019,Colisión
282,2023,17,5,00:00 a 05:59,Mañana,Enero,Martes,Guatemala,Guatemala,11,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
283,2023,17,23,18:00 a 23:59,Noche,Enero,Martes,Guatemala,Guatemala,11,Automóvil,Volkswagen,Gris,Ignorado,Ignorado,Choque
284,2023,17,14,12:00 a 17:59,Tarde,Enero,Martes,Guatemala,Villa Nueva,4,Motocicleta,Honda,Rojo,2018,2010-2019,Colisión
285,2023,17,0,00:00 a 05:59,Mañana,Enero,Martes,Guatemala,Villa Canales,Ignorada,Automóvil,Honda,Celeste,Ignorado,Ignorado,Colisión
286,2023,17,2,00:00 a 05:59,Mañana,Enero,Martes,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Embarrancó
287,2023,17,16,12:00 a 17:59,Tarde,Enero,Martes,Retalhuleu,San Andrés Villa Seca,Ignorada,Camión,Isuzu,Rojo,Ignorado,Ignorado,Colisión
288,2023,17,16,12:00 a 17:59,Tarde,Enero,Martes,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
289,2023,17,20,18:00 a 23:59,Noche,Enero,Martes,Baja Verapaz,San Jerónimo,Ignorada,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisión
290,2023,17,19,18:00 a 23:59,Noche,Enero,Martes,Izabal,Los Amates,Ignorada,Cabezal,Ignorado,Anaranjado,Ignorado,Ignorado,Colisión
291,2023,17,18,18:00 a 23:59,Noche,Enero,Martes,Petén,San Francisco,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Derrape
292,2023,17,1,00:00 a 05:59,Mañana,Enero,Martes,Sacatepequez,Ciudad Vieja,Ignorada,Motocicleta,Otros,Azul,Ignorado,Ignorado,Colisión
293,2023,18,9,06:00 a 11:59,Mañana,Enero,Miércoles,Guatemala,Villa Nueva,5,Motocicleta,Honda,Azul,Ignorado,Ignorado,Colisión
294,2023,18,11,06:00 a 11:59,Mañana,Enero,Miércoles,Guatemala,Villa Canales,Ignorada,Motocicleta,Haojue,Azul,Ignorado,Ignorado,Colisión
295,2023,18,18,18:00 a 23:59,Noche,Enero,Miércoles,Guatemala,Villa Canales,Ignorada,Motocicleta,TVS Apache,Negro,2019,2010-2019,Colisión
296,2023,18,18,18:00 a 23:59,Noche,Enero,Miércoles,Guatemala,Villa Nueva,13,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
297,2023,18,20,18:00 a 23:59,Noche,Enero,Miércoles,Guatemala,Mixco,6,Motocicleta,Serpento,Negro,2021,2020-2029,Colisión
298,2023,18,5,00:00 a 05:59,Mañana,Enero,Miércoles,Escuintla,La Democracia,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
299,2023,18,5,00:00 a 05:59,Mañana,Enero,Miércoles,Retalhuleu,Nuevo San Carlos,Ignorada,Cabezal,Ignorado,Negro,Ignorado,Ignorado,Colisión
300,2023,18,17,12:00 a 17:59,Tarde,Enero,Miércoles,Retalhuleu,Retalhuleu,4,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión
301,2023,18,12,12:00 a 17:59,Tarde,Enero,Miércoles,Huehuetenango,Huehuetenango,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
302,2023,18,19,18:00 a 23:59,Noche,Enero,Miércoles,Baja Verapaz,Rabinal,Ignorada,Automóvil,Honda,Ignorado,Ignorado,Ignorado,Colisión
303,2023,18,0,00:00 a 05:59,Mañana,Enero,Miércoles,Petén,San Benito,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
304,2023,19,7,06:00 a 11:59,Mañana,Enero,Jueves,Guatemala,Guatemala,7,Motocicleta,Vento,Negro,2017,2010-2019,Derrape
305,2023,19,8,06:00 a 11:59,Mañana,Enero,Jueves,Zacapa,Río Hondo,Ignorada,Camión,Hino,Blanco,Ignorado,Ignorado,Colisión
306,2023,19,18,18:00 a 23:59,Noche,Enero,Jueves,Petén,Santa Ana,Ignorada,Pick up,Toyota,Azul,Ignorado,Ignorado,Colisión
307,2023,19,0,00:00 a 05:59,Mañana,Enero,Jueves,Suchitepéquez,Pueblo Nuevo,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
308,2023,19,22,18:00 a 23:59,Noche,Enero,Jueves,Suchitepéquez,San José La Máquina,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
309,2023,19,18,18:00 a 23:59,Noche,Enero,Jueves,Guatemala,Guatemala,12,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
310,2023,19,6,06:00 a 11:59,Mañana,Enero,Jueves,Escuintla,Escuintla,Ignorada,Motocicleta,Bajaj,Negro,2017,2010-2019,Colisión
311,2023,19,14,12:00 a 17:59,Tarde,Enero,Jueves,Escuintla,Escuintla,Ignorada,Camioneta,Toyota,Gris,2013,2010-2019,Colisión
312,2023,19,18,18:00 a 23:59,Noche,Enero,Jueves,Guatemala,Villa Nueva,4,Motocicleta,Toyota,Rojo,Ignorado,Ignorado,Colisión
313,2023,19,17,12:00 a 17:59,Tarde,Enero,Jueves,Santa Rosa,San Rafael las Flores,Ignorada,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión
314,2023,19,0,00:00 a 05:59,Mañana,Enero,Jueves,Santa Rosa,Barberena,Ignorada,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Derrape
315,2023,19,15,12:00 a 17:59,Tarde,Enero,Jueves,Guatemala,San Pedro Ayampuc,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
316,2023,19,15,12:00 a 17:59,Tarde,Enero,Jueves,Guatemala,Guatemala,7,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
317,2023,19,0,00:00 a 05:59,Mañana,Enero,Jueves,Quetzaltenango,Quetzaltenango,3,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
318,2023,20,8,06:00 a 11:59,Mañana,Enero,Viernes,Guatemala,Guatemala,25,Camión,Mitsubishi,Blanco,2011,2010-2019,Colisión
319,2023,20,16,12:00 a 17:59,Tarde,Enero,Viernes,Guatemala,Guatemala,5,Panel,Changan,Blanco,2021,2020-2029,Colisión
320,2023,20,22,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Santa Catarina Pinula,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
321,2023,20,23,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Guatemala,13,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
322,2023,20,22,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Santa Catarina Pinula,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
323,2023,20,21,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Santa Catarina Pinula,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
324,2023,20,0,00:00 a 05:59,Mañana,Enero,Viernes,Guatemala,Guatemala,13,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
325,2023,20,17,12:00 a 17:59,Tarde,Enero,Viernes,Guatemala,Guatemala,21,Camioneta,Honda,Gris,2001,2000-2009,Colisión
326,2023,20,0,00:00 a 05:59,Mañana,Enero,Viernes,Guatemala,Petapa,7,Camioneta,Honda,Gris,Ignorado,Ignorado,Colisión
327,2023,20,21,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Villa Nueva,4,Automóvil,Toyota,Negro,Ignorado,Ignorado,Choque
328,2023,20,21,18:00 a 23:59,Noche,Enero,Viernes,Guatemala,Villa Canales,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape
329,2023,20,0,00:00 a 05:59,Mañana,Enero,Viernes,Guatemala,Petapa,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión
330,2023,20,9,06:00 a 11:59,Mañana,Enero,Viernes,Escuintla,Escuintla,Ignorada,Motocicleta,Suzuki,Gris,2021,2020-2029,Colisión
331,2023,20,23,18:00 a 23:59,Noche,Enero,Viernes,Escuintla,Escuintla,Ignorada,Automóvil,Hyundai,Gris,Ignorado,Ignorado,Colisión
332,2023,20,18,18:00 a 23:59,Noche,Enero,Viernes,Alta Verapaz,Cobán,Ignorada,Microbús,Nissan,Gris,2020,2020-2029,Colisión
