num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,g_hora,depto_ocu,mupio_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,g_edad_2,mayor_menor,tipo_veh,color_veh,modelo_veh,causa_acc,marca_veh,g_edad,fallecidos_lesionados,otro_g_edad_fall_les,anio
4298.0,30.0,8.0,5.0,1.0,1.0,1.0,101.0,1.0,12.0,2.0,25.0,5.0,1.0,9.0,4.0,6.0,1.0,99.0,4.0,2.0,3.0,2013
4299.0,30.0,8.0,5.0,2.0,1.0,1.0,101.0,1.0,11.0,1.0,33.0,5.0,1.0,1.0,99.0,2.0,1.0,9.0,5.0,2.0,4.0,2013
4300.0,30.0,8.0,5.0,22.0,4.0,20.0,2005.0,2.0,99.0,1.0,30.0,5.0,1.0,4.0,99.0,6.0,1.0,99.0,5.0,1.0,4.0,2013
4301.0,30.0,8.0,5.0,14.0,3.0,20.0,2001.0,2.0,99.0,1.0,52.0,7.0,1.0,4.0,99.0,6.0,1.0,99.0,9.0,2.0,5.0,2013
4302.0,30.0,8.0,5.0,15.0,3.0,20.0,2001.0,1.0,3.0,1.0,41.0,6.0,1.0,14.0,99.0,6.0,1.0,99.0,7.0,2.0,4.0,2013
4303.0,30.0,8.0,5.0,10.0,2.0,19.0,1901.0,2.0,99.0,2.0,16.0,4.0,2.0,4.0,5.0,6.0,1.0,24.0,2.0,2.0,3.0,2013
4304.0,30.0,8.0,5.0,10.0,2.0,19.0,1901.0,2.0,99.0,2.0,35.0,5.0,1.0,4.0,5.0,6.0,1.0,24.0,6.0,2.0,4.0,2013
4305.0,30.0,8.0,5.0,10.0,2.0,19.0,1901.0,2.0,99.0,2.0,5.0,3.0,2.0,4.0,5.0,6.0,1.0,24.0,1.0,2.0,2.0,2013
4306.0,30.0,8.0,5.0,22.0,4.0,5.0,504.0,2.0,99.0,1.0,48.0,6.0,1.0,4.0,5.0,6.0,1.0,41.0,8.0,1.0,5.0,2013
4307.0,30.0,8.0,5.0,19.0,4.0,11.0,1105.0,2.0,99.0,1.0,17.0,4.0,2.0,4.0,5.0,6.0,1.0,36.0,2.0,2.0,3.0,2013
4308.0,30.0,8.0,5.0,18.0,4.0,13.0,1301.0,2.0,99.0,1.0,999.0,9.0,1.0,3.0,5.0,6.0,3.0,99.0,11.0,2.0,8.0,2013
4309.0,30.0,8.0,5.0,18.0,4.0,13.0,1301.0,2.0,99.0,1.0,43.0,6.0,1.0,3.0,5.0,6.0,3.0,99.0,7.0,2.0,4.0,2013
4310.0,30.0,8.0,5.0,18.0,4.0,13.0,1301.0,2.0,99.0,1.0,13.0,4.0,2.0,3.0,5.0,6.0,3.0,99.0,1.0,2.0,2.0,2013
4311.0,30.0,8.0,5.0,18.0,4.0,13.0,1301.0,2.0,99.0,1.0,13.0,4.0,2.0,3.0,5.0,6.0,3.0,99.0,1.0,2.0,2.0,2013
4312.0,30.0,8.0,5.0,23.0,4.0,13.0,1301.0,1.0,5.0,1.0,21.0,4.0,1.0,1.0,4.0,3.0,1.0,44.0,3.0,2.0,3.0,2013
4313.0,30.0,8.0,5.0,12.0,3.0,18.0,1801.0,2.0,99.0,1.0,18.0,4.0,1.0,4.0,4.0,5.0,1.0,42.0,2.0,1.0,3.0,2013
4314.0,30.0,8.0,5.0,18.0,4.0,18.0,1805.0,2.0,99.0,2.0,36.0,5.0,1.0,4.0,1.0,6.0,1.0,21.0,6.0,2.0,4.0,2013
4315.0,31.0,8.0,6.0,5.0,1.0,1.0,101.0,1.0,1.0,2.0,35.0,5.0,1.0,9.0,3.0,3.0,1.0,37.0,6.0,2.0,4.0,2013
4316.0,31.0,8.0,6.0,5.0,1.0,1.0,101.0,1.0,1.0,1.0,39.0,5.0,1.0,1.0,7.0,1.0,1.0,9.0,6.0,2.0,4.0,2013
4317.0,31.0,8.0,6.0,1.0,1.0,1.0,101.0,1.0,6.0,1.0,29.0,5.0,1.0,1.0,5.0,6.0,2.0,21.0,4.0,2.0,3.0,2013
4318.0,31.0,8.0,6.0,1.0,1.0,1.0,101.0,1.0,6.0,2.0,22.0,4.0,1.0,1.0,5.0,6.0,2.0,21.0,3.0,2.0,3.0,2013
4319.0,31.0,8.0,6.0,2.0,1.0,1.0,101.0,1.0,6.0,1.0,27.0,5.0,1.0,4.0,1.0,6.0,1.0,16.0,4.0,2.0,3.0,2013
4320.0,31.0,8.0,6.0,2.0,1.0,1.0,101.0,1.0,6.0,2.0,22.0,4.0,1.0,4.0,1.0,6.0,1.0,16.0,3.0,2.0,3.0,2013
4321.0,31.0,8.0,6.0,21.0,4.0,1.0,117.0,2.0,99.0,1.0,33.0,5.0,1.0,9.0,2.0,6.0,1.0,34.0,5.0,2.0,4.0,2013
4322.0,31.0,8.0,6.0,17.0,3.0,1.0,115.0,2.0,99.0,2.0,24.0,4.0,1.0,2.0,2.0,6.0,2.0,34.0,3.0,2.0,3.0,2013
4323.0,31.0,8.0,6.0,17.0,3.0,1.0,115.0,2.0,99.0,2.0,3.0,2.0,1.0,2.0,2.0,6.0,2.0,34.0,1.0,2.0,1.0,2013
4324.0,31.0,8.0,6.0,11.0,2.0,6.0,601.0,2.0,99.0,1.0,42.0,6.0,1.0,4.0,5.0,6.0,1.0,42.0,7.0,1.0,4.0,2013
4325.0,31.0,8.0,6.0,12.0,3.0,6.0,602.0,2.0,99.0,1.0,39.0,5.0,1.0,4.0,99.0,6.0,1.0,99.0,6.0,1.0,4.0,2013
4326.0,31.0,8.0,6.0,16.0,3.0,11.0,1107.0,2.0,99.0,1.0,49.0,6.0,1.0,4.0,3.0,5.0,1.0,21.0,8.0,2.0,5.0,2013
4327.0,1.0,9.0,7.0,22.0,4.0,1.0,101.0,1.0,1.0,1.0,999.0,9.0,1.0,4.0,99.0,6.0,1.0,99.0,11.0,1.0,8.0,2013
4328.0,1.0,9.0,7.0,19.0,4.0,2.0,201.0,2.0,99.0,2.0,25.0,5.0,1.0,1.0,99.0,6.0,1.0,99.0,4.0,2.0,3.0,2013
4329.0,1.0,9.0,7.0,19.0,4.0,2.0,201.0,2.0,99.0,2.0,999.0,9.0,1.0,1.0,99.0,6.0,1.0,99.0,11.0,2.0,8.0,2013
4330.0,1.0,9.0,7.0,10.0,2.0,1.0,115.0,2.0,99.0,1.0,24.0,4.0,1.0,4.0,3.0,5.0,1.0,14.0,3.0,2.0,3.0,2013
4331.0,1.0,9.0,7.0,10.0,2.0,1.0,115.0,2.0,99.0,2.0,25.0,5.0,1.0,4.0,3.0,5.0,1.0,14.0,4.0,2.0,3.0,2013
4332.0,1.0,9.0,7.0,1.0,1.0,1.0,101.0,1.0,19.0,1.0,25.0,5.0,1.0,4.0,5.0,5.0,1.0,99.0,4.0,2.0,3.0,2013
4333.0,1.0,9.0,7.0,16.0,3.0,1.0,108.0,1.0,4.0,1.0,21.0,4.0,1.0,1.0,99.0,6.0,1.0,99.0,3.0,2.0,3.0,2013
4334.0,1.0,9.0,7.0,16.0,3.0,1.0,108.0,1.0,4.0,1.0,20.0,4.0,1.0,1.0,99.0,6.0,1.0,99.0,3.0,2.0,3.0,2013
4335.0,1.0,9.0,7.0,16.0,3.0,1.0,108.0,1.0,4.0,2.0,4.0,2.0,2.0,1.0,99.0,6.0,1.0,99.0,1.0,2.0,1.0,2013
4336.0,1.0,9.0,7.0,23.0,4.0,10.0,1001.0,2.0,99.0,1.0,36.0,5.0,1.0,4.0,99.0,6.0,1.0,99.0,6.0,1.0,4.0,2013
4337.0,1.0,9.0,7.0,23.0,4.0,10.0,1001.0,2.0,99.0,1.0,36.0,5.0,1.0,4.0,99.0,6.0,1.0,99.0,6.0,1.0,4.0,2013
4338.0,1.0,9.0,7.0,6.0,2.0,16.0,1610.0,2.0,99.0,2.0,34.0,5.0,1.0,1.0,3.0,6.0,1.0,32.0,5.0,2.0,4.0,2013
4339.0,1.0,9.0,7.0,6.0,2.0,16.0,1610.0,2.0,99.0,2.0,28.0,5.0,1.0,1.0,3.0,6.0,1.0,32.0,4.0,2.0,3.0,2013
4340.0,1.0,9.0,7.0,6.0,2.0,16.0,1610.0,2.0,99.0,1.0,34.0,5.0,1.0,1.0,3.0,6.0,1.0,32.0,5.0,2.0,4.0,2013
4341.0,1.0,9.0,7.0,16.0,3.0,2.0,201.0,2.0,99.0,1.0,25.0,5.0,1.0,2.0,99.0,6.0,1.0,44.0,4.0,2.0,3.0,2013
4342.0,1.0,9.0,7.0,18.0,4.0,2.0,201.0,2.0,99.0,1.0,999.0,9.0,1.0,5.0,7.0,6.0,1.0,15.0,11.0,2.0,8.0,2013
4343.0,1.0,9.0,7.0,18.0,4.0,2.0,201.0,2.0,99.0,1.0,999.0,9.0,1.0,2.0,99.0,6.0,1.0,44.0,11.0,2.0,8.0,2013
4344.0,1.0,9.0,7.0,23.0,4.0,18.0,1801.0,2.0,99.0,1.0,23.0,4.0,1.0,4.0,5.0,5.0,2.0,42.0,3.0,2.0,3.0,2013
4345.0,1.0,9.0,7.0,10.0,2.0,18.0,1801.0,2.0,99.0,1.0,23.0,4.0,1.0,4.0,5.0,6.0,1.0,99.0,3.0,1.0,3.0,2013
4346.0,2.0,9.0,1.0,5.0,1.0,19.0,1901.0,2.0,99.0,1.0,25.0,5.0,1.0,4.0,1.0,5.0,1.0,40.0,4.0,2.0,3.0,2013
4347.0,3.0,9.0,2.0,11.0,2.0,1.0,101.0,1.0,15.0,1.0,999.0,9.0,1.0,10.0,2.0,6.0,1.0,99.0,11.0,2.0,8.0,2013
4348.0,3.0,9.0,2.0,15.0,3.0,1.0,101.0,1.0,12.0,1.0,22.0,4.0,1.0,4.0,99.0,6.0,1.0,2.0,3.0,2.0,3.0,2013
4349.0,3.0,9.0,2.0,22.0,4.0,19.0,1903.0,2.0,99.0,1.0,49.0,6.0,1.0,5.0,2.0,6.0,1.0,19.0,8.0,2.0,5.0,2013
4350.0,3.0,9.0,2.0,22.0,4.0,19.0,1903.0,2.0,99.0,1.0,12.0,4.0,2.0,5.0,2.0,6.0,1.0,19.0,1.0,2.0,2.0,2013
4351.0,3.0,9.0,2.0,22.0,4.0,19.0,1903.0,2.0,99.0,1.0,24.0,4.0,1.0,5.0,2.0,6.0,1.0,20.0,3.0,1.0,3.0,2013
4352.0,3.0,9.0,2.0,22.0,4.0,19.0,1903.0,2.0,99.0,1.0,19.0,4.0,1.0,5.0,2.0,6.0,1.0,20.0,2.0,1.0,3.0,2013
4353.0,3.0,9.0,2.0,18.0,4.0,15.0,1507.0,2.0,99.0,1.0,32.0,5.0,1.0,4.0,1.0,6.0,1.0,21.0,5.0,1.0,4.0,2013
4354.0,3.0,9.0,2.0,16.0,3.0,2.0,204.0,2.0,99.0,1.0,44.0,6.0,1.0,3.0,1.0,2.0,1.0,44.0,7.0,2.0,4.0,2013
4355.0,3.0,9.0,2.0,16.0,3.0,2.0,204.0,2.0,99.0,1.0,40.0,6.0,1.0,3.0,1.0,2.0,1.0,44.0,7.0,2.0,4.0,2013
4356.0,3.0,9.0,2.0,16.0,3.0,2.0,204.0,2.0,99.0,1.0,26.0,5.0,1.0,3.0,1.0,2.0,1.0,44.0,4.0,2.0,3.0,2013
4357.0,3.0,9.0,2.0,16.0,3.0,2.0,204.0,2.0,99.0,1.0,19.0,4.0,1.0,3.0,1.0,2.0,1.0,44.0,2.0,2.0,3.0,2013
4358.0,4.0,9.0,3.0,21.0,4.0,1.0,101.0,1.0,12.0,1.0,50.0,7.0,1.0,1.0,2.0,6.0,1.0,37.0,9.0,2.0,5.0,2013
4359.0,4.0,9.0,3.0,12.0,3.0,22.0,2212.0,2.0,99.0,1.0,22.0,4.0,1.0,5.0,2.0,4.0,3.0,22.0,3.0,2.0,3.0,2013
4360.0,4.0,9.0,3.0,12.0,3.0,22.0,2212.0,2.0,99.0,1.0,25.0,5.0,1.0,5.0,2.0,4.0,3.0,22.0,4.0,2.0,3.0,2013
4361.0,4.0,9.0,3.0,16.0,3.0,19.0,1905.0,2.0,99.0,1.0,14.0,4.0,2.0,4.0,4.0,6.0,1.0,99.0,1.0,2.0,2.0,2013
4362.0,4.0,9.0,3.0,8.0,2.0,3.0,301.0,2.0,99.0,2.0,36.0,5.0,1.0,1.0,5.0,2.0,1.0,13.0,6.0,2.0,4.0,2013
4363.0,4.0,9.0,3.0,8.0,2.0,3.0,301.0,2.0,99.0,2.0,4.0,2.0,2.0,1.0,5.0,2.0,1.0,13.0,1.0,2.0,1.0,2013
4364.0,5.0,9.0,4.0,14.0,3.0,1.0,101.0,1.0,18.0,1.0,32.0,5.0,1.0,4.0,1.0,6.0,1.0,24.0,5.0,2.0,4.0,2013
4365.0,5.0,9.0,4.0,14.0,3.0,1.0,101.0,1.0,18.0,1.0,14.0,4.0,2.0,4.0,1.0,6.0,1.0,24.0,1.0,1.0,2.0,2013
4366.0,5.0,9.0,4.0,11.0,2.0,1.0,101.0,1.0,10.0,1.0,34.0,5.0,1.0,4.0,5.0,6.0,1.0,2.0,5.0,2.0,4.0,2013
4367.0,5.0,9.0,4.0,16.0,3.0,1.0,101.0,1.0,10.0,1.0,34.0,5.0,1.0,4.0,99.0,6.0,1.0,2.0,5.0,2.0,4.0,2013
4368.0,5.0,9.0,4.0,5.0,1.0,1.0,108.0,1.0,5.0,1.0,34.0,5.0,1.0,7.0,1.0,6.0,2.0,33.0,5.0,2.0,4.0,2013
4369.0,5.0,9.0,4.0,12.0,3.0,19.0,1901.0,2.0,99.0,2.0,32.0,5.0,1.0,1.0,4.0,6.0,1.0,32.0,5.0,1.0,4.0,2013
4370.0,5.0,9.0,4.0,12.0,3.0,19.0,1901.0,2.0,99.0,1.0,32.0,5.0,1.0,6.0,5.0,6.0,1.0,15.0,5.0,2.0,4.0,2013
4371.0,5.0,9.0,4.0,12.0,3.0,19.0,1901.0,2.0,99.0,1.0,14.0,4.0,2.0,6.0,5.0,6.0,1.0,15.0,1.0,2.0,2.0,2013
4372.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,1.0,30.0,5.0,1.0,5.0,1.0,6.0,3.0,34.0,5.0,2.0,4.0,2013
4373.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,1.0,40.0,6.0,1.0,5.0,1.0,6.0,3.0,34.0,7.0,1.0,4.0,2013
4374.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,2.0,17.0,4.0,2.0,5.0,1.0,6.0,3.0,34.0,2.0,1.0,3.0,2013
4375.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,1.0,54.0,7.0,1.0,5.0,1.0,6.0,3.0,34.0,9.0,1.0,5.0,2013
4376.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,1.0,30.0,5.0,1.0,5.0,1.0,6.0,3.0,34.0,5.0,2.0,4.0,2013
4377.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,2.0,4.0,2.0,2.0,5.0,1.0,6.0,3.0,34.0,1.0,2.0,1.0,2013
4378.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,1.0,4.0,2.0,2.0,5.0,1.0,6.0,3.0,34.0,1.0,2.0,1.0,2013
4379.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,2.0,6.0,3.0,2.0,5.0,1.0,6.0,3.0,34.0,1.0,2.0,2.0,2013
4380.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,1.0,7.0,3.0,2.0,5.0,1.0,6.0,3.0,34.0,1.0,2.0,2.0,2013
4381.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,2.0,24.0,4.0,1.0,5.0,1.0,6.0,3.0,34.0,3.0,2.0,3.0,2013
4382.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,1.0,13.0,4.0,2.0,5.0,1.0,6.0,3.0,34.0,1.0,2.0,2.0,2013
4383.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,2.0,7.0,3.0,2.0,5.0,1.0,6.0,3.0,34.0,1.0,2.0,2.0,2013
4384.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,2.0,10.0,4.0,2.0,5.0,1.0,6.0,3.0,34.0,1.0,2.0,2.0,2013
4385.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,1.0,30.0,5.0,1.0,5.0,1.0,6.0,3.0,34.0,5.0,2.0,4.0,2013
4386.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,2.0,18.0,4.0,1.0,5.0,1.0,6.0,3.0,34.0,2.0,2.0,3.0,2013
4387.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,1.0,11.0,4.0,2.0,5.0,1.0,6.0,3.0,34.0,1.0,2.0,2.0,2013
4388.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,2.0,23.0,4.0,1.0,5.0,1.0,6.0,3.0,34.0,3.0,2.0,3.0,2013
4389.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,2.0,21.0,4.0,1.0,5.0,1.0,6.0,3.0,34.0,3.0,2.0,3.0,2013
4390.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,2.0,34.0,5.0,1.0,5.0,1.0,6.0,3.0,34.0,5.0,2.0,4.0,2013
4391.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,1.0,4.0,2.0,2.0,5.0,1.0,6.0,3.0,34.0,1.0,2.0,1.0,2013
4392.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,2.0,6.0,3.0,2.0,5.0,1.0,6.0,3.0,34.0,1.0,2.0,2.0,2013
4393.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,2.0,4.0,2.0,2.0,5.0,1.0,6.0,3.0,34.0,1.0,2.0,1.0,2013
4394.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,1.0,999.0,9.0,2.0,5.0,1.0,6.0,3.0,34.0,11.0,2.0,8.0,2013
4395.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,2.0,2.0,2.0,2.0,5.0,1.0,6.0,3.0,34.0,1.0,2.0,1.0,2013
4396.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,1.0,6.0,3.0,2.0,5.0,1.0,6.0,3.0,34.0,1.0,2.0,2.0,2013
4397.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,1.0,12.0,4.0,2.0,5.0,1.0,6.0,3.0,34.0,1.0,2.0,2.0,2013
4398.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,2.0,5.0,3.0,2.0,5.0,1.0,6.0,3.0,34.0,1.0,2.0,2.0,2013
4399.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,1.0,24.0,4.0,1.0,5.0,1.0,6.0,3.0,34.0,3.0,2.0,3.0,2013
4400.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,1.0,35.0,5.0,1.0,5.0,1.0,6.0,3.0,34.0,6.0,2.0,4.0,2013
4401.0,5.0,9.0,4.0,11.0,2.0,9.0,919.0,2.0,99.0,1.0,7.0,3.0,2.0,5.0,1.0,6.0,3.0,34.0,1.0,2.0,2.0,2013
4402.0,5.0,9.0,4.0,16.0,3.0,8.0,803.0,2.0,99.0,1.0,28.0,5.0,1.0,1.0,4.0,6.0,1.0,44.0,4.0,2.0,3.0,2013
4403.0,5.0,9.0,4.0,16.0,3.0,8.0,803.0,2.0,99.0,2.0,32.0,5.0,1.0,1.0,4.0,6.0,1.0,44.0,5.0,2.0,4.0,2013
4404.0,5.0,9.0,4.0,16.0,3.0,8.0,803.0,2.0,99.0,2.0,8.0,3.0,2.0,1.0,4.0,6.0,1.0,44.0,1.0,2.0,2.0,2013
4405.0,5.0,9.0,4.0,21.0,4.0,17.0,1712.0,2.0,99.0,1.0,31.0,5.0,1.0,4.0,14.0,6.0,3.0,2.0,5.0,1.0,4.0,2013
4406.0,5.0,9.0,4.0,21.0,4.0,17.0,1712.0,2.0,99.0,2.0,18.0,4.0,1.0,4.0,14.0,6.0,3.0,2.0,2.0,2.0,3.0,2013
4407.0,5.0,9.0,4.0,21.0,4.0,17.0,1712.0,2.0,99.0,2.0,27.0,5.0,1.0,4.0,14.0,6.0,3.0,2.0,4.0,2.0,3.0,2013
4408.0,5.0,9.0,4.0,12.0,3.0,3.0,301.0,2.0,99.0,1.0,41.0,6.0,1.0,7.0,99.0,6.0,2.0,99.0,7.0,2.0,4.0,2013
4409.0,5.0,9.0,4.0,12.0,3.0,3.0,301.0,2.0,99.0,2.0,24.0,4.0,1.0,7.0,99.0,6.0,2.0,99.0,3.0,2.0,3.0,2013
4410.0,5.0,9.0,4.0,12.0,3.0,3.0,301.0,2.0,99.0,1.0,17.0,4.0,2.0,7.0,99.0,6.0,2.0,99.0,2.0,2.0,3.0,2013
4411.0,5.0,9.0,4.0,12.0,3.0,3.0,301.0,2.0,99.0,1.0,22.0,4.0,1.0,7.0,99.0,6.0,2.0,99.0,3.0,2.0,3.0,2013
4412.0,5.0,9.0,4.0,12.0,3.0,3.0,301.0,2.0,99.0,2.0,50.0,7.0,1.0,7.0,99.0,6.0,2.0,99.0,9.0,2.0,5.0,2013
4413.0,5.0,9.0,4.0,12.0,3.0,3.0,301.0,2.0,99.0,1.0,14.0,4.0,2.0,7.0,99.0,6.0,2.0,99.0,1.0,2.0,2.0,2013
4414.0,5.0,9.0,4.0,12.0,3.0,3.0,301.0,2.0,99.0,2.0,49.0,6.0,1.0,7.0,99.0,6.0,2.0,99.0,8.0,2.0,5.0,2013
4415.0,5.0,9.0,4.0,12.0,3.0,3.0,301.0,2.0,99.0,1.0,28.0,5.0,1.0,7.0,99.0,6.0,2.0,99.0,4.0,2.0,3.0,2013
4416.0,5.0,9.0,4.0,12.0,3.0,3.0,301.0,2.0,99.0,2.0,42.0,6.0,1.0,7.0,99.0,6.0,2.0,99.0,7.0,2.0,4.0,2013
4417.0,5.0,9.0,4.0,12.0,3.0,3.0,301.0,2.0,99.0,1.0,19.0,4.0,1.0,7.0,99.0,6.0,2.0,99.0,2.0,2.0,3.0,2013
4418.0,5.0,9.0,4.0,12.0,3.0,3.0,301.0,2.0,99.0,2.0,55.0,7.0,1.0,7.0,99.0,6.0,2.0,99.0,10.0,2.0,5.0,2013
4419.0,6.0,9.0,5.0,23.0,4.0,1.0,101.0,1.0,6.0,1.0,21.0,4.0,1.0,4.0,9.0,6.0,1.0,21.0,3.0,2.0,3.0,2013
4420.0,6.0,9.0,5.0,4.0,1.0,1.0,108.0,1.0,3.0,1.0,22.0,4.0,1.0,3.0,9.0,6.0,1.0,34.0,3.0,2.0,3.0,2013
4421.0,6.0,9.0,5.0,4.0,1.0,1.0,108.0,1.0,3.0,2.0,23.0,4.0,1.0,3.0,9.0,6.0,1.0,34.0,3.0,2.0,3.0,2013
4422.0,6.0,9.0,5.0,15.0,3.0,9.0,920.0,2.0,99.0,2.0,24.0,4.0,1.0,3.0,2.0,6.0,1.0,44.0,3.0,1.0,3.0,2013
4423.0,6.0,9.0,5.0,15.0,3.0,9.0,920.0,2.0,99.0,2.0,25.0,5.0,1.0,3.0,2.0,6.0,1.0,44.0,4.0,2.0,3.0,2013
4424.0,6.0,9.0,5.0,21.0,4.0,17.0,1701.0,2.0,99.0,1.0,26.0,5.0,1.0,1.0,99.0,6.0,1.0,17.0,4.0,1.0,3.0,2013
4425.0,6.0,9.0,5.0,18.0,4.0,17.0,1703.0,2.0,99.0,1.0,27.0,5.0,1.0,4.0,1.0,6.0,1.0,99.0,4.0,2.0,3.0,2013
4426.0,6.0,9.0,5.0,15.0,3.0,14.0,1413.0,2.0,99.0,1.0,28.0,5.0,1.0,4.0,3.0,4.0,1.0,99.0,4.0,2.0,3.0,2013
4427.0,6.0,9.0,5.0,19.0,4.0,4.0,409.0,2.0,99.0,1.0,29.0,5.0,1.0,3.0,5.0,6.0,1.0,23.0,4.0,2.0,3.0,2013
4428.0,7.0,9.0,6.0,8.0,2.0,1.0,101.0,1.0,15.0,1.0,22.0,4.0,1.0,4.0,5.0,6.0,1.0,2.0,3.0,2.0,3.0,2013
4429.0,7.0,9.0,6.0,21.0,4.0,1.0,115.0,1.0,1.0,1.0,29.0,5.0,1.0,4.0,3.0,6.0,1.0,99.0,4.0,2.0,3.0,2013
4430.0,7.0,9.0,6.0,10.0,2.0,13.0,1301.0,2.0,99.0,1.0,30.0,5.0,1.0,3.0,3.0,6.0,2.0,44.0,5.0,2.0,4.0,2013
4431.0,7.0,9.0,6.0,10.0,2.0,13.0,1301.0,2.0,99.0,1.0,30.0,5.0,1.0,3.0,3.0,6.0,2.0,44.0,5.0,2.0,4.0,2013
4432.0,7.0,9.0,6.0,12.0,3.0,1.0,101.0,1.0,10.0,1.0,27.0,5.0,1.0,4.0,7.0,4.0,1.0,21.0,4.0,2.0,3.0,2013
4433.0,7.0,9.0,6.0,15.0,3.0,5.0,505.0,2.0,99.0,1.0,17.0,4.0,2.0,4.0,1.0,6.0,3.0,21.0,2.0,1.0,3.0,2013
4434.0,8.0,9.0,7.0,13.0,3.0,1.0,116.0,2.0,99.0,2.0,4.0,2.0,2.0,1.0,6.0,3.0,2.0,21.0,1.0,2.0,1.0,2013
4435.0,8.0,9.0,7.0,13.0,3.0,1.0,116.0,2.0,99.0,2.0,999.0,9.0,2.0,1.0,6.0,3.0,2.0,21.0,11.0,2.0,8.0,2013
4436.0,8.0,9.0,7.0,13.0,3.0,1.0,116.0,2.0,99.0,1.0,22.0,4.0,1.0,1.0,6.0,3.0,2.0,21.0,3.0,2.0,3.0,2013
4437.0,8.0,9.0,7.0,13.0,3.0,1.0,116.0,2.0,99.0,2.0,12.0,4.0,2.0,1.0,6.0,3.0,2.0,21.0,1.0,2.0,2.0,2013
4438.0,8.0,9.0,7.0,13.0,3.0,1.0,116.0,2.0,99.0,2.0,24.0,4.0,1.0,1.0,6.0,3.0,2.0,21.0,3.0,2.0,3.0,2013
4439.0,8.0,9.0,7.0,17.0,3.0,1.0,108.0,1.0,6.0,1.0,70.0,8.0,1.0,2.0,2.0,6.0,1.0,44.0,10.0,2.0,7.0,2013
4440.0,8.0,9.0,7.0,17.0,3.0,1.0,108.0,1.0,6.0,2.0,29.0,5.0,1.0,2.0,2.0,6.0,1.0,44.0,4.0,2.0,3.0,2013
4441.0,8.0,9.0,7.0,17.0,3.0,1.0,108.0,1.0,6.0,2.0,8.0,3.0,2.0,2.0,2.0,6.0,1.0,44.0,1.0,2.0,2.0,2013
4442.0,8.0,9.0,7.0,17.0,3.0,1.0,108.0,1.0,6.0,2.0,6.0,3.0,2.0,2.0,2.0,6.0,1.0,44.0,1.0,2.0,2.0,2013
4443.0,8.0,9.0,7.0,17.0,3.0,1.0,108.0,1.0,6.0,1.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,44.0,1.0,2.0,1.0,2013
4444.0,8.0,9.0,7.0,17.0,3.0,1.0,108.0,1.0,6.0,1.0,30.0,5.0,1.0,2.0,2.0,6.0,1.0,44.0,5.0,2.0,4.0,2013
4445.0,8.0,9.0,7.0,17.0,3.0,1.0,108.0,1.0,6.0,2.0,23.0,4.0,1.0,2.0,2.0,6.0,1.0,44.0,3.0,2.0,3.0,2013
4446.0,8.0,9.0,7.0,23.0,4.0,22.0,2201.0,2.0,99.0,1.0,21.0,4.0,1.0,4.0,1.0,6.0,3.0,21.0,3.0,1.0,3.0,2013
