num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,g_hora,depto_ocu,mupio_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,g_edad_2,mayor_menor,tipo_veh,color_veh,modelo_veh,causa_acc,marca_veh,g_edad,fallecidos_lesionados,otro_g_edad_fall_les,anio
1.0,1.0,1.0,2.0,5.0,1.0,1.0,101.0,1.0,11.0,1.0,34.0,5.0,1.0,1.0,2.0,5.0,2.0,5.0,5.0,2.0,4.0,2013
2.0,1.0,1.0,2.0,5.0,1.0,1.0,101.0,1.0,11.0,2.0,15.0,4.0,2.0,1.0,2.0,5.0,2.0,5.0,2.0,2.0,3.0,2013
3.0,1.0,1.0,2.0,5.0,1.0,1.0,101.0,1.0,11.0,2.0,34.0,5.0,1.0,1.0,2.0,5.0,2.0,5.0,5.0,2.0,4.0,2013
4.0,1.0,1.0,2.0,0.0,1.0,19.0,1901.0,2.0,99.0,1.0,21.0,4.0,1.0,4.0,1.0,5.0,2.0,24.0,3.0,1.0,3.0,2013
5.0,1.0,1.0,2.0,0.0,1.0,19.0,1901.0,2.0,99.0,1.0,22.0,4.0,1.0,4.0,1.0,5.0,2.0,24.0,3.0,2.0,3.0,2013
6.0,1.0,1.0,2.0,18.0,4.0,19.0,1901.0,2.0,99.0,1.0,19.0,4.0,1.0,3.0,1.0,6.0,3.0,44.0,2.0,2.0,3.0,2013
7.0,1.0,1.0,2.0,18.0,4.0,19.0,1901.0,2.0,99.0,1.0,11.0,4.0,2.0,3.0,1.0,6.0,3.0,44.0,1.0,2.0,2.0,2013
8.0,1.0,1.0,2.0,18.0,4.0,19.0,1901.0,2.0,99.0,1.0,13.0,4.0,2.0,3.0,1.0,6.0,3.0,44.0,1.0,2.0,2.0,2013
9.0,1.0,1.0,2.0,18.0,4.0,19.0,1901.0,2.0,99.0,1.0,23.0,4.0,1.0,3.0,1.0,6.0,3.0,44.0,3.0,2.0,3.0,2013
10.0,1.0,1.0,2.0,18.0,4.0,19.0,1901.0,2.0,99.0,2.0,15.0,4.0,2.0,3.0,1.0,6.0,3.0,44.0,2.0,2.0,3.0,2013
11.0,1.0,1.0,2.0,18.0,4.0,19.0,1901.0,2.0,99.0,1.0,19.0,4.0,1.0,3.0,1.0,6.0,3.0,44.0,2.0,2.0,3.0,2013
12.0,1.0,1.0,2.0,18.0,4.0,19.0,1901.0,2.0,99.0,1.0,15.0,4.0,2.0,3.0,1.0,6.0,3.0,44.0,2.0,2.0,3.0,2013
13.0,1.0,1.0,2.0,18.0,4.0,19.0,1901.0,2.0,99.0,2.0,17.0,4.0,2.0,3.0,1.0,6.0,3.0,44.0,2.0,2.0,3.0,2013
14.0,1.0,1.0,2.0,18.0,4.0,19.0,1901.0,2.0,99.0,1.0,19.0,4.0,1.0,3.0,1.0,6.0,3.0,44.0,2.0,2.0,3.0,2013
15.0,1.0,1.0,2.0,18.0,4.0,19.0,1901.0,2.0,99.0,1.0,16.0,4.0,2.0,3.0,1.0,6.0,3.0,44.0,2.0,2.0,3.0,2013
16.0,1.0,1.0,2.0,0.0,1.0,5.0,502.0,2.0,99.0,1.0,24.0,4.0,1.0,4.0,5.0,4.0,2.0,2.0,3.0,1.0,3.0,2013
17.0,1.0,1.0,2.0,1.0,1.0,12.0,1217.0,2.0,99.0,1.0,999.0,9.0,1.0,4.0,3.0,6.0,1.0,40.0,11.0,2.0,8.0,2013
18.0,1.0,1.0,2.0,7.0,2.0,13.0,1322.0,2.0,99.0,2.0,40.0,6.0,1.0,3.0,99.0,6.0,3.0,44.0,7.0,1.0,4.0,2013
19.0,1.0,1.0,2.0,7.0,2.0,13.0,1322.0,2.0,99.0,1.0,19.0,4.0,1.0,3.0,99.0,6.0,3.0,44.0,2.0,1.0,3.0,2013
20.0,1.0,1.0,2.0,7.0,2.0,13.0,1322.0,2.0,99.0,1.0,65.0,8.0,1.0,3.0,99.0,6.0,3.0,44.0,10.0,1.0,6.0,2013
21.0,1.0,1.0,2.0,3.0,1.0,18.0,1801.0,2.0,99.0,1.0,25.0,5.0,1.0,4.0,99.0,6.0,2.0,99.0,4.0,2.0,3.0,2013
22.0,1.0,1.0,2.0,3.0,1.0,18.0,1801.0,2.0,99.0,1.0,18.0,4.0,1.0,4.0,99.0,6.0,2.0,99.0,2.0,2.0,3.0,2013
23.0,1.0,1.0,2.0,4.0,1.0,3.0,301.0,2.0,99.0,2.0,25.0,5.0,1.0,4.0,99.0,6.0,2.0,99.0,4.0,1.0,3.0,2013
24.0,1.0,1.0,2.0,2.0,1.0,3.0,308.0,2.0,99.0,1.0,22.0,4.0,1.0,4.0,5.0,6.0,2.0,99.0,3.0,1.0,3.0,2013
25.0,2.0,1.0,3.0,15.0,3.0,1.0,101.0,1.0,1.0,2.0,31.0,5.0,1.0,3.0,2.0,4.0,1.0,44.0,5.0,2.0,4.0,2013
26.0,2.0,1.0,3.0,15.0,3.0,1.0,101.0,1.0,1.0,1.0,26.0,5.0,1.0,4.0,99.0,6.0,1.0,99.0,4.0,2.0,3.0,2013
27.0,2.0,1.0,3.0,7.0,2.0,5.0,501.0,2.0,99.0,1.0,32.0,5.0,1.0,4.0,99.0,6.0,1.0,99.0,5.0,2.0,4.0,2013
28.0,2.0,1.0,3.0,18.0,4.0,13.0,1301.0,1.0,3.0,1.0,999.0,9.0,1.0,4.0,99.0,6.0,1.0,99.0,11.0,2.0,8.0,2013
29.0,2.0,1.0,3.0,10.0,2.0,16.0,1608.0,2.0,99.0,1.0,43.0,6.0,1.0,12.0,7.0,3.0,3.0,13.0,7.0,2.0,4.0,2013
30.0,2.0,1.0,3.0,10.0,2.0,16.0,1608.0,2.0,99.0,1.0,30.0,5.0,1.0,12.0,7.0,3.0,3.0,13.0,5.0,2.0,4.0,2013
31.0,2.0,1.0,3.0,10.0,2.0,16.0,1608.0,2.0,99.0,1.0,35.0,5.0,1.0,12.0,7.0,3.0,3.0,13.0,6.0,2.0,4.0,2013
32.0,2.0,1.0,3.0,10.0,2.0,16.0,1608.0,2.0,99.0,1.0,37.0,5.0,1.0,12.0,7.0,3.0,3.0,13.0,6.0,2.0,4.0,2013
33.0,2.0,1.0,3.0,10.0,2.0,16.0,1608.0,2.0,99.0,1.0,53.0,7.0,1.0,12.0,7.0,3.0,3.0,13.0,9.0,2.0,5.0,2013
34.0,2.0,1.0,3.0,10.0,2.0,16.0,1608.0,2.0,99.0,1.0,28.0,5.0,1.0,12.0,7.0,3.0,3.0,13.0,4.0,2.0,3.0,2013
35.0,2.0,1.0,3.0,10.0,2.0,16.0,1608.0,2.0,99.0,1.0,38.0,5.0,1.0,12.0,7.0,3.0,3.0,13.0,6.0,1.0,4.0,2013
36.0,2.0,1.0,3.0,22.0,4.0,1.0,101.0,1.0,5.0,2.0,45.0,6.0,1.0,1.0,3.0,6.0,1.0,44.0,8.0,2.0,5.0,2013
37.0,2.0,1.0,3.0,10.0,2.0,6.0,611.0,2.0,99.0,2.0,21.0,4.0,1.0,12.0,99.0,6.0,3.0,99.0,3.0,2.0,3.0,2013
38.0,2.0,1.0,3.0,10.0,2.0,6.0,611.0,2.0,99.0,2.0,40.0,6.0,1.0,12.0,99.0,6.0,3.0,99.0,7.0,2.0,4.0,2013
39.0,2.0,1.0,3.0,10.0,2.0,6.0,611.0,2.0,99.0,1.0,1.0,2.0,2.0,12.0,99.0,6.0,3.0,99.0,1.0,2.0,1.0,2013
40.0,2.0,1.0,3.0,10.0,2.0,6.0,611.0,2.0,99.0,2.0,52.0,7.0,1.0,12.0,99.0,6.0,3.0,99.0,9.0,2.0,5.0,2013
41.0,2.0,1.0,3.0,10.0,2.0,6.0,611.0,2.0,99.0,1.0,8.0,3.0,2.0,12.0,99.0,6.0,3.0,99.0,1.0,2.0,2.0,2013
42.0,2.0,1.0,3.0,10.0,2.0,6.0,611.0,2.0,99.0,2.0,58.0,7.0,1.0,12.0,99.0,6.0,3.0,99.0,10.0,2.0,5.0,2013
43.0,2.0,1.0,3.0,10.0,2.0,6.0,611.0,2.0,99.0,1.0,48.0,6.0,1.0,12.0,99.0,6.0,3.0,99.0,8.0,2.0,5.0,2013
44.0,2.0,1.0,3.0,10.0,2.0,6.0,611.0,2.0,99.0,1.0,53.0,7.0,1.0,12.0,99.0,6.0,3.0,99.0,9.0,2.0,5.0,2013
45.0,2.0,1.0,3.0,7.0,2.0,1.0,101.0,1.0,1.0,1.0,74.0,8.0,1.0,12.0,6.0,6.0,1.0,99.0,10.0,2.0,7.0,2013
46.0,2.0,1.0,3.0,7.0,2.0,1.0,101.0,1.0,1.0,1.0,48.0,6.0,1.0,12.0,6.0,6.0,1.0,99.0,8.0,2.0,5.0,2013
47.0,3.0,1.0,4.0,11.0,2.0,1.0,101.0,1.0,10.0,1.0,37.0,5.0,1.0,12.0,1.0,3.0,1.0,3.0,6.0,2.0,4.0,2013
48.0,3.0,1.0,4.0,11.0,2.0,1.0,101.0,1.0,10.0,2.0,39.0,5.0,1.0,12.0,1.0,3.0,1.0,3.0,6.0,2.0,4.0,2013
49.0,3.0,1.0,4.0,11.0,2.0,1.0,101.0,1.0,10.0,2.0,22.0,4.0,1.0,12.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,2013
50.0,3.0,1.0,4.0,14.0,3.0,5.0,501.0,1.0,3.0,1.0,22.0,4.0,1.0,4.0,99.0,6.0,1.0,99.0,3.0,1.0,3.0,2013
51.0,3.0,1.0,4.0,19.0,4.0,9.0,917.0,2.0,99.0,1.0,56.0,7.0,1.0,4.0,1.0,6.0,1.0,99.0,10.0,2.0,5.0,2013
52.0,3.0,1.0,4.0,20.0,4.0,13.0,1301.0,2.0,99.0,1.0,27.0,5.0,1.0,3.0,3.0,6.0,3.0,44.0,4.0,2.0,3.0,2013
53.0,3.0,1.0,4.0,20.0,4.0,13.0,1301.0,2.0,99.0,1.0,20.0,4.0,1.0,3.0,3.0,6.0,3.0,44.0,3.0,2.0,3.0,2013
54.0,3.0,1.0,4.0,22.0,4.0,2.0,203.0,2.0,99.0,2.0,14.0,4.0,2.0,9.0,2.0,6.0,1.0,20.0,1.0,2.0,2.0,2013
55.0,3.0,1.0,4.0,22.0,4.0,2.0,203.0,2.0,99.0,2.0,56.0,7.0,1.0,9.0,2.0,6.0,1.0,20.0,10.0,2.0,5.0,2013
56.0,3.0,1.0,4.0,22.0,4.0,2.0,203.0,2.0,99.0,1.0,7.0,3.0,2.0,9.0,2.0,6.0,1.0,20.0,1.0,2.0,2.0,2013
57.0,3.0,1.0,4.0,22.0,4.0,2.0,203.0,2.0,99.0,1.0,69.0,8.0,1.0,9.0,2.0,6.0,1.0,20.0,10.0,2.0,6.0,2013
58.0,3.0,1.0,4.0,22.0,4.0,2.0,203.0,2.0,99.0,2.0,41.0,6.0,1.0,9.0,2.0,6.0,1.0,20.0,7.0,2.0,4.0,2013
59.0,3.0,1.0,4.0,22.0,4.0,2.0,203.0,2.0,99.0,2.0,69.0,8.0,1.0,9.0,2.0,6.0,1.0,20.0,10.0,2.0,6.0,2013
60.0,3.0,1.0,4.0,22.0,4.0,2.0,203.0,2.0,99.0,2.0,15.0,4.0,2.0,9.0,2.0,6.0,1.0,20.0,2.0,2.0,3.0,2013
61.0,3.0,1.0,4.0,22.0,4.0,2.0,203.0,2.0,99.0,2.0,14.0,4.0,2.0,9.0,2.0,6.0,1.0,20.0,1.0,2.0,2.0,2013
62.0,3.0,1.0,4.0,22.0,4.0,2.0,203.0,2.0,99.0,2.0,50.0,7.0,1.0,9.0,2.0,6.0,1.0,20.0,9.0,2.0,5.0,2013
63.0,3.0,1.0,4.0,22.0,4.0,2.0,203.0,2.0,99.0,1.0,35.0,5.0,1.0,9.0,2.0,6.0,1.0,20.0,6.0,2.0,4.0,2013
64.0,3.0,1.0,4.0,16.0,3.0,7.0,701.0,2.0,99.0,1.0,75.0,8.0,1.0,9.0,4.0,6.0,3.0,20.0,10.0,2.0,7.0,2013
65.0,3.0,1.0,4.0,16.0,3.0,7.0,701.0,2.0,99.0,2.0,74.0,8.0,1.0,9.0,4.0,6.0,3.0,20.0,10.0,2.0,7.0,2013
66.0,4.0,1.0,5.0,17.0,3.0,1.0,101.0,1.0,9.0,1.0,22.0,4.0,1.0,4.0,5.0,6.0,1.0,42.0,3.0,2.0,3.0,2013
67.0,4.0,1.0,5.0,7.0,2.0,1.0,101.0,1.0,18.0,1.0,39.0,5.0,1.0,4.0,99.0,6.0,3.0,99.0,6.0,2.0,4.0,2013
68.0,4.0,1.0,5.0,6.0,2.0,20.0,2008.0,2.0,99.0,1.0,9.0,3.0,2.0,1.0,2.0,2.0,1.0,99.0,1.0,2.0,2.0,2013
69.0,4.0,1.0,5.0,6.0,2.0,20.0,2008.0,2.0,99.0,1.0,31.0,5.0,1.0,1.0,2.0,2.0,1.0,99.0,5.0,2.0,4.0,2013
70.0,4.0,1.0,5.0,6.0,2.0,20.0,2008.0,2.0,99.0,2.0,29.0,5.0,1.0,1.0,2.0,2.0,1.0,99.0,4.0,2.0,3.0,2013
71.0,4.0,1.0,5.0,6.0,2.0,20.0,2008.0,2.0,99.0,2.0,13.0,4.0,2.0,1.0,2.0,2.0,1.0,99.0,1.0,2.0,2.0,2013
72.0,4.0,1.0,5.0,6.0,2.0,20.0,2008.0,2.0,99.0,2.0,15.0,4.0,2.0,1.0,2.0,2.0,1.0,99.0,2.0,2.0,3.0,2013
73.0,4.0,1.0,5.0,6.0,2.0,20.0,2008.0,2.0,99.0,2.0,12.0,4.0,2.0,1.0,2.0,2.0,1.0,99.0,1.0,2.0,2.0,2013
74.0,4.0,1.0,5.0,15.0,3.0,5.0,501.0,2.0,99.0,1.0,42.0,6.0,1.0,1.0,4.0,6.0,1.0,21.0,7.0,1.0,4.0,2013
75.0,4.0,1.0,5.0,8.0,2.0,10.0,1001.0,1.0,1.0,1.0,41.0,6.0,1.0,8.0,2.0,6.0,1.0,42.0,7.0,2.0,4.0,2013
76.0,4.0,1.0,5.0,8.0,2.0,10.0,1001.0,1.0,1.0,1.0,37.0,5.0,1.0,4.0,5.0,6.0,1.0,2.0,6.0,2.0,4.0,2013
77.0,4.0,1.0,5.0,20.0,4.0,9.0,901.0,1.0,7.0,1.0,5.0,3.0,2.0,2.0,4.0,4.0,1.0,42.0,1.0,2.0,2.0,2013
78.0,4.0,1.0,5.0,18.0,4.0,15.0,1501.0,2.0,99.0,1.0,46.0,6.0,1.0,1.0,99.0,6.0,3.0,99.0,8.0,2.0,5.0,2013
79.0,4.0,1.0,5.0,18.0,4.0,15.0,1501.0,2.0,99.0,1.0,54.0,7.0,1.0,1.0,99.0,6.0,3.0,99.0,9.0,2.0,5.0,2013
80.0,4.0,1.0,5.0,14.0,3.0,2.0,205.0,2.0,99.0,1.0,13.0,4.0,2.0,3.0,9.0,2.0,4.0,99.0,1.0,1.0,2.0,2013
81.0,4.0,1.0,5.0,17.0,3.0,7.0,701.0,2.0,99.0,1.0,46.0,6.0,1.0,2.0,14.0,6.0,3.0,42.0,8.0,2.0,5.0,2013
82.0,4.0,1.0,5.0,17.0,3.0,7.0,701.0,2.0,99.0,2.0,2.0,2.0,2.0,2.0,14.0,6.0,3.0,42.0,1.0,1.0,1.0,2013
83.0,4.0,1.0,5.0,17.0,3.0,7.0,701.0,2.0,99.0,2.0,43.0,6.0,1.0,2.0,14.0,6.0,3.0,42.0,7.0,1.0,4.0,2013
84.0,5.0,1.0,6.0,12.0,3.0,20.0,2001.0,2.0,99.0,1.0,17.0,4.0,2.0,4.0,9.0,6.0,1.0,99.0,2.0,2.0,3.0,2013
85.0,5.0,1.0,6.0,12.0,3.0,20.0,2001.0,2.0,99.0,2.0,34.0,5.0,1.0,4.0,9.0,6.0,1.0,99.0,5.0,2.0,4.0,2013
86.0,5.0,1.0,6.0,8.0,2.0,10.0,1001.0,2.0,99.0,1.0,34.0,5.0,1.0,4.0,3.0,5.0,1.0,2.0,5.0,2.0,4.0,2013
87.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,10.0,4.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,2.0,2013
88.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,11.0,4.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,2.0,2013
89.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,7.0,3.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,2.0,2013
90.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,20.0,4.0,1.0,7.0,99.0,6.0,4.0,99.0,3.0,2.0,3.0,2013
91.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,17.0,4.0,2.0,7.0,99.0,6.0,4.0,99.0,2.0,2.0,3.0,2013
92.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,19.0,4.0,1.0,7.0,99.0,6.0,4.0,99.0,2.0,2.0,3.0,2013
93.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,31.0,5.0,1.0,7.0,99.0,6.0,4.0,99.0,5.0,2.0,4.0,2013
94.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,31.0,5.0,1.0,7.0,99.0,6.0,4.0,99.0,5.0,2.0,4.0,2013
95.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,37.0,5.0,1.0,7.0,99.0,6.0,4.0,99.0,6.0,2.0,4.0,2013
96.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,19.0,4.0,1.0,7.0,99.0,6.0,4.0,99.0,2.0,2.0,3.0,2013
97.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,18.0,4.0,1.0,7.0,99.0,6.0,4.0,99.0,2.0,2.0,3.0,2013
98.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,21.0,4.0,1.0,7.0,99.0,6.0,4.0,99.0,3.0,2.0,3.0,2013
99.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,15.0,4.0,2.0,7.0,99.0,6.0,4.0,99.0,2.0,2.0,3.0,2013
100.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,20.0,4.0,1.0,7.0,99.0,6.0,4.0,99.0,3.0,2.0,3.0,2013
101.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,7.0,3.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,2.0,2013
102.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,1.0,2.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,1.0,2013
103.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,30.0,5.0,1.0,7.0,99.0,6.0,4.0,99.0,5.0,2.0,4.0,2013
104.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,13.0,4.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,2.0,2013
105.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,15.0,4.0,2.0,7.0,99.0,6.0,4.0,99.0,2.0,2.0,3.0,2013
106.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,10.0,4.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,2.0,2013
107.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,15.0,4.0,2.0,7.0,99.0,6.0,4.0,99.0,2.0,2.0,3.0,2013
108.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,5.0,3.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,2.0,2013
109.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,8.0,3.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,2.0,2013
110.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,19.0,4.0,1.0,7.0,99.0,6.0,4.0,99.0,2.0,2.0,3.0,2013
111.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,22.0,4.0,1.0,7.0,99.0,6.0,4.0,99.0,3.0,2.0,3.0,2013
112.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,26.0,5.0,1.0,7.0,99.0,6.0,4.0,99.0,4.0,2.0,3.0,2013
113.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,39.0,5.0,1.0,7.0,99.0,6.0,4.0,99.0,6.0,2.0,4.0,2013
114.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,4.0,2.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,1.0,2013
115.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,7.0,3.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,2.0,2013
116.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,18.0,4.0,1.0,7.0,99.0,6.0,4.0,99.0,2.0,2.0,3.0,2013
117.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,22.0,4.0,1.0,7.0,99.0,6.0,4.0,99.0,3.0,2.0,3.0,2013
118.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,6.0,3.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,2.0,2013
119.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,24.0,4.0,1.0,7.0,99.0,6.0,4.0,99.0,3.0,2.0,3.0,2013
120.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,24.0,4.0,1.0,7.0,99.0,6.0,4.0,99.0,3.0,2.0,3.0,2013
121.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,49.0,6.0,1.0,7.0,99.0,6.0,4.0,99.0,8.0,2.0,5.0,2013
122.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,59.0,7.0,1.0,7.0,99.0,6.0,4.0,99.0,10.0,2.0,5.0,2013
123.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,25.0,5.0,1.0,7.0,99.0,6.0,4.0,99.0,4.0,2.0,3.0,2013
124.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,20.0,4.0,1.0,7.0,99.0,6.0,4.0,99.0,3.0,2.0,3.0,2013
125.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,9.0,3.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,2.0,2013
126.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,17.0,4.0,2.0,7.0,99.0,6.0,4.0,99.0,2.0,2.0,3.0,2013
127.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,10.0,4.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,2.0,2013
128.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,26.0,5.0,1.0,7.0,99.0,6.0,4.0,99.0,4.0,2.0,3.0,2013
129.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,20.0,4.0,1.0,7.0,99.0,6.0,4.0,99.0,3.0,2.0,3.0,2013
130.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,42.0,6.0,1.0,7.0,99.0,6.0,4.0,99.0,7.0,2.0,4.0,2013
131.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,24.0,4.0,1.0,7.0,99.0,6.0,4.0,99.0,3.0,2.0,3.0,2013
132.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,41.0,6.0,1.0,7.0,99.0,6.0,4.0,99.0,7.0,2.0,4.0,2013
133.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,32.0,5.0,1.0,7.0,99.0,6.0,4.0,99.0,5.0,2.0,4.0,2013
134.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,35.0,5.0,1.0,7.0,99.0,6.0,4.0,99.0,6.0,2.0,4.0,2013
135.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,1.0,2.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,1.0,2013
136.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,28.0,5.0,1.0,7.0,99.0,6.0,4.0,99.0,4.0,2.0,3.0,2013
137.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,1.0,2.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,1.0,2013
138.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,16.0,4.0,2.0,7.0,99.0,6.0,4.0,99.0,2.0,2.0,3.0,2013
139.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,21.0,4.0,1.0,7.0,99.0,6.0,4.0,99.0,3.0,2.0,3.0,2013
140.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,61.0,8.0,1.0,7.0,99.0,6.0,4.0,99.0,10.0,2.0,6.0,2013
141.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,16.0,4.0,2.0,7.0,99.0,6.0,4.0,99.0,2.0,2.0,3.0,2013
142.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,16.0,4.0,2.0,7.0,99.0,6.0,4.0,99.0,2.0,2.0,3.0,2013
143.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,25.0,5.0,1.0,7.0,99.0,6.0,4.0,99.0,4.0,2.0,3.0,2013
144.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,55.0,7.0,1.0,7.0,99.0,6.0,4.0,99.0,10.0,2.0,5.0,2013
145.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,52.0,7.0,1.0,7.0,99.0,6.0,4.0,99.0,9.0,2.0,5.0,2013
146.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,8.0,3.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,2.0,2013
147.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,12.0,4.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,2.0,2013
148.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,10.0,4.0,2.0,7.0,99.0,6.0,4.0,99.0,1.0,2.0,2.0,2013
149.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,52.0,7.0,1.0,7.0,99.0,6.0,4.0,99.0,9.0,2.0,5.0,2013
150.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,1.0,48.0,6.0,1.0,7.0,99.0,6.0,4.0,99.0,8.0,2.0,5.0,2013
151.0,5.0,1.0,6.0,7.0,2.0,9.0,919.0,2.0,99.0,2.0,15.0,4.0,2.0,7.0,99.0,6.0,4.0,99.0,2.0,2.0,3.0,2013
